# 月行九道 — Ecliptic latitude β envelope (local extrema)
# DE440 1900–2100, 1-day steps
#
# day         beta(deg)    type
# ----------  -----------  ----  (1=max, -1=min)
  24932.0000      5.283196   1
  24945.0000     -5.287978  -1
  24960.0000      5.218977   1
  24972.0000     -5.174441  -1
  24987.0000      5.096134   1
  25000.0000     -5.031850  -1
  25014.0000      5.001386   1
  25027.0000     -5.005548  -1
  25041.0000      5.024259   1
  25054.0000     -5.080522  -1
  25068.0000      5.146714   1
  25081.0000     -5.200387  -1
  25095.0000      5.252507   1
  25108.0000     -5.252900  -1
  25123.0000      5.262578   1
  25136.0000     -5.225260  -1
  25150.0000      5.163134   1
  25163.0000     -5.104006  -1
  25177.0000      5.024622   1
  25190.0000     -4.991379  -1
  25204.0000      4.990262   1
  25218.0000     -5.004190  -1
  25231.0000      5.095285   1
  25245.0000     -5.169529  -1
  25258.0000      5.227369   1
  25272.0000     -5.277694  -1
  25286.0000      5.267009   1
  25299.0000     -5.248274  -1
  25313.0000      5.198532   1
  25326.0000     -5.102523  -1
  25340.0000      5.062110   1
  25354.0000     -5.008865  -1
  25367.0000      4.989814   1
  25381.0000     -5.018623  -1
  25394.0000      5.042699   1
  25408.0000     -5.113244  -1
  25421.0000      5.168576   1
  25436.0000     -5.208249  -1
  25449.0000      5.256127   1
  25463.0000     -5.275995  -1
  25476.0000      5.259273   1
  25490.0000     -5.202451  -1
  25503.0000      5.132149   1
  25517.0000     -5.062813  -1
  25530.0000      4.999538   1
  25544.0000     -4.981207  -1
  25557.0000      4.994911   1
  25572.0000     -5.059218  -1
  25584.0000      5.115998   1
  25599.0000     -5.226436  -1
  25612.0000      5.252472   1
  25626.0000     -5.290321  -1
  25639.0000      5.287327   1
  25653.0000     -5.207837  -1
  25666.0000      5.173894   1
  25681.0000     -5.078826  -1
  25693.0000      5.018584   1
  25708.0000     -5.004453  -1
  25721.0000      4.988710   1
  25735.0000     -5.047615  -1
  25748.0000      5.079100   1
  25762.0000     -5.165277  -1
  25775.0000      5.220922   1
  25790.0000     -5.255045  -1
  25802.0000      5.299252   1
  25817.0000     -5.281183  -1
  25829.0000      5.232430   1
  25844.0000     -5.172415  -1
  25857.0000      5.099377   1
  25871.0000     -5.037053  -1
  25884.0000      5.009926   1
  25898.0000     -5.000855  -1
  25911.0000      5.040784   1
  25925.0000     -5.089122  -1
  25938.0000      5.172684   1
  25953.0000     -5.247753  -1
  25965.0000      5.268400   1
  25980.0000     -5.297162  -1
  25993.0000      5.255823   1
  26007.0000     -5.193275  -1
  26020.0000      5.147694   1
  26034.0000     -5.043180  -1
  26047.0000      5.017277   1
  26061.0000     -4.973458  -1
  26074.0000      4.982712   1
  26089.0000     -5.042623  -1
  26102.0000      5.108644   1
  26116.0000     -5.192516  -1
  26129.0000      5.244262   1
  26143.0000     -5.282872  -1
  26156.0000      5.286118   1
  26170.0000     -5.233419  -1
  26183.0000      5.190429   1
  26198.0000     -5.107851  -1
  26211.0000      5.046538   1
  26225.0000     -4.993772  -1
  26238.0000      4.999432   1
  26252.0000     -4.996495  -1
  26265.0000      5.063429   1
  26279.0000     -5.127967  -1
  26292.0000      5.183796   1
  26306.0000     -5.261445  -1
  26320.0000      5.259842   1
  26333.0000     -5.255879  -1
  26347.0000      5.226568   1
  26361.0000     -5.147231  -1
  26374.0000      5.096112   1
  26388.0000     -5.020681  -1
  26401.0000      4.986470   1
  26415.0000     -4.990269  -1
  26429.0000      5.014425   1
  26442.0000     -5.085872  -1
  26456.0000      5.164004   1
  26469.0000     -5.220782  -1
  26483.0000      5.266892   1
  26496.0000     -5.270001  -1
  26510.0000      5.248738   1
  26524.0000     -5.211791  -1
  26538.0000      5.127246   1
  26551.0000     -5.089456  -1
  26565.0000      5.027047   1
  26578.0000     -4.995544  -1
  26592.0000      5.009413   1
  26605.0000     -5.030546  -1
  26619.0000      5.098156   1
  26632.0000     -5.168609  -1
  26647.0000      5.224860   1
  26659.0000     -5.272021  -1
  26674.0000      5.291078   1
  26687.0000     -5.255053  -1
  26701.0000      5.202269   1
  26714.0000     -5.137545  -1
  26728.0000      5.056952   1
  26741.0000     -5.013426  -1
  26755.0000      4.983188   1
  26768.0000     -5.010040  -1
  26783.0000      5.060957   1
  26795.0000     -5.120119  -1
  26810.0000      5.217249   1
  26823.0000     -5.229710  -1
  26837.0000      5.287646   1
  26850.0000     -5.287265  -1
  26864.0000      5.223366   1
  26877.0000     -5.207811  -1
  26892.0000      5.109753   1
  26904.0000     -5.053883  -1
  26919.0000      5.010454   1
  26932.0000     -4.979632  -1
  26946.0000      5.026154   1
  26959.0000     -5.056676  -1
  26973.0000      5.149356   1
  26986.0000     -5.207023  -1
  27000.0000      5.249389   1
  27013.0000     -5.301026  -1
  27028.0000      5.282373   1
  27040.0000     -5.237854  -1
  27055.0000      5.167996   1
  27068.0000     -5.089800  -1
  27082.0000      5.030732   1
  27095.0000     -5.008167  -1
  27109.0000      5.002332   1
  27122.0000     -5.041534  -1
  27136.0000      5.096102   1
  27149.0000     -5.159960  -1
  27164.0000      5.216861   1
  27176.0000     -5.243980  -1
  27191.0000      5.287984   1
  27204.0000     -5.258092  -1
  27218.0000      5.214712   1
  27231.0000     -5.165319  -1
  27245.0000      5.072282   1
  27258.0000     -5.028663  -1
  27272.0000      4.981974   1
  27286.0000     -4.970421  -1
  27299.0000      5.016418   1
  27313.0000     -5.090813  -1
  27327.0000      5.149899   1
  27340.0000     -5.234182  -1
  27354.0000      5.276794   1
  27367.0000     -5.282065  -1
  27381.0000      5.252542   1
  27394.0000     -5.177994  -1
  27408.0000      5.102507   1
  27422.0000     -5.045898  -1
  27435.0000      4.973045   1
  27449.0000     -4.998456  -1
  27463.0000      4.978722   1
  27476.0000     -5.061631  -1
  27490.0000      5.111462   1
  27503.0000     -5.165668  -1
  27517.0000      5.250598   1
  27531.0000     -5.268492  -1
  27544.0000      5.272570   1
  27558.0000     -5.237178  -1
  27571.0000      5.158478   1
  27585.0000     -5.111621  -1
  27599.0000      5.030533   1
  27612.0000     -4.990261  -1
  27626.0000      4.979592   1
  27640.0000     -5.004543  -1
  27653.0000      5.053779   1
  27667.0000     -5.146366  -1
  27680.0000      5.201133   1
  27694.0000     -5.260542  -1
  27707.0000      5.289217   1
  27721.0000     -5.248264  -1
  27734.0000      5.218652   1
  27749.0000     -5.147871  -1
  27762.0000      5.086747   1
  27776.0000     -5.029217  -1
  27789.0000      4.993862   1
  27803.0000     -5.010396  -1
  27816.0000      5.035650   1
  27830.0000     -5.103762  -1
  27843.0000      5.175685   1
  27858.0000     -5.232127  -1
  27870.0000      5.280454   1
  27885.0000     -5.293692  -1
  27898.0000      5.242751   1
  27912.0000     -5.212895  -1
  27925.0000      5.155255   1
  27939.0000     -5.073775  -1
  27952.0000      5.037025   1
  27966.0000     -4.987943  -1
  27979.0000      5.007073   1
  27994.0000     -5.032522  -1
  28006.0000      5.095797   1
  28021.0000     -5.190285  -1
  28033.0000      5.216107   1
  28048.0000     -5.289161  -1
  28061.0000      5.287507   1
  28075.0000     -5.241305  -1
  28088.0000      5.223701   1
  28103.0000     -5.115369  -1
  28115.0000      5.061634   1
  28130.0000     -5.000269  -1
  28143.0000      4.971709   1
  28157.0000     -5.015945  -1
  28170.0000      5.058888   1
  28184.0000     -5.149776  -1
  28197.0000      5.208564   1
  28211.0000     -5.258515  -1
  28224.0000      5.292218   1
  28239.0000     -5.266400  -1
  28251.0000      5.231005   1
  28266.0000     -5.171472  -1
  28279.0000      5.098302   1
  28293.0000     -5.042301  -1
  28306.0000      5.016289   1
  28320.0000     -4.996985  -1
  28333.0000      5.024721   1
  28347.0000     -5.073641  -1
  28360.0000      5.122157   1
  28374.0000     -5.196805  -1
  28388.0000      5.227513   1
  28402.0000     -5.272896  -1
  28415.0000      5.269170   1
  28429.0000     -5.230937  -1
  28442.0000      5.175026   1
  28456.0000     -5.085457  -1
  28469.0000      5.021773   1
  28483.0000     -4.982960  -1
  28497.0000      4.972591   1
  28510.0000     -5.022830  -1
  28524.0000      5.099277   1
  28537.0000     -5.155967  -1
  28551.0000      5.235952   1
  28565.0000     -5.259023  -1
  28578.0000      5.266339   1
  28592.0000     -5.253481  -1
  28606.0000      5.165042   1
  28619.0000     -5.126090  -1
  28633.0000      5.062028   1
  28646.0000     -5.002464  -1
  28660.0000      5.003784   1
  28673.0000     -4.989035  -1
  28687.0000      5.043589   1
  28700.0000     -5.087592  -1
  28715.0000      5.155196   1
  28728.0000     -5.217414  -1
  28742.0000      5.275224   1
  28755.0000     -5.284132  -1
  28769.0000      5.256293   1
  28782.0000     -5.201476  -1
  28796.0000      5.123565   1
  28809.0000     -5.041113  -1
  28823.0000      4.985452   1
  28837.0000     -4.962518  -1
  28851.0000      5.005384   1
  28864.0000     -5.039597  -1
  28878.0000      5.152913   1
  28891.0000     -5.198170  -1
  28905.0000      5.264146   1
  28918.0000     -5.294992  -1
  28933.0000      5.249549   1
  28945.0000     -5.236875  -1
  28960.0000      5.159023   1
  28973.0000     -5.082438  -1
  28987.0000      5.041525   1
  29000.0000     -5.001872  -1
  29014.0000      5.012103   1
  29027.0000     -5.029865  -1
  29041.0000      5.090479   1
  29054.0000     -5.153791  -1
  29069.0000      5.207539   1
  29081.0000     -5.271155  -1
  29096.0000      5.297079   1
  29108.0000     -5.269950  -1
  29123.0000      5.236314   1
  29136.0000     -5.173931  -1
  29150.0000      5.090067   1
  29163.0000     -5.048542  -1
  29177.0000      4.986736   1
  29190.0000     -4.999822  -1
  29204.0000      5.012543   1
  29217.0000     -5.086437  -1
  29232.0000      5.179820   1
  29244.0000     -5.211703  -1
  29259.0000      5.291580   1
  29272.0000     -5.283929  -1
  29286.0000      5.245887   1
  29299.0000     -5.217132  -1
  29314.0000      5.104616   1
  29326.0000     -5.062777  -1
  29341.0000      4.996185   1
  29354.0000     -4.975248  -1
  29368.0000      5.001906   1
  29381.0000     -5.052089  -1
  29395.0000      5.121897   1
  29408.0000     -5.187356  -1
  29422.0000      5.247342   1
  29435.0000     -5.276321  -1
  29449.0000      5.260367   1
  29462.0000     -5.236529  -1
  29477.0000      5.185540   1
  29490.0000     -5.118785  -1
  29504.0000      5.051037   1
  29517.0000     -5.018944  -1
  29531.0000      4.982310   1
  29544.0000     -5.007227  -1
  29558.0000      5.055305   1
  29571.0000     -5.099096  -1
  29585.0000      5.202012   1
  29599.0000     -5.243223  -1
  29612.0000      5.266174   1
  29626.0000     -5.271779  -1
  29640.0000      5.217865   1
  29653.0000     -5.163491  -1
  29667.0000      5.084586   1
  29680.0000     -5.011427  -1
  29694.0000      4.991141   1
  29708.0000     -4.984343  -1
  29721.0000      5.025562   1
  29735.0000     -5.095779  -1
  29748.0000      5.151471   1
  29762.0000     -5.218697  -1
  29775.0000      5.249502   1
  29789.0000     -5.253569  -1
  29803.0000      5.256266   1
  29817.0000     -5.201643  -1
  29830.0000      5.161133   1
  29844.0000     -5.089108  -1
  29857.0000      5.027930   1
  29871.0000     -5.004167  -1
  29884.0000      4.988966   1
  29898.0000     -5.027969  -1
  29911.0000      5.085730   1
  29926.0000     -5.161747  -1
  29938.0000      5.221069   1
  29953.0000     -5.288031  -1
  29966.0000      5.281372   1
  29980.0000     -5.257694  -1
  29993.0000      5.210680   1
  30007.0000     -5.114739  -1
  30020.0000      5.058292   1
  30034.0000     -4.983130  -1
  30047.0000      4.978757   1
  30062.0000     -5.011875  -1
  30074.0000      5.037019   1
  30089.0000     -5.146819  -1
  30102.0000      5.179280   1
  30116.0000     -5.256684  -1
  30129.0000      5.285916   1
  30144.0000     -5.260863  -1
  30156.0000      5.262592   1
  30171.0000     -5.188477  -1
  30183.0000      5.116219   1
  30198.0000     -5.061417  -1
  30211.0000      5.007883   1
  30225.0000     -5.003726  -1
  30238.0000      5.014789   1
  30252.0000     -5.073246  -1
  30265.0000      5.135821   1
  30279.0000     -5.191150  -1
  30292.0000      5.267883   1
  30307.0000     -5.297143  -1
  30319.0000      5.276338   1
  30334.0000     -5.237523  -1
  30347.0000      5.166756   1
  30361.0000     -5.086654  -1
  30374.0000      5.045106   1
  30388.0000     -4.989898  -1
  30401.0000      5.001197   1
  30415.0000     -5.024656  -1
  30428.0000      5.077947   1
  30443.0000     -5.153274  -1
  30456.0000      5.198959   1
  30470.0000     -5.276105  -1
  30483.0000      5.278764   1
  30497.0000     -5.261775  -1
  30510.0000      5.228211   1
  30524.0000     -5.132535  -1
  30537.0000      5.082038   1
  30551.0000     -4.997540  -1
  30565.0000      4.977649   1
  30579.0000     -4.971750  -1
  30592.0000      5.034952   1
  30606.0000     -5.079941  -1
  30619.0000      5.168224   1
  30633.0000     -5.232687  -1
  30646.0000      5.265147   1
  30660.0000     -5.280239  -1
  30673.0000      5.223512   1
  30687.0000     -5.169493  -1
  30701.0000      5.120144   1
  30715.0000     -5.033940  -1
  30728.0000      5.013840   1
  30742.0000     -4.970351  -1
  30755.0000      5.003900   1
  30769.0000     -5.047531  -1
  30783.0000      5.103677   1
  30796.0000     -5.195183  -1
  30810.0000      5.248506   1
  30823.0000     -5.276957  -1
  30837.0000      5.273163   1
  30850.0000     -5.214825  -1
  30864.0000      5.173180   1
  30878.0000     -5.102174  -1
  30891.0000      5.021979   1
  30905.0000     -5.001134  -1
  30919.0000      4.986369   1
  30932.0000     -5.008473  -1
  30946.0000      5.076872   1
  30959.0000     -5.129582  -1
  30973.0000      5.203065   1
  30986.0000     -5.258500  -1
  31001.0000      5.256054   1
  31013.0000     -5.260575  -1
  31028.0000      5.224339   1
  31041.0000     -5.165672  -1
  31055.0000      5.093374   1
  31068.0000     -5.032662  -1
  31082.0000      5.001944   1
  31095.0000     -4.997655  -1
  31109.0000      5.032808   1
  31122.0000     -5.098556  -1
  31137.0000      5.170785   1
  31149.0000     -5.232147  -1
  31164.0000      5.288815   1
  31177.0000     -5.265773  -1
  31191.0000      5.261915   1
  31204.0000     -5.223189  -1
  31218.0000      5.130389   1
  31231.0000     -5.091249  -1
  31245.0000      4.998140   1
  31258.0000     -4.994490  -1
  31273.0000      4.998491   1
  31285.0000     -5.020705  -1
  31300.0000      5.117699   1
  31313.0000     -5.150340  -1
  31327.0000      5.248146   1
  31340.0000     -5.277773  -1
  31355.0000      5.266688   1
  31367.0000     -5.277566  -1
  31382.0000      5.199333   1
  31394.0000     -5.132107  -1
  31409.0000      5.058154   1
  31422.0000     -5.000817  -1
  31436.0000      4.995203   1
  31449.0000     -5.014582  -1
  31463.0000      5.074750   1
  31476.0000     -5.139068  -1
  31490.0000      5.203695   1
  31503.0000     -5.261306  -1
  31518.0000      5.279522   1
  31530.0000     -5.263608  -1
  31545.0000      5.237532   1
  31558.0000     -5.171358  -1
  31572.0000      5.103353   1
  31585.0000     -5.058862  -1
  31599.0000      5.001152   1
  31612.0000     -4.997327  -1
  31626.0000      5.014871   1
  31639.0000     -5.043135  -1
  31653.0000      5.123368   1
  31667.0000     -5.185320  -1
  31681.0000      5.247738   1
  31694.0000     -5.280232  -1
  31708.0000      5.274979   1
  31721.0000     -5.237326  -1
  31735.0000      5.157136   1
  31748.0000     -5.080459  -1
  31762.0000      5.010181   1
  31776.0000     -4.977864  -1
  31789.0000      4.974019   1
  31803.0000     -5.037768  -1
  31816.0000      5.072968   1
  31830.0000     -5.169482  -1
  31844.0000      5.218545   1
  31857.0000     -5.250048  -1
  31871.0000      5.280809   1
  31885.0000     -5.228954  -1
  31898.0000      5.193090   1
  31912.0000     -5.132391  -1
  31925.0000      5.043740   1
  31939.0000     -5.023952  -1
  31952.0000      4.963655   1
  31966.0000     -4.995722  -1
  31980.0000      5.016743   1
  31994.0000     -5.091541  -1
  32007.0000      5.159110   1
  32021.0000     -5.241656  -1
  32034.0000      5.275083   1
  32048.0000     -5.281887  -1
  32061.0000      5.256251   1
  32075.0000     -5.185350  -1
  32088.0000      5.105635   1
  32103.0000     -5.025161  -1
  32116.0000      4.995544   1
  32130.0000     -4.987401  -1
  32143.0000      4.998778   1
  32157.0000     -5.079270  -1
  32170.0000      5.129328   1
  32184.0000     -5.208475  -1
  32197.0000      5.267565   1
  32212.0000     -5.272359  -1
  32224.0000      5.278582   1
  32239.0000     -5.231562  -1
  32252.0000      5.158672   1
  32266.0000     -5.102903  -1
  32279.0000      5.045902   1
  32293.0000     -5.010554  -1
  32306.0000      5.005668   1
  32320.0000     -5.028083  -1
  32333.0000      5.084632   1
  32348.0000     -5.142490  -1
  32360.0000      5.214761   1
  32375.0000     -5.278840  -1
  32387.0000      5.274421   1
  32402.0000     -5.279192  -1
  32415.0000      5.239629   1
  32429.0000     -5.153423  -1
  32442.0000      5.114014   1
  32456.0000     -5.006942  -1
  32469.0000      4.996724   1
  32484.0000     -4.980770  -1
  32496.0000      5.009847   1
  32511.0000     -5.104641  -1
  32524.0000      5.150172   1
  32538.0000     -5.251668  -1
  32551.0000      5.278210   1
  32565.0000     -5.273844  -1
  32578.0000      5.271477   1
  32593.0000     -5.187698  -1
  32605.0000      5.129353   1
  32620.0000     -5.055984  -1
  32633.0000      5.004879   1
  32647.0000     -4.992905  -1
  32660.0000      5.014701   1
  32674.0000     -5.057621  -1
  32687.0000      5.119700   1
  32701.0000     -5.187988  -1
  32714.0000      5.235011   1
  32728.0000     -5.256995  -1
  32741.0000      5.254394   1
  32756.0000     -5.246612  -1
  32769.0000      5.192572   1
  32783.0000     -5.124571  -1
  32796.0000      5.071258   1
  32810.0000     -5.003278  -1
  32823.0000      4.985878   1
  32837.0000     -5.002840  -1
  32851.0000      5.026648   1
  32864.0000     -5.125826  -1
  32878.0000      5.196261   1
  32891.0000     -5.240528  -1
  32905.0000      5.284256   1
  32919.0000     -5.265085  -1
  32932.0000      5.224697   1
  32946.0000     -5.159532  -1
  32959.0000      5.063488   1
  32973.0000     -5.024265  -1
  32987.0000      4.989737   1
  33000.0000     -4.989106  -1
  33014.0000      5.039192   1
  33027.0000     -5.077410  -1
  33041.0000      5.152268   1
  33054.0000     -5.199442  -1
  33068.0000      5.227115   1
  33082.0000     -5.270973  -1
  33096.0000      5.255212   1
  33109.0000     -5.227169  -1
  33123.0000      5.162097   1
  33136.0000     -5.086312  -1
  33150.0000      5.035164   1
  33163.0000     -4.981274  -1
  33177.0000      4.984997   1
  33190.0000     -5.012271  -1
  33205.0000      5.090403   1
  33217.0000     -5.144010  -1
  33232.0000      5.250376   1
  33245.0000     -5.272801  -1
  33259.0000      5.285550   1
  33272.0000     -5.269195  -1
  33286.0000      5.176110   1
  33299.0000     -5.126461  -1
  33314.0000      5.037064   1
  33327.0000     -4.988566  -1
  33341.0000      4.996493   1
  33354.0000     -4.998552  -1
  33368.0000      5.079155   1
  33381.0000     -5.119174  -1
  33395.0000      5.201218   1
  33408.0000     -5.254884  -1
  33423.0000      5.271064   1
  33435.0000     -5.292509  -1
  33450.0000      5.253526   1
  33462.0000     -5.184690  -1
  33477.0000      5.130467   1
  33490.0000     -5.065310  -1
  33504.0000      5.017509   1
  33517.0000     -5.003989  -1
  33531.0000      5.016260   1
  33544.0000     -5.067323  -1
  33558.0000      5.116145   1
  33571.0000     -5.205690  -1
  33586.0000      5.274901   1
  33598.0000     -5.279021  -1
  33613.0000      5.285528   1
  33626.0000     -5.236659  -1
  33640.0000      5.155146   1
  33653.0000     -5.110642  -1
  33667.0000      5.011336   1
  33680.0000     -4.997535  -1
  33694.0000      4.975618   1
  33707.0000     -5.005746  -1
  33722.0000      5.086693   1
  33735.0000     -5.148269  -1
  33749.0000      5.234965   1
  33762.0000     -5.268828  -1
  33776.0000      5.282831   1
  33789.0000     -5.272973  -1
  33803.0000      5.192435   1
  33816.0000     -5.148449  -1
  33831.0000      5.070103   1
  33844.0000     -5.019235  -1
  33858.0000      4.983933   1
  33871.0000     -5.005614  -1
  33885.0000      5.024990   1
  33898.0000     -5.096254  -1
  33912.0000      5.167532   1
  33925.0000     -5.215452  -1
  33939.0000      5.273389   1
  33953.0000     -5.253929  -1
  33967.0000      5.232185   1
  33980.0000     -5.198048  -1
  33994.0000      5.115281   1
  34007.0000     -5.064321  -1
  34021.0000      4.997062   1
  34034.0000     -4.979346  -1
  34048.0000      5.003108   1
  34062.0000     -5.044498  -1
  34075.0000      5.127111   1
  34089.0000     -5.202063  -1
  34102.0000      5.249845   1
  34116.0000     -5.279381  -1
  34129.0000      5.251758   1
  34143.0000     -5.225208  -1
  34157.0000      5.177840   1
  34171.0000     -5.081399  -1
  34184.0000      5.051819   1
  34198.0000     -5.005940  -1
  34211.0000      4.992384   1
  34225.0000     -5.026937  -1
  34238.0000      5.061489   1
  34252.0000     -5.131777  -1
  34265.0000      5.200245   1
  34280.0000     -5.242293  -1
  34292.0000      5.269587   1
  34307.0000     -5.277484  -1
  34320.0000      5.236966   1
  34334.0000     -5.170052  -1
  34347.0000      5.099862   1
  34361.0000     -5.031596  -1
  34374.0000      4.994688   1
  34388.0000     -4.987154  -1
  34401.0000      5.030233   1
  34416.0000     -5.101910  -1
  34428.0000      5.160790   1
  34443.0000     -5.253380  -1
  34456.0000      5.259299   1
  34470.0000     -5.286381  -1
  34483.0000      5.275524   1
  34497.0000     -5.187696  -1
  34510.0000      5.162084   1
  34525.0000     -5.066816  -1
  34537.0000      5.018135   1
  34552.0000     -5.000980  -1
  34565.0000      4.987807   1
  34579.0000     -5.056851  -1
  34592.0000      5.092999   1
  34606.0000     -5.185686  -1
  34619.0000      5.239438   1
  34634.0000     -5.266217  -1
  34646.0000      5.302689   1
  34661.0000     -5.266635  -1
  34673.0000      5.206539   1
  34688.0000     -5.135621  -1
  34701.0000      5.062864   1
  34715.0000     -5.013013  -1
  34728.0000      5.002892   1
  34742.0000     -5.018621  -1
  34755.0000      5.070815   1
  34769.0000     -5.132102  -1
  34782.0000      5.202773   1
  34797.0000     -5.259417  -1
  34809.0000      5.264431   1
  34824.0000     -5.283428  -1
  34837.0000      5.237654   1
  34851.0000     -5.173448  -1
  34864.0000      5.125199   1
  34878.0000     -5.035822  -1
  34891.0000      5.006732   1
  34905.0000     -4.983130  -1
  34919.0000      4.990342   1
  34932.0000     -5.049192  -1
  34946.0000      5.129499   1
  34960.0000     -5.197558  -1
  34973.0000      5.259526   1
  34987.0000     -5.288114  -1
  35000.0000      5.277214   1
  35014.0000     -5.224695  -1
  35027.0000      5.150802   1
  35041.0000     -5.065707  -1
  35055.0000      5.022539   1
  35069.0000     -4.962635  -1
  35082.0000      5.004292   1
  35096.0000     -5.006023  -1
  35109.0000      5.095580   1
  35123.0000     -5.158481  -1
  35136.0000      5.202612   1
  35150.0000     -5.276219  -1
  35164.0000      5.267532   1
  35177.0000     -5.249359  -1
  35191.0000      5.205429   1
  35205.0000     -5.110594  -1
  35218.0000      5.074467   1
  35232.0000     -5.003708  -1
  35245.0000      4.980813   1
  35259.0000     -4.991514  -1
  35273.0000      5.036631   1
  35286.0000     -5.097008  -1
  35300.0000      5.186461   1
  35313.0000     -5.237104  -1
  35327.0000      5.275949   1
  35340.0000     -5.284674  -1
  35354.0000      5.232988   1
  35368.0000     -5.184626  -1
  35382.0000      5.111381   1
  35395.0000     -5.059577  -1
  35409.0000      5.011475   1
  35422.0000     -4.990215  -1
  35436.0000      5.025869   1
  35449.0000     -5.063507  -1
  35463.0000      5.136626   1
  35476.0000     -5.212470  -1
  35491.0000      5.259691   1
  35503.0000     -5.289072  -1
  35518.0000      5.283643   1
  35531.0000     -5.228174  -1
  35545.0000      5.175166   1
  35558.0000     -5.114394  -1
  35572.0000      5.042130   1
  35585.0000     -5.014715  -1
  35599.0000      4.991523   1
  35612.0000     -5.028904  -1
  35627.0000      5.078447   1
  35639.0000     -5.141770  -1
  35654.0000      5.233216   1
  35666.0000     -5.244373  -1
  35681.0000      5.293703   1
  35694.0000     -5.284143  -1
  35708.0000      5.212443   1
  35721.0000     -5.191179  -1
  35736.0000      5.082918   1
  35748.0000     -5.033320  -1
  35763.0000      4.992415   1
  35776.0000     -4.977967  -1
  35790.0000      5.042799   1
  35803.0000     -5.090114  -1
  35817.0000      5.187516   1
  35830.0000     -5.241568  -1
  35844.0000      5.270311   1
  35857.0000     -5.298547  -1
  35872.0000      5.255604   1
  35884.0000     -5.199765  -1
  35899.0000      5.133167   1
  35912.0000     -5.064797  -1
  35926.0000      5.017809   1
  35939.0000     -5.008304  -1
  35953.0000      5.014079   1
  35966.0000     -5.057030  -1
  35980.0000      5.118013   1
  35993.0000     -5.170123  -1
  36007.0000      5.223128   1
  36021.0000     -5.243516  -1
  36035.0000      5.280739   1
  36048.0000     -5.252827  -1
  36062.0000      5.199829   1
  36075.0000     -5.142970  -1
  36089.0000      5.054123   1
  36102.0000     -5.004002  -1
  36116.0000      4.981300   1
  36130.0000     -4.987252  -1
  36143.0000      5.049821   1
  36157.0000     -5.132157  -1
  36170.0000      5.182900   1
  36184.0000     -5.261170  -1
  36198.0000      5.279201   1
  36211.0000     -5.263528  -1
  36225.0000      5.229489   1
  36239.0000     -5.127812  -1
  36252.0000      5.082755   1
  36266.0000     -5.030795  -1
  36279.0000      4.982911   1
  36293.0000     -5.007892  -1
  36306.0000      5.011688   1
  36320.0000     -5.080669  -1
  36333.0000      5.127669   1
  36348.0000     -5.191978  -1
  36361.0000      5.253895   1
  36375.0000     -5.278386  -1
  36388.0000      5.272768   1
  36402.0000     -5.228376  -1
  36415.0000      5.156535   1
  36429.0000     -5.091091  -1
  36442.0000      5.007069   1
  36456.0000     -4.976057  -1
  36470.0000      4.970147   1
  36484.0000     -5.029819  -1
  36497.0000      5.073270   1
  36511.0000     -5.186439  -1
  36524.0000      5.231322   1
  36538.0000     -5.277586  -1
  36551.0000      5.297369   1
  36566.0000     -5.229834  -1
  36578.0000      5.199345   1
  36593.0000     -5.118800  -1
  36606.0000      5.051106   1
  36620.0000     -5.017175  -1
  36633.0000      4.993764   1
  36647.0000     -5.028073  -1
  36660.0000      5.060756   1
  36674.0000     -5.129784  -1
  36687.0000      5.198355   1
  36702.0000     -5.246061  -1
  36714.0000      5.288188   1
  36729.0000     -5.291321  -1
  36741.0000      5.239166   1
  36756.0000     -5.200003  -1
  36769.0000      5.138375   1
  36783.0000     -5.058930  -1
  36796.0000      5.026321   1
  36810.0000     -4.986795  -1
  36823.0000      5.014606   1
  36838.0000     -5.047250  -1
  36850.0000      5.123573   1
  36865.0000     -5.219144  -1
  36877.0000      5.239624   1
  36892.0000     -5.298356  -1
  36905.0000      5.281276   1
  36919.0000     -5.216919  -1
  36932.0000      5.185899   1
  36947.0000     -5.069570  -1
  36959.0000      5.029190   1
  36974.0000     -4.981810  -1
  36987.0000      4.979054   1
  37001.0000     -5.030096  -1
  37014.0000      5.088117   1
  37028.0000     -5.170112  -1
  37041.0000      5.226631   1
  37055.0000     -5.268690  -1
  37068.0000      5.285303   1
  37083.0000     -5.243984  -1
  37095.0000      5.206378   1
  37110.0000     -5.148702  -1
  37123.0000      5.083272   1
  37137.0000     -5.024392  -1
  37150.0000      5.007307   1
  37164.0000     -4.992962  -1
  37177.0000      5.030749   1
  37191.0000     -5.092157  -1
  37204.0000      5.137370   1
  37218.0000     -5.227780  -1
  37232.0000      5.253876   1
  37246.0000     -5.261372  -1
  37259.0000      5.256373   1
  37273.0000     -5.193316  -1
  37286.0000      5.131365   1
  37300.0000     -5.049699  -1
  37313.0000      4.988234   1
  37327.0000     -4.983169  -1
  37341.0000      4.998117   1
  37354.0000     -5.055121  -1
  37368.0000      5.134566   1
  37381.0000     -5.189850  -1
  37395.0000      5.247840   1
  37408.0000     -5.252707  -1
  37422.0000      5.248305   1
  37436.0000     -5.236832  -1
  37450.0000      5.159956   1
  37463.0000     -5.116135  -1
  37477.0000      5.052672   1
  37490.0000     -5.002959  -1
  37504.0000      5.002153   1
  37517.0000     -5.003883  -1
  37531.0000      5.055333   1
