# 月行九道 — Ecliptic latitude β envelope (local extrema)
# DE440 1900–2100, 1-day steps
#
# day         beta(deg)    type
# ----------  -----------  ----  (1=max, -1=min)
  12319.0000     -5.196019  -1
  12332.0000      5.107024   1
  12346.0000     -5.042481  -1
  12360.0000      4.997287   1
  12374.0000     -4.982080  -1
  12387.0000      5.002159   1
  12401.0000     -5.084065  -1
  12414.0000      5.133595   1
  12428.0000     -5.223055  -1
  12441.0000      5.274026   1
  12455.0000     -5.265002  -1
  12468.0000      5.284058   1
  12483.0000     -5.224399  -1
  12496.0000      5.153192   1
  12510.0000     -5.097529  -1
  12523.0000      5.039847   1
  12537.0000     -5.014819  -1
  12550.0000      5.009789   1
  12564.0000     -5.047037  -1
  12577.0000      5.100334   1
  12592.0000     -5.150534  -1
  12604.0000      5.232636   1
  12619.0000     -5.285939  -1
  12631.0000      5.286064   1
  12646.0000     -5.282295  -1
  12659.0000      5.233020   1
  12673.0000     -5.159286  -1
  12686.0000      5.113288   1
  12700.0000     -5.019920  -1
  12713.0000      5.007833   1
  12728.0000     -4.981242  -1
  12740.0000      5.028849   1
  12755.0000     -5.110447  -1
  12767.0000      5.151736   1
  12782.0000     -5.260811  -1
  12795.0000      5.277501   1
  12809.0000     -5.283974  -1
  12822.0000      5.276214   1
  12837.0000     -5.184648  -1
  12849.0000      5.137706   1
  12864.0000     -5.050953  -1
  12877.0000      4.993051   1
  12891.0000     -4.995108  -1
  12904.0000      5.016317   1
  12918.0000     -5.072182  -1
  12931.0000      5.134523   1
  12945.0000     -5.205558  -1
  12958.0000      5.254308   1
  12972.0000     -5.264916  -1
  12985.0000      5.272178   1
  13000.0000     -5.243854  -1
  13013.0000      5.177849   1
  13027.0000     -5.121394  -1
  13040.0000      5.069188   1
  13054.0000     -5.007353  -1
  13067.0000      4.999888   1
  13081.0000     -5.011389  -1
  13094.0000      5.042647   1
  13108.0000     -5.132991  -1
  13122.0000      5.186857   1
  13135.0000     -5.244512  -1
  13149.0000      5.284017   1
  13163.0000     -5.268733  -1
  13176.0000      5.233026   1
  13190.0000     -5.157979  -1
  13203.0000      5.077913   1
  13217.0000     -5.020901  -1
  13231.0000      4.975130   1
  13244.0000     -4.992192  -1
  13258.0000      5.042633   1
  13271.0000     -5.089188  -1
  13285.0000      5.170063   1
  13298.0000     -5.210103  -1
  13312.0000      5.249595   1
  13326.0000     -5.272438  -1
  13340.0000      5.235874   1
  13353.0000     -5.217934  -1
  13367.0000      5.148231   1
  13380.0000     -5.078750  -1
  13394.0000      5.035079   1
  13407.0000     -4.983673  -1
  13421.0000      4.999059   1
  13434.0000     -5.019653  -1
  13449.0000      5.078891   1
  13461.0000     -5.149176  -1
  13476.0000      5.246455   1
  13489.0000     -5.270910  -1
  13503.0000      5.290153   1
  13516.0000     -5.266552  -1
  13530.0000      5.186400   1
  13543.0000     -5.122919  -1
  13557.0000      5.026157   1
  13570.0000     -4.983968  -1
  13585.0000      4.985780   1
  13598.0000     -4.993209  -1
  13612.0000      5.084146   1
  13625.0000     -5.122016  -1
  13639.0000      5.214895   1
  13652.0000     -5.259159  -1
  13667.0000      5.261124   1
  13679.0000     -5.289704  -1
  13694.0000      5.238823   1
  13706.0000     -5.177603  -1
  13721.0000      5.118652   1
  13734.0000     -5.051763  -1
  13748.0000      5.016851   1
  13761.0000     -5.001744  -1
  13775.0000      5.025321   1
  13788.0000     -5.071976  -1
  13802.0000      5.126351   1
  13815.0000     -5.211219  -1
  13830.0000      5.272710   1
  13842.0000     -5.287322  -1
  13857.0000      5.285614   1
  13870.0000     -5.226813  -1
  13884.0000      5.156880   1
  13897.0000     -5.106002  -1
  13911.0000      5.012812   1
  13924.0000     -5.000142  -1
  13938.0000      4.980003   1
  13951.0000     -5.021509  -1
  13966.0000      5.090865   1
  13979.0000     -5.141286  -1
  13993.0000      5.242917   1
  14006.0000     -5.265338  -1
  14020.0000      5.282275   1
  14033.0000     -5.268169  -1
  14047.0000      5.183626   1
  14060.0000     -5.146309  -1
  14075.0000      5.055429   1
  14088.0000     -4.998934  -1
  14102.0000      4.979552   1
  14115.0000     -5.001306  -1
  14129.0000      5.029656   1
  14142.0000     -5.102503  -1
  14156.0000      5.171440   1
  14169.0000     -5.226742  -1
  14183.0000      5.271170   1
  14196.0000     -5.256438  -1
  14211.0000      5.228275   1
  14224.0000     -5.183261  -1
  14238.0000      5.109741   1
  14251.0000     -5.059773  -1
  14265.0000      4.990257   1
  14278.0000     -4.985384  -1
  14292.0000      4.999186   1
  14305.0000     -5.026636  -1
  14319.0000      5.129335   1
  14333.0000     -5.195458  -1
  14346.0000      5.251134   1
  14360.0000     -5.277863  -1
  14373.0000      5.242285   1
  14387.0000     -5.223902  -1
  14401.0000      5.160983   1
  14414.0000     -5.076971  -1
  14428.0000      5.036589   1
  14442.0000     -4.985908  -1
  14455.0000      4.988222   1
  14469.0000     -5.025507  -1
  14482.0000      5.064218   1
  14496.0000     -5.140599  -1
  14509.0000      5.199639   1
  14523.0000     -5.228409  -1
  14536.0000      5.262373   1
  14551.0000     -5.258624  -1
  14564.0000      5.226353   1
  14578.0000     -5.160223  -1
  14591.0000      5.090356   1
  14605.0000     -5.028777  -1
  14618.0000      4.987178   1
  14632.0000     -4.990788  -1
  14645.0000      5.026972   1
  14660.0000     -5.088029  -1
  14672.0000      5.163717   1
  14687.0000     -5.250355  -1
  14700.0000      5.251820   1
  14714.0000     -5.284637  -1
  14727.0000      5.262036   1
  14741.0000     -5.183446  -1
  14754.0000      5.144308   1
  14769.0000     -5.037003  -1
  14781.0000      5.009918   1
  14796.0000     -4.986793  -1
  14808.0000      4.978637   1
  14823.0000     -5.057975  -1
  14836.0000      5.087764   1
  14850.0000     -5.190476  -1
  14863.0000      5.233110   1
  14877.0000     -5.258380  -1
  14890.0000      5.294832   1
  14905.0000     -5.252633  -1
  14917.0000      5.204070   1
  14932.0000     -5.126631  -1
  14945.0000      5.047058   1
  14959.0000     -5.007519  -1
  14972.0000      4.992205   1
  14986.0000     -5.016018  -1
  14999.0000      5.066839   1
  15013.0000     -5.133963  -1
  15026.0000      5.207830   1
  15041.0000     -5.257012  -1
  15053.0000      5.275503   1
  15068.0000     -5.276023  -1
  15081.0000      5.216531   1
  15095.0000     -5.159740  -1
  15108.0000      5.107847   1
  15122.0000     -5.024927  -1
  15135.0000      5.004127   1
  15149.0000     -4.983307  -1
  15162.0000      5.000419   1
  15176.0000     -5.056751  -1
  15190.0000      5.119440   1
  15204.0000     -5.199802  -1
  15217.0000      5.251042   1
  15231.0000     -5.281798  -1
  15244.0000      5.271887   1
  15258.0000     -5.214652  -1
  15271.0000      5.155743   1
  15285.0000     -5.059321  -1
  15299.0000      5.000813   1
  15312.0000     -4.955911  -1
  15326.0000      4.993615   1
  15340.0000     -4.998481  -1
  15353.0000      5.096552   1
  15367.0000     -5.154595  -1
  15380.0000      5.216191   1
  15394.0000     -5.272224  -1
  15408.0000      5.243250   1
  15421.0000     -5.237991  -1
  15435.0000      5.184920   1
  15449.0000     -5.091853  -1
  15462.0000      5.061641   1
  15476.0000     -4.986354  -1
  15489.0000      4.984553   1
  15503.0000     -4.985205  -1
  15517.0000      5.021859   1
  15530.0000     -5.098884  -1
  15544.0000      5.181940   1
  15557.0000     -5.235361  -1
  15571.0000      5.273784   1
  15584.0000     -5.273057  -1
  15598.0000      5.234241   1
  15612.0000     -5.168585  -1
  15625.0000      5.086990   1
  15639.0000     -5.046349  -1
  15653.0000      4.993598   1
  15666.0000     -4.980594  -1
  15680.0000      5.018594   1
  15693.0000     -5.055020  -1
  15707.0000      5.139045   1
  15720.0000     -5.206399  -1
  15735.0000      5.239314   1
  15747.0000     -5.284601  -1
  15762.0000      5.268935   1
  15775.0000     -5.212339  -1
  15789.0000      5.161294   1
  15802.0000     -5.095095  -1
  15816.0000      5.033142   1
  15829.0000     -5.002613  -1
  15843.0000      4.995504   1
  15856.0000     -5.031062  -1
  15871.0000      5.073231   1
  15883.0000     -5.152127  -1
  15898.0000      5.233368   1
  15910.0000     -5.251885  -1
  15925.0000      5.290147   1
  15938.0000     -5.268012  -1
  15952.0000      5.208654   1
  15965.0000     -5.177427  -1
  15980.0000      5.061597   1
  15992.0000     -5.031935  -1
  16007.0000      4.980878   1
  16019.0000     -4.972040  -1
  16034.0000      5.037640   1
  16047.0000     -5.075343  -1
  16061.0000      5.186377   1
  16074.0000     -5.231633  -1
  16088.0000      5.271787   1
  16101.0000     -5.295538  -1
  16116.0000      5.245375   1
  16128.0000     -5.201649  -1
  16143.0000      5.119658   1
  16156.0000     -5.041764  -1
  16170.0000      5.007169   1
  16183.0000     -4.997548  -1
  16197.0000      5.014952   1
  16210.0000     -5.063416  -1
  16224.0000      5.127714   1
  16237.0000     -5.187182  -1
  16251.0000      5.228482   1
  16264.0000     -5.256552  -1
  16279.0000      5.273336   1
  16292.0000     -5.231500  -1
  16306.0000      5.187599   1
  16319.0000     -5.131261  -1
  16333.0000      5.047445   1
  16346.0000     -5.009637  -1
  16360.0000      4.981522   1
  16373.0000     -4.977181  -1
  16387.0000      5.051102   1
  16401.0000     -5.118657  -1
  16414.0000      5.181836   1
  16428.0000     -5.257165  -1
  16442.0000      5.276366   1
  16455.0000     -5.269745  -1
  16469.0000      5.223070   1
  16482.0000     -5.139887  -1
  16496.0000      5.073130   1
  16510.0000     -5.008480  -1
  16523.0000      4.977203   1
  16537.0000     -5.003101  -1
  16550.0000      5.016050   1
  16564.0000     -5.094812  -1
  16577.0000      5.137160   1
  16591.0000     -5.196910  -1
  16605.0000      5.254888   1
  16619.0000     -5.261055  -1
  16632.0000      5.262351   1
  16646.0000     -5.213309  -1
  16659.0000      5.142800   1
  16673.0000     -5.086594  -1
  16686.0000      5.002725   1
  16700.0000     -4.987039  -1
  16713.0000      4.966240   1
  16728.0000     -5.015681  -1
  16741.0000      5.069210   1
  16755.0000     -5.181794  -1
  16768.0000      5.226453   1
  16782.0000     -5.282236  -1
  16795.0000      5.292787   1
  16809.0000     -5.235412  -1
  16822.0000      5.195196   1
  16837.0000     -5.097350  -1
  16850.0000      5.037728   1
  16864.0000     -5.003346  -1
  16877.0000      4.983907   1
  16891.0000     -5.029051  -1
  16904.0000      5.060669   1
  16918.0000     -5.144420  -1
  16931.0000      5.204818   1
  16946.0000     -5.240493  -1
  16958.0000      5.291522   1
  16973.0000     -5.282035  -1
  16985.0000      5.236051   1
  17000.0000     -5.189924  -1
  17013.0000      5.121950   1
  17027.0000     -5.057043  -1
  17040.0000      5.021526   1
  17054.0000     -4.996471  -1
  17067.0000      5.022253   1
  17081.0000     -5.051789  -1
  17094.0000      5.135680   1
  17109.0000     -5.219726  -1
  17121.0000      5.253919   1
  17136.0000     -5.301390  -1
  17149.0000      5.272588   1
  17163.0000     -5.222930  -1
  17176.0000      5.184367   1
  17190.0000     -5.062675  -1
  17203.0000      5.035581   1
  17218.0000     -4.973932  -1
  17230.0000      4.975087   1
  17245.0000     -5.033123  -1
  17258.0000      5.085276   1
  17272.0000     -5.182527  -1
  17285.0000      5.231905   1
  17299.0000     -5.277900  -1
  17312.0000      5.291571   1
  17327.0000     -5.237483  -1
  17339.0000      5.212792   1
  17354.0000     -5.137180  -1
  17367.0000      5.063800   1
  17381.0000     -5.019991  -1
  17394.0000      5.005510   1
  17408.0000     -4.999849  -1
  17421.0000      5.045508   1
  17435.0000     -5.103047  -1
  17448.0000      5.160998   1
  17462.0000     -5.234340  -1
  17475.0000      5.240616   1
  17490.0000     -5.263198  -1
  17503.0000      5.249077   1
  17517.0000     -5.194018  -1
  17530.0000      5.135619   1
  17544.0000     -5.049590  -1
  17557.0000      5.003458   1
  17571.0000     -4.984530  -1
  17585.0000      4.984652   1
  17598.0000     -5.062841  -1
  17612.0000      5.137534   1
  17625.0000     -5.201609  -1
  17639.0000      5.260972   1
  17652.0000     -5.257784  -1
  17666.0000      5.263531   1
  17680.0000     -5.231065  -1
  17693.0000      5.140994   1
  17707.0000     -5.106711  -1
  17721.0000      5.037939   1
  17734.0000     -5.002985  -1
  17748.0000      5.007547   1
  17761.0000     -5.015029  -1
  17775.0000      5.076256   1
  17788.0000     -5.131800  -1
  17803.0000      5.179787   1
  17815.0000     -5.241082  -1
  17830.0000      5.284205   1
  17843.0000     -5.276660  -1
  17857.0000      5.236145   1
  17870.0000     -5.173401  -1
  17884.0000      5.093241   1
  17897.0000     -5.025129  -1
  17911.0000      4.985490   1
  17924.0000     -4.985628  -1
  17939.0000      5.031356   1
  17951.0000     -5.086245  -1
  17966.0000      5.196557   1
  17979.0000     -5.222629  -1
  17993.0000      5.287101   1
  18006.0000     -5.295281  -1
  18020.0000      5.236758   1
  18033.0000     -5.221132  -1
  18048.0000      5.126034   1
  18060.0000     -5.064723  -1
  18075.0000      5.024625   1
  18088.0000     -4.990386  -1
  18102.0000      5.024123   1
  18115.0000     -5.045397  -1
  18129.0000      5.126498   1
  18142.0000     -5.182800  -1
  18156.0000      5.227545   1
  18169.0000     -5.292533  -1
  18184.0000      5.296024   1
  18196.0000     -5.266905  -1
  18211.0000      5.211184   1
  18224.0000     -5.132300  -1
  18238.0000      5.063923   1
  18251.0000     -5.024807  -1
  18265.0000      4.995968   1
  18278.0000     -5.022858  -1
  18292.0000      5.064455   1
  18305.0000     -5.139036  -1
  18320.0000      5.213458   1
  18332.0000     -5.250431  -1
  18347.0000      5.300364   1
  18360.0000     -5.270435  -1
  18374.0000      5.231669   1
  18387.0000     -5.188564  -1
  18401.0000      5.084526   1
  18414.0000     -5.049459  -1
  18428.0000      4.983253   1
  18441.0000     -4.971985  -1
  18456.0000      5.005675   1
  18469.0000     -5.072200  -1
  18483.0000      5.143654   1
  18496.0000     -5.214373  -1
  18510.0000      5.269549   1
  18523.0000     -5.288707  -1
  18537.0000      5.266998   1
  18550.0000     -5.224060  -1
  18565.0000      5.143292   1
  18578.0000     -5.079336  -1
  18592.0000      5.013528   1
  18605.0000     -5.004869  -1
  18619.0000      4.981155   1
  18632.0000     -5.039370  -1
  18646.0000      5.092360   1
  18659.0000     -5.152267  -1
  18673.0000      5.241225   1
  18687.0000     -5.258401  -1
  18700.0000      5.277054   1
  18714.0000     -5.253994  -1
  18728.0000      5.179383   1
  18741.0000     -5.135924  -1
  18755.0000      5.054895   1
  18768.0000     -5.006521  -1
  18782.0000      4.989648   1
  18796.0000     -4.992875  -1
  18809.0000      5.048867   1
  18823.0000     -5.125886  -1
  18836.0000      5.184403   1
  18850.0000     -5.247666  -1
  18863.0000      5.276171   1
  18877.0000     -5.263997  -1
  18891.0000      5.236188   1
  18905.0000     -5.174099  -1
  18918.0000      5.130778   1
  18932.0000     -5.058201  -1
  18945.0000      5.012379   1
  18959.0000     -5.004968  -1
  18972.0000      5.012606   1
  18986.0000     -5.071732  -1
  18999.0000      5.139108   1
  19014.0000     -5.200718  -1
  19026.0000      5.264595   1
  19041.0000     -5.297700  -1
  19054.0000      5.266469   1
  19068.0000     -5.236447  -1
  19081.0000      5.178550   1
  19095.0000     -5.093457  -1
  19108.0000      5.045346   1
  19122.0000     -4.991766  -1
  19135.0000      5.001293   1
  19150.0000     -5.027305  -1
  19162.0000      5.081203   1
  19177.0000     -5.177498  -1
  19189.0000      5.201082   1
  19204.0000     -5.281024  -1
  19217.0000      5.289635   1
  19231.0000     -5.254366  -1
  19244.0000      5.250425   1
  19259.0000     -5.156041  -1
  19271.0000      5.099255   1
  19286.0000     -5.032676  -1
  19299.0000      4.984688   1
  19313.0000     -5.008705  -1
  19326.0000      5.032299   1
  19340.0000     -5.116450  -1
  19353.0000      5.177449   1
  19367.0000     -5.238185  -1
  19380.0000      5.292797   1
  19395.0000     -5.290099  -1
  19407.0000      5.263007   1
  19422.0000     -5.204164  -1
  19435.0000      5.123554   1
  19449.0000     -5.062105  -1
  19462.0000      5.026765   1
  19476.0000     -4.999235  -1
  19489.0000      5.021871   1
  19503.0000     -5.062538  -1
  19516.0000      5.117330   1
  19530.0000     -5.175919  -1
  19543.0000      5.217397   1
  19558.0000     -5.281992  -1
  19571.0000      5.273003   1
  19585.0000     -5.252181  -1
  19598.0000      5.206986   1
  19612.0000     -5.115876  -1
  19625.0000      5.061797   1
  19639.0000     -4.994615  -1
  19653.0000      4.964142   1
  19666.0000     -4.994457  -1
  19680.0000      5.061361   1
  19693.0000     -5.107068  -1
  19707.0000      5.209101   1
  19721.0000     -5.256995  -1
  19734.0000      5.280702   1
  19748.0000     -5.274953  -1
  19761.0000      5.201694   1
  19775.0000     -5.146518  -1
  19789.0000      5.079762   1
  19802.0000     -5.001628  -1
  19816.0000      5.005785   1
  19829.0000     -4.969193  -1
  19843.0000      5.034684   1
  19857.0000     -5.068140  -1
  19870.0000      5.127978   1
  19884.0000     -5.216409  -1
  19898.0000      5.260412   1
  19911.0000     -5.283994  -1
  19925.0000      5.265570   1
  19938.0000     -5.209458  -1
  19952.0000      5.154414   1
  19966.0000     -5.065551  -1
  19979.0000      5.012308   1
  19993.0000     -4.982075  -1
  20007.0000      4.986273   1
  20020.0000     -5.021194  -1
  20034.0000      5.112079   1
  20047.0000     -5.165280  -1
  20061.0000      5.242722   1
  20074.0000     -5.285474  -1
  20088.0000      5.257878   1
  20101.0000     -5.255525  -1
  20116.0000      5.186198   1
  20129.0000     -5.118684  -1
  20143.0000      5.058023   1
  20156.0000     -5.010844  -1
  20170.0000      5.006020   1
  20183.0000     -5.017347  -1
  20197.0000      5.072601   1
  20210.0000     -5.137162  -1
  20225.0000      5.193329   1
  20237.0000     -5.260056  -1
  20252.0000      5.293943   1
  20264.0000     -5.268569  -1
  20279.0000      5.249823   1
  20292.0000     -5.195903  -1
  20306.0000      5.114491   1
  20319.0000     -5.070760  -1
  20333.0000      4.997914   1
  20346.0000     -4.999543  -1
  20361.0000      4.999497   1
  20373.0000     -5.056680  -1
  20388.0000      5.148543   1
  20400.0000     -5.184312  -1
  20415.0000      5.277808   1
  20428.0000     -5.284387  -1
  20442.0000      5.264212   1
  20455.0000     -5.252175  -1
  20470.0000      5.149317   1
  20482.0000     -5.096514  -1
  20497.0000      5.019076   1
  20510.0000     -4.976184  -1
  20524.0000      4.998384   1
  20537.0000     -5.033501  -1
  20551.0000      5.108921   1
  20564.0000     -5.171921  -1
  20578.0000      5.235824   1
  20591.0000     -5.276287  -1
  20606.0000      5.264844   1
  20618.0000     -5.254100  -1
  20633.0000      5.209450   1
  20646.0000     -5.136910  -1
  20660.0000      5.078090   1
  20673.0000     -5.036963  -1
  20687.0000      4.994819   1
  20700.0000     -5.004694  -1
  20714.0000      5.036531   1
  20727.0000     -5.077825  -1
  20741.0000      5.164434   1
  20755.0000     -5.206305  -1
  20769.0000      5.254256   1
  20782.0000     -5.278519  -1
  20796.0000      5.253374   1
  20809.0000     -5.204749  -1
  20823.0000      5.118897   1
  20836.0000     -5.045712  -1
  20850.0000      4.994463   1
  20864.0000     -4.967229  -1
  20877.0000      5.001516   1
  20891.0000     -5.068296  -1
  20904.0000      5.122726   1
  20918.0000     -5.204451  -1
  20931.0000      5.226990   1
  20945.0000     -5.260363  -1
  20959.0000      5.268025   1
  20973.0000     -5.202264  -1
  20986.0000      5.172686   1
  21000.0000     -5.101759  -1
  21013.0000      5.035090   1
  21027.0000     -5.012341  -1
  21040.0000      4.978599   1
  21054.0000     -5.014649  -1
  21067.0000      5.048814   1
  21082.0000     -5.113919  -1
  21095.0000      5.175656   1
  21109.0000     -5.261821  -1
  21122.0000      5.281414   1
  21136.0000     -5.275695  -1
  21149.0000      5.236572   1
  21163.0000     -5.154873  -1
  21176.0000      5.078260   1
  21190.0000     -5.001200  -1
  21204.0000      4.963780   1
  21218.0000     -4.989304  -1
  21231.0000      5.010866   1
  21245.0000     -5.117818  -1
  21258.0000      5.159568   1
  21272.0000     -5.242532  -1
  21285.0000      5.281313   1
  21300.0000     -5.261286  -1
  21312.0000      5.268079   1
  21327.0000     -5.199790  -1
  21339.0000      5.123073   1
  21354.0000     -5.075214  -1
  21367.0000      5.021006   1
  21381.0000     -5.006752  -1
  21394.0000      5.008659   1
  21408.0000     -5.052786  -1
  21421.0000      5.109172   1
  21436.0000     -5.158251  -1
  21448.0000      5.242308   1
  21463.0000     -5.288095  -1
  21475.0000      5.282781   1
  21490.0000     -5.263930  -1
  21503.0000      5.202091   1
  21517.0000     -5.122431  -1
  21530.0000      5.074100   1
  21544.0000     -4.994655  -1
  21557.0000      4.993772   1
  21571.0000     -4.992218  -1
  21584.0000      5.051079   1
  21599.0000     -5.136272  -1
  21611.0000      5.175528   1
  21626.0000     -5.272850  -1
  21639.0000      5.277767   1
  21653.0000     -5.267436  -1
  21666.0000      5.245014   1
  21681.0000     -5.140749  -1
  21693.0000      5.102316   1
  21708.0000     -5.020060  -1
  21721.0000      4.980406   1
  21735.0000     -4.982551  -1
  21748.0000      5.020901   1
  21762.0000     -5.071103  -1
  21775.0000      5.143439   1
  21789.0000     -5.211504  -1
  21802.0000      5.254050   1
  21816.0000     -5.271648  -1
  21829.0000      5.250510   1
  21844.0000     -5.211151  -1
  21857.0000      5.151472   1
  21871.0000     -5.079420  -1
  21884.0000      5.035764   1
  21898.0000     -4.981001  -1
  21911.0000      4.991205   1
  21925.0000     -5.023432  -1
  21938.0000      5.061162   1
  21952.0000     -5.167917  -1
  21966.0000      5.221941   1
  21979.0000     -5.264531  -1
  21993.0000      5.278242   1
  22007.0000     -5.232941  -1
  22020.0000      5.194587   1
  22034.0000     -5.121328  -1
  22047.0000      5.040754   1
  22061.0000     -5.007264  -1
  22075.0000      4.978032   1
  22088.0000     -5.000190  -1
  22102.0000      5.056882   1
  22115.0000     -5.106106  -1
  22129.0000      5.180607   1
  22142.0000     -5.229709  -1
  22156.0000      5.244591   1
  22170.0000     -5.257821  -1
  22184.0000      5.234633   1
  22197.0000     -5.198263  -1
  22211.0000      5.124901   1
  22224.0000     -5.057661  -1
  22238.0000      5.012548   1
  22251.0000     -4.983055  -1
  22265.0000      5.005540   1
  22278.0000     -5.053989  -1
  22293.0000      5.125124   1
  22305.0000     -5.195683  -1
  22320.0000      5.273153   1
  22333.0000     -5.271618  -1
  22347.0000      5.274350   1
  22360.0000     -5.239349  -1
  22374.0000      5.148639   1
  22387.0000     -5.098439  -1
  22401.0000      5.003994   1
  22414.0000     -4.987840  -1
  22429.0000      4.993130   1
  22441.0000     -5.003773  -1
  22456.0000      5.101442   1
  22469.0000     -5.132580  -1
  22483.0000      5.228024   1
  22496.0000     -5.263916  -1
  22511.0000      5.264320   1
  22523.0000     -5.286128  -1
  22538.0000      5.225665   1
  22550.0000     -5.164623  -1
  22565.0000      5.093569   1
  22578.0000     -5.025560  -1
  22592.0000      5.001044   1
  22605.0000     -4.999097  -1
  22619.0000      5.041488   1
  22632.0000     -5.099993  -1
  22646.0000      5.165135   1
  22659.0000     -5.241276  -1
  22674.0000      5.282691   1
  22686.0000     -5.280826  -1
  22701.0000      5.260466   1
  22714.0000     -5.192870  -1
  22728.0000      5.121941   1
  22741.0000     -5.073483  -1
  22755.0000      5.002903   1
  22768.0000     -4.997566  -1
  22782.0000      5.000830   1
  22795.0000     -5.037125  -1
  22810.0000      5.097714   1
  22823.0000     -5.160935  -1
  22837.0000      5.245437   1
  22850.0000     -5.270146  -1
  22864.0000      5.279867   1
  22877.0000     -5.256278  -1
  22891.0000      5.176750   1
  22904.0000     -5.122057  -1
  22918.0000      5.026020   1
  22932.0000     -4.985766  -1
  22946.0000      4.957583   1
  22959.0000     -5.010595  -1
  22973.0000      5.035701   1
  22986.0000     -5.132615  -1
  23000.0000      5.196594   1
  23013.0000     -5.244835  -1
  23027.0000      5.283501   1
  23041.0000     -5.233509  -1
  23054.0000      5.208089   1
  23068.0000     -5.152838  -1
  23082.0000      5.062070   1
  23095.0000     -5.034417  -1
  23109.0000      4.974234   1
  23122.0000     -4.990842  -1
  23136.0000      5.014064   1
  23150.0000     -5.063113  -1
  23163.0000      5.150337   1
  23177.0000     -5.219806  -1
  23190.0000      5.264505   1
  23204.0000     -5.280086  -1
  23217.0000      5.251781   1
  23231.0000     -5.209319  -1
  23245.0000      5.139891   1
  23258.0000     -5.056194  -1
  23272.0000      5.021813   1
  23286.0000     -4.985688  -1
  23299.0000      4.989914   1
  23313.0000     -5.045159  -1
  23326.0000      5.090559   1
  23340.0000     -5.172971  -1
  23353.0000      5.237168   1
  23368.0000     -5.255218  -1
  23380.0000      5.281191   1
  23395.0000     -5.251736  -1
  23408.0000      5.193291   1
  23422.0000     -5.127118  -1
  23435.0000      5.062595   1
  23449.0000     -5.014117  -1
  23462.0000      4.996695   1
  23476.0000     -5.012588  -1
  23489.0000      5.064691   1
  23504.0000     -5.124384  -1
  23516.0000      5.197136   1
  23531.0000     -5.267889  -1
  23543.0000      5.265133   1
  23558.0000     -5.282977  -1
  23571.0000      5.252652   1
  23585.0000     -5.173431  -1
  23598.0000      5.136380   1
  23613.0000     -5.027450  -1
  23625.0000      5.009781   1
  23640.0000     -4.985315  -1
  23652.0000      4.992647   1
  23667.0000     -5.076405  -1
  23680.0000      5.111879   1
  23694.0000     -5.221853  -1
  23707.0000      5.258708   1
  23721.0000     -5.274102  -1
  23734.0000      5.293542   1
  23749.0000     -5.227902  -1
  23761.0000      5.170806   1
  23776.0000     -5.088057  -1
  23789.0000      5.019451   1
  23803.0000     -4.997297  -1
  23816.0000      5.003692   1
  23830.0000     -5.043848  -1
  23843.0000      5.102777   1
  23857.0000     -5.171098  -1
  23870.0000      5.229896   1
  23885.0000     -5.256214  -1
  23897.0000      5.267171   1
  23912.0000     -5.263281  -1
  23925.0000      5.206227   1
  23939.0000     -5.148380  -1
  23952.0000      5.095461   1
  23966.0000     -5.022250  -1
  23979.0000      5.000050   1
  23993.0000     -4.994926  -1
  24006.0000      5.007339   1
  24020.0000     -5.087833  -1
  24034.0000      5.152977   1
  24048.0000     -5.212848  -1
  24061.0000      5.273757   1
  24075.0000     -5.284215  -1
  24088.0000      5.259771   1
  24102.0000     -5.194092  -1
  24115.0000      5.112795   1
  24129.0000     -5.039433  -1
  24143.0000      4.990191   1
  24156.0000     -4.972050  -1
  24170.0000      5.018980   1
  24183.0000     -5.045509  -1
  24197.0000      5.134929   1
  24211.0000     -5.175938  -1
  24224.0000      5.228898   1
  24238.0000     -5.277009  -1
  24252.0000      5.252327   1
  24265.0000     -5.235253  -1
  24279.0000      5.175862   1
  24292.0000     -5.094390  -1
  24306.0000      5.053634   1
  24319.0000     -4.979497  -1
  24333.0000      4.987809   1
  24347.0000     -4.987248  -1
  24361.0000      5.051934   1
  24374.0000     -5.114599  -1
  24388.0000      5.214412   1
  24401.0000     -5.256626  -1
  24415.0000      5.287734   1
  24428.0000     -5.282123  -1
  24442.0000      5.215556   1
  24455.0000     -5.153203  -1
  24470.0000      5.060990   1
  24483.0000     -5.015237  -1
  24497.0000      4.992038   1
  24510.0000     -4.988145  -1
  24524.0000      5.053914   1
  24537.0000     -5.095610  -1
  24551.0000      5.181050   1
  24564.0000     -5.242325  -1
  24579.0000      5.266283   1
  24591.0000     -5.294235  -1
  24606.0000      5.263297   1
  24618.0000     -5.192861  -1
  24633.0000      5.147374   1
  24646.0000     -5.084048  -1
  24660.0000      5.030275   1
  24673.0000     -5.009499  -1
  24687.0000      5.008593   1
  24700.0000     -5.050565  -1
  24715.0000      5.092322   1
  24727.0000     -5.176947  -1
  24742.0000      5.253969   1
  24754.0000     -5.270227  -1
  24769.0000      5.296743   1
  24782.0000     -5.262131  -1
  24796.0000      5.192065   1
  24809.0000     -5.151589  -1
  24823.0000      5.033989   1
  24836.0000     -5.013284  -1
  24851.0000      4.973827   1
  24863.0000     -4.989683  -1
  24878.0000      5.069320   1
  24891.0000     -5.119392  -1
  24905.0000      5.223753   1
  24918.0000     -5.260495  -1
