# 月行九道 — Ecliptic node crossings (β = 0)
# DE440 1900–2100, linear interpolation between 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day          lambda(deg)   type
# ----------   -----------   ----  (A=ascending, D=descending)
  26585.4546    291.271423  A
  26598.0332    110.038536  D
  26612.5056    288.412857  A
  26625.2275    107.662331  D
  26639.6240    286.910612  A
  26652.6223    106.768954  D
  26666.8682    286.760629  A
  26680.0846    106.813857  D
  26694.1714    286.740213  A
  26707.4227    106.303996  D
  26721.4153    285.485461  A
  26734.5464    104.347070  D
  26748.5447    282.795804  A
  26761.5626    101.419733  D
  26775.6192    279.862225  A
  26788.6779     98.912174  D
  26802.7453    278.047682  A
  26815.9893     97.770275  D
  26829.9619    277.608508  A
  26843.4292     97.666164  D
  26857.2255    277.714664  A
  26870.8452     97.509481  D
  26884.4605    277.176585  A
  26898.1121     96.342214  D
  26911.6128    275.258712  A
  26925.1900     93.846550  D
  26938.6987    272.317979  A
  26952.2136     90.967207  D
  26965.8099    269.734372  A
  26979.3864     89.061071  D
  26993.0167    268.606615  A
  27006.7736     88.549505  D
  27020.2877    268.617257  A
  27034.2592     88.593167  D
  27047.5247    268.419193  A
  27061.6341     87.661246  D
  27074.6596    266.823013  A
  27088.7876     85.248981  D
  27101.7277    263.908672  A
  27115.8041     82.249267  D
  27128.8450    261.083798  A
  27142.8974     80.123563  D
  27156.0758    259.607961  A
  27170.1793     79.425657  D
  27183.3725    259.389227  A
  27197.5892     79.428817  D
  27210.6393    259.414115  A
  27225.0008     79.043455  D
  27237.8086    258.565178  A
  27252.2708     77.394249  D
  27264.8828    256.334553  A
  27279.3636     74.598757  D
  27291.9582    253.367259  A
  27306.3918     71.889629  D
  27319.1548    251.076518  A
  27333.5343     70.434301  D
  27346.4795    250.236517  A
  27360.8631     70.241560  D
  27373.8224    250.290904  A
  27388.2859     70.187219  D
  27401.0541    249.867347  A
  27415.6262     68.847142  D
  27428.1293    247.909011  A
  27442.7776     66.036630  D
  27455.1659    244.820443  A
  27469.8082     63.031184  D
  27482.3372    242.166443  A
  27496.8997     61.259459  D
  27509.6714    240.978718  A
  27524.1404     60.892724  D
  27537.0627    240.929457  A
  27551.4786     60.944640  D
  27564.3771    240.799082  A
  27578.8080     60.250254  D
  27591.5338    239.568085  A
  27606.0281     58.213527  D
  27618.5749    237.062220  A
  27633.1165     55.302746  D
  27645.6516    234.187383  A
  27660.1754     52.857405  D
  27672.9000    232.267105  A
  27687.3268     51.804531  D
  27700.3159    231.765650  A
  27714.5999     51.800800  D
  27727.7419    231.777721  A
  27741.9184     51.576590  D
  27755.0175    231.014466  A
  27769.1577     49.937041  D
  27782.0874    228.703314  A
  27796.2652     46.931731  D
  27809.1057    225.614423  A
  27823.3296     44.078201  D
  27836.2897    223.333582  A
  27850.4699     42.657421  D
  27863.6720    222.521283  A
  27877.7067     42.508627  D
  27891.1299    222.565987  A
  27904.9767     42.514034  D
  27918.4953    222.140771  A
  27932.1967     41.539674  D
  27945.6761    220.474102  A
  27959.3287     39.211974  D
  27972.7145    217.780651  A
  27986.4152     36.326245  D
  27999.7799    215.181472  A
  28013.5450     34.209063  D
  28027.0266    213.774279  A
  28040.7627     33.494569  D
  28054.4531    213.541831  A
  28068.0297     33.599603  D
  28081.9176    213.448453  A
  28095.2570     33.176950  D
  28109.2388    212.262438  A
  28122.3830     31.205595  D
  28136.3322    209.568333  A
  28149.4524     28.083392  D
  28163.3416    206.565830  A
  28176.5851     25.434434  D
  28190.4936    204.724859  A
  28203.8279     24.338544  D
  28217.8511    204.296584  A
  28231.1165     24.358109  D
  28245.3020    204.340075  A
  28258.3520     24.200410  D
  28272.6769    203.526197  A
  28285.4845     22.852002  D
  28299.8768    201.399257  A
  28312.5524     20.253832  D
  28326.9264    198.555591  A
  28339.6620     17.432317  D
  28353.9839    196.268248  A
  28366.8900     15.645442  D
  28381.1929    195.308635  A
  28394.2144     15.222416  D
  28408.5629    195.270475  A
  28421.5238     15.291175  D
  28435.9873    195.005540  A
  28448.7130     14.562593  D
  28463.2905    193.357968  A
  28475.7685     12.258442  D
  28490.3951    190.338912  A
  28502.8236      9.064512  D
  28517.4154    187.457536  A
  28530.0347      6.679879  D
  28544.5457    186.025062  A
  28557.3990      5.878294  D
  28571.8455    185.878788  A
  28584.7691      5.916572  D
  28599.2222    185.831289  A
  28612.0204      5.512379  D
  28626.5342    184.648152  A
  28639.1178      3.787594  D
  28653.7037    182.143474  A
  28666.1556      1.006323  D
  28680.7649    179.272816  A
  28693.2933    358.378890  D
  28707.8445    177.313305  A
  28720.6011    356.949208  D
  28735.0399    176.720638  A
  28748.0151    356.741481  D
  28762.3403    176.807392  A
  28775.3960    356.709599  D
  28789.6573    176.306594  A
  28802.6051    355.606915  D
  28816.8788    174.301493  A
  28829.6418    353.018344  D
  28843.9677    171.175813  A
  28856.6862    349.931400  D
  28871.0302    168.540992  A
  28883.9290    347.935483  D
  28898.1906    167.484043  A
  28911.3628    347.463496  D
  28925.4531    167.508561  A
  28938.8079    347.456987  D
  28952.7317    167.275617  A
  28966.1096    346.704355  D
  28979.9382    165.767079  A
  28993.2143    344.581021  D
  29007.0504    163.069902  A
  29020.2399    341.755884  D
  29034.1376    160.346826  A
  29047.3720    339.496419  D
  29061.2861    158.755905  A
  29074.6930    338.514240  D
  29088.5150    158.429105  A
  29102.1447    338.501838  D
  29115.7743    158.505215  A
  29129.5673    338.222623  D
  29142.9867    157.763097  A
  29156.8173    336.675466  D
  29170.1048    155.491907  A
  29183.8680    333.835582  D
  29197.1803    152.357789  A
  29210.8959    330.987276  D
  29224.3267    150.000636  A
  29238.1140    329.498101  D
  29251.5773    149.236507  A
  29265.5303    329.280570  D
  29278.8562    149.331146  A
  29292.9937    329.174812  D
  29306.0673    148.886451  A
  29320.3190    327.956119  D
  29333.1753    147.018219  A
  29347.4420    325.405816  D
  29360.2470    144.137166  A
  29374.4688    322.590125  D
  29387.3910    141.579055  A
  29401.5797    320.735124  D
  29414.6448    140.316090  A
  29428.8650    320.180338  D
  29441.9526    140.195853  A
  29456.2764    320.250648  D
  29469.2206    140.186967  A
  29483.6757    319.670190  D
  29496.3697    139.106434  A
  29510.9302    317.671357  D
  29523.4196    136.539646  A
  29537.9981    314.618389  D
  29550.5055    133.423845  A
  29565.0269    312.016158  D
  29577.7492    131.350658  A
  29592.2036    310.938755  D
  29605.1189    130.869163  A
  29619.5512    310.923144  D
  29632.4647    130.928647  A
  29646.9486    310.624112  D
  29659.6615    130.142200  A
  29674.2328    308.968026  D
  29686.7168    127.897584  A
  29701.3488    306.104371  D
  29713.7721    124.920351  A
  29728.3927    303.384604  D
  29740.9698    122.633371  A
  29755.5083    301.914378  D
  29768.3253    121.734371  A
  29782.7548    301.661662  D
  29795.7208    121.703017  A
  29810.0878    301.711442  D
  29823.0321    121.485102  A
  29837.3956    300.853245  D
  29850.1763    120.038622  A
  29864.5865    298.513124  D
  29877.2003    117.277757  A
  29891.6571    295.422788  D
  29904.2919    114.371405  A
  29918.7268    293.129468  D
  29931.5914    112.698206  A
  29945.9101    292.402641  D
  29959.0448    112.446761  A
  29973.1960    292.516003  D
  29986.4682    112.379287  A
  30000.4793    291.992638  D
  30013.7006    111.183184  A
  30027.6656    289.964611  D
  30040.7487    108.619144  A
  30054.7552    286.972551  D
  30067.7901    105.737117  A
  30081.8459    284.482116  D
  30094.9992    103.878466  A
  30109.0188    283.395761  D
  30122.3892    103.342195  A
  30136.2662    283.359153  D
  30149.8348    103.344074  A
  30163.5237    283.281630  D
  30177.1957    102.823381  A
  30190.7209    282.109921  D
  30204.3650    100.937753  A
  30217.8317    279.561878  D
  30231.3902     98.062068  A
  30244.9167    276.593448  D
  30258.4642     95.508725  A
  30272.0743    274.666463  D
  30285.7460     94.326422  A
  30299.3247    274.218814  D
  30313.2076     94.296502  A
  30326.5908    274.307406  D
  30340.6593     93.975735  A
  30353.7793    273.508656  D
  30367.9317     92.307727  A
  30380.8683    271.159297  D
  30394.9959     89.437730  A
  30407.9465    268.097979  D
  30422.0252     86.732317  A
  30435.1217    265.864154  D
  30449.2055     85.322816  A
  30462.3966    265.076058  D
  30476.5593     85.077504  A
  30489.6901    265.121223  D
  30503.9894     85.048577  A
  30516.9156    264.850944  D
  30531.3434     84.112804  A
  30544.0323    263.338152  D
  30558.5243     81.782664  A
  30571.0903    260.587838  D
  30585.5634     78.830455  A
  30598.2150    257.758100  D
  30612.6275     76.638032  A
  30625.4830    256.144729  D
  30639.8633     75.896530  A
  30652.8359    255.893169  D
  30667.2572     75.975560  A
  30680.1416    255.908498  D
  30694.6574     75.384274  A
  30707.2916    254.767584  D
  30721.9104     73.251569  A
  30734.3242    252.098457  D
  30748.9829     70.146337  A
  30761.4111    249.026835  D
  30776.0235     67.647570  A
  30788.6682    247.056791  D
  30803.1843     66.631024  A
  30816.0484    246.564029  D
  30830.4807     66.606775  A
  30843.4199    246.619303  D
  30857.8285     66.427241  A
  30870.6613    246.035736  D
  30885.1134     65.119732  A
  30897.7491    244.141608  D
  30912.2615     62.509044  A
  30924.7838    241.282891  D
  30939.3188     59.631580  A
  30951.9335    238.736129  D
  30966.4118     57.812402  A
  30979.2801    237.546587  D
  30993.6269     57.391761  A
  31006.7234    237.434952  D
  31020.9372     57.471235  A
  31034.0970    237.250132  D
  31048.2270     56.646071  A
  31061.2657    235.710173  D
  31075.3960     54.196542  A
  31088.2805    232.825914  D
  31102.4659     51.049555  A
  31115.3606    229.966280  D
  31129.5595     48.835060  A
  31142.6478    228.418664  D
  31156.7525     48.146049  A
  31170.0877    228.196277  D
  31184.0162     48.243972  A
  31197.5177    228.136697  D
  31211.2680     47.882926  A
  31224.8001    227.154645  D
  31238.4435     46.218062  A
  31251.8989    224.902117  D
  31265.5427     43.453948  A
  31278.9246    222.083808  D
  31292.6402     40.782441  A
  31306.0662    219.984110  D
  31319.8143     39.345783  A
  31333.4107    219.212349  D
  31347.0678     39.183087  A
  31360.8785    219.206320  D
  31374.3261     39.195085  A
  31388.2955    218.720674  D
  31401.5032     38.050099  A
  31415.5001    216.694264  D
  31428.5863     35.347608  A
  31442.5229    213.635481  D
  31455.6739     32.250123  A
  31469.5806    211.088115  D
  31482.8654     30.343838  A
  31496.8380    210.019965  D
  31510.1460     29.940563  A
  31524.2602    210.010188  D
  31537.4189     30.023037  A
  31551.6890    209.732845  D
  31564.6045     29.362896  A
  31578.9896    208.302623  D
  31591.6943     27.343951  A
  31606.1027    205.694596  D
  31618.7672     24.463744  A
  31633.1322    202.955432  D
  31645.9309     22.025993  A
  31660.2501    201.270743  D
  31673.2201     20.943521  A
  31687.5432    200.858973  D
  31700.5538     20.898236  A
  31714.9608    200.887824  D
  31727.8145     20.731261  A
  31742.3422    200.036108  D
  31754.9292     19.240834  A
  31769.5458    197.566129  D
  31781.9595     16.307967  A
  31796.5840    194.389477  D
  31809.0824     13.325224  A
  31823.6404    192.153609  D
  31836.3840     11.726591  A
  31850.8582    191.477880  D
  31863.7689     11.488083  A
  31878.2102    191.567728  D
  31891.0959     11.486262  A
  31905.5664    191.048782  D
  31918.2700     10.476279  A
  31932.8138    189.178620  D
  31945.3193      8.127856  A
  31959.9196    186.337144  D
  31972.3868      5.245571  A
  31986.9733    183.782277  D
  31999.6053      3.115592  A
  32014.1018    182.504344  D
  32026.9801      2.367018  A
  32041.3533    182.370362  D
  32054.4032      2.406752  A
  32068.6754    182.321958  D
  32081.7111      1.957029  A
  32095.9578    181.137283  D
  32108.8239      0.083428  A
  32123.1060    178.424222  D
  32135.8331    357.040114  A
  32150.1621    175.318371  D
  32162.9621    354.351317  A
  32177.2654    173.428451  D
  32190.3171    353.176984  A
  32204.4836    173.045951  D
  32217.7770    353.083754  A
  32231.7656    173.115106  D
  32245.1700    352.875528  A
  32259.0161    172.342123  D
  32272.3709    351.427522  A
  32286.1705    170.169758  D
  32299.4153    348.817806  A
  32313.2582    167.279631  D
  32326.4715    346.118666  A
  32340.3685    165.006660  D
  32353.6925    344.455302  A
  32367.5597    164.080140  D
  32381.0937    344.078909  A
  32394.8134    164.100771  D
  32408.5524    344.071171  A
  32422.0594    163.930691  D
  32435.9082    343.257436  A
  32449.2237    162.438749  D
  32463.0521    340.986739  A
  32476.3055    159.541782  D
  32490.0591    337.922340  A
  32503.4046    156.588281  D
  32517.1632    335.646952  A
  32530.6088    155.026425  D
  32544.4890    334.877580  A
  32557.8883    154.860176  D
  32571.9510    334.897815  A
  32585.1446    154.863088  D
  32599.3623    334.358975  A
  32612.3018    153.749344  D
  32626.5864    332.405618  A
  32639.3776    151.256447  D
  32653.6422    329.560115  A
  32666.4731    148.359874  D
  32680.6899    327.104121  A
  32693.6729    146.376447  D
  32707.8826    325.920495  A
  32720.9659    145.766924  D
  32735.2412    325.820517  A
  32748.2706    145.857560  D
  32762.6635    325.694343  A
  32775.4848    145.428964  D
  32790.0105    324.476749  A
  32802.5730    143.578010  D
  32817.1627    321.805502  A
  32829.6181    140.528939  D
  32844.1836    318.753002  A
  32856.7757    137.760248  D
  32871.2699    316.859432  A
  32884.0999    136.540808  D
  32898.5386    316.444235  A
  32911.4802    136.494750  D
  32925.9304    316.475379  A
  32938.7607    136.279649  D
  32953.2838    315.588707  A
  32965.8777    134.778165  D
  32980.4813    313.211738  A
  32992.9108    132.023872  D
  33007.5448    310.240455  A
  33020.0252    129.242857  D
  33034.6100    308.062492  A
  33047.3104    127.621085  D
  33061.7892    307.263797  A
  33074.7005    127.243247  D
  33089.0880    307.320874  A
  33102.0741    127.295185  D
  33116.4193    307.046499  A
  33129.3102    126.548713  D
  33143.6778    305.448555  A
  33156.3778    124.364239  D
  33170.8010    302.557093  A
  33183.4072    121.317465  D
  33197.8525    299.673547  A
  33210.5944    118.896538  D
  33224.9725    298.167779  A
  33237.9886    118.029733  D
  33252.2149    298.026932  A
  33265.4556    118.057650  D
  33279.5114    297.985179  A
  33292.7958    117.537093  D
  33306.7523    296.748211  A
  33319.9259    115.621504  D
  33333.8827    294.105735  A
  33346.9436    112.732136  D
  33360.9600    291.197552  A
  33374.0545    110.250687  D
  33388.0875    289.369643  A
  33401.3598    109.071720  D
  33415.3024    288.893918  A
  33428.7923    108.916891  D
  33442.5635    288.981450  A
  33456.2183    108.831656  D
  33469.7982    288.474474  A
  33483.4911    107.647034  D
  33496.9501    286.589433  A
  33510.5735    105.138939  D
  33524.0345    283.641352  A
  33537.5936    102.226118  D
  33551.1469    281.025923  A
  33564.7601    100.294602  D
  33578.3572    279.864574  A
  33592.1488     99.836318  D
  33605.6289    279.857755  A
  33619.6287     99.820013  D
  33632.8651    279.667111  A
  33647.0107     98.928551  D
  33659.9983    278.099443  A
  33674.1679     96.555558  D
  33687.0665    275.225298  A
  33701.1874     93.576643  D
  33714.1860    272.414654  A
  33728.2757     91.440792  D
  33741.4174    270.893341  A
  33755.5447     90.678115  D
  33768.7138    270.639590  A
  33782.9518     90.696004  D
  33795.9849    270.690938  A
  33810.3607     90.351151  D
  33823.1596    269.892882  A
  33837.6377     88.695825  D
  33850.2338    267.683161  A
  33864.7364     85.891569  D
  33877.3068    264.684493  A
  33891.7625     83.143347  D
  33904.5007    262.327759  A
  33918.9014     81.672176  D
  33931.8271    261.466541  A
  33946.2267     81.505726  D
  33959.1793    261.550628  A
  33973.6427     81.407394  D
  33986.4138    261.109537  A
  34000.9870     80.098980  D
  34013.4893    259.154904  A
  34028.1382     77.327559  D
  34040.5255    256.087704  A
  34055.1715     74.338996  D
  34067.6919    253.436047  A
  34082.2605     72.553137  D
  34095.0237    252.264526  A
  34109.4924     72.139408  D
  34122.4207    252.183160  A
  34136.8266     72.194448  D
  34149.7388    252.051862  A
  34164.1559     71.572295  D
  34176.9029    250.871279  A
  34191.3742     69.553822  D
  34203.9441    248.389642  A
  34218.4654     66.618338  D
  34231.0150    245.503274  A
  34245.5241     64.123373  D
  34258.2655    243.553891  A
  34272.6741     63.037742  D
  34285.6788    242.986072  A
  34299.9474     63.045858  D
  34313.1143    243.048411  A
  34327.2607     62.842732  D
  34340.3946    242.265793  A
  34354.4942     61.186186  D
  34367.4667    239.948396  A
  34381.6020     58.194231  D
  34394.4852    236.876372  A
  34408.6696     55.354587  D
  34421.6614    234.590329  A
  34435.8121     53.928150  D
  34449.0392    233.813455  A
  34463.0490     53.783427  D
  34476.4949    233.818939  A
  34490.3150     53.801096  D
  34503.8668    233.417047  A
  34517.5329     52.851243  D
  34531.0596    231.821112  A
  34544.6651     50.552430  D
  34558.1007    229.140381  A
  34571.7514     47.650434  D
  34585.1603    226.513831  A
  34598.8817     45.493009  D
  34612.3989    225.042566  A
  34626.1029     44.766923  D
  34639.8213    224.776298  A
  34653.3710     44.859366  D
  34667.2920    224.733786  A
  34680.5957     44.426421  D
  34694.6140    223.492348  A
  34707.7182     42.454904  D
  34721.7112    220.796094  A
  34734.7866     39.342791  D
  34748.7211    217.804685  A
  34761.9216     36.711022  D
  34775.8693    215.979692  A
  34789.1698     35.622102  D
  34803.2213    215.586035  A
  34816.4596     35.608763  D
  34830.6627    215.577313  A
  34843.6960     35.460881  D
  34858.0459    214.841322  A
  34870.8300     34.161723  D
  34885.2505    212.760363  A
  34897.8964     31.598031  D
  34912.3032    209.904427  A
  34925.0026     28.767106  D
  34939.3557    207.564384  A
  34952.2349     26.937469  D
  34966.5559    206.542252  A
  34979.5613     26.455446  D
  34993.9252    206.512863  A
  35006.8751     26.530710  D
  35021.3455    206.274066  A
  35034.0682     25.827719  D
  35048.6500    204.588791  A
  35061.1230     23.525869  D
  35075.7575    201.568040  A
  35088.1779     20.337175  D
  35102.7792    198.692642  A
  35115.3912     17.935399  D
  35129.9089    197.271270  A
  35142.7510     17.108520  D
  35157.2027    197.144649  A
  35170.1274     17.182153  D
  35184.5694    197.071399  A
  35197.3859     16.785847  D
  35211.8843    195.939069  A
  35224.4875     15.093766  D
  35239.0593    193.497543  A
  35251.5242     12.332896  D
  35266.1222    190.622688  A
  35278.6533      9.671886  D
  35293.1989    188.616702  A
  35305.9560      8.222949  D
  35320.3874    187.973000  A
  35333.3792      7.997669  D
  35347.6847    188.043841  A
  35360.7637      7.942956  D
  35375.0034    187.576729  A
  35387.9798      6.866738  D
  35402.2202    185.585250  A
  35415.0167      4.279191  D
  35429.3073    182.443942  A
  35442.0593      1.201870  D
  35456.3721    179.799392  A
  35469.3033    359.213133  D
  35483.5338    178.729186  A
  35496.7287    358.690957  D
  35510.7947    178.749438  A
  35524.1792    358.744158  D
  35538.0716    178.556322  A
  35551.4841    357.977611  D
  35565.2749    177.096721  A
  35578.5958    355.884907  D
  35592.3874    174.424215  A
  35605.6217    353.073041  D
  35619.4756    171.678898  A
  35632.7447    350.784291  D
  35646.6239    170.036434  A
  35660.0613    349.814716  D
  35673.8537    169.687045  A
  35687.5105    349.750853  D
  35701.1150    169.789649  A
  35714.9420    349.494265  D
  35728.3254    169.059280  A
  35742.2002    347.981194  D
  35755.4399    166.771530  A
  35769.2522    345.119450  D
  35782.5141    163.614010  A
  35796.2780    342.258595  D
  35809.6629    161.244324  A
  35823.4889    340.735254  D
  35836.9172    160.488134  A
  35850.9004    340.522029  D
  35864.2003    160.597575  A
  35878.3593    340.446788  D
  35891.4112    160.156199  A
  35905.6872    339.219060  D
  35918.5189    158.322695  A
  35932.8189    336.712997  D
  35945.5895    155.467156  A
  35959.8477    333.903734  D
  35972.7307    152.888739  A
  35986.9531    332.029765  D
  35999.9846    151.602506  A
  36014.2301    331.468668  D
  36027.3006    151.464910  A
  36041.6339    331.489197  D
  36054.5712    151.443301  A
  36069.0418    330.966447  D
  36081.7214    150.377298  A
  36096.2958    328.974034  D
  36108.7683    147.804802  A
  36123.3638    325.884423  D
  36135.8512    144.671533  A
  36150.3922    323.257279  D
  36163.0995    142.615554  A
  36177.5656    322.159619  D
  36190.4742    142.099863  A
  36204.9109    322.155845  D
  36217.8208    142.152585  A
  36232.3003    321.891907  D
  36245.0226    141.406653  A
  36259.5826    320.237398  D
  36272.0816    139.212481  A
  36286.7041    317.410021  D
  36299.1360    136.269207  A
  36313.7509    314.689168  D
  36326.3317    133.952906  A
  36340.8643    313.190067  D
  36353.6790    132.982612  A
  36368.1064    312.937478  D
  36381.0814    132.982282  A
  36395.4310    312.976877  D
  36408.4027    132.765542  A
  36422.7397    312.132700  D
  36435.5509    131.317499  A
  36449.9339    309.811351  D
  36462.5735    128.543813  A
  36477.0052    306.706882  D
  36489.6596    125.608161  A
  36504.0749    304.397980  D
  36516.9567    123.951364  A
  36531.2570    303.664118  D
  36544.4155    123.695415  A
  36558.5381    303.753794  D
  36571.8388    123.609355  A
  36585.8183    303.242030  D
  36599.0795    122.467885  A
  36613.0043    301.266103  D
  36626.1327    119.945033  A
  36640.0951    298.317701  D
  36653.1727    117.087762  A
  36667.1874    295.821525  D
  36680.3740    115.190553  A
  36694.3591    294.686727  D
  36707.7524    114.594092  A
  36721.6046    294.617928  D
  36735.2043    114.655324  A
  36748.8621    294.563895  D
  36762.5693    114.104653  A
  36776.0597    293.441724  D
  36789.7471    112.228289  A
  36803.1688    290.901445  D
  36816.7726    109.334540  A
  36830.2530    287.896911  D
  36843.8411    106.757848  A
  36857.4125    285.924895  D
  36871.1222    105.611369  A
  36884.6650    285.459750  D
  36898.5774    105.526774  A
  36911.9325    285.559364  D
  36926.0343    105.247455  A
  36939.1208    284.787148  D
  36953.3068    103.601689  A
  36966.2093    282.469116  D
  36980.3750    100.744272  A
  36993.2884    279.427821  D
  37007.4046     98.038980  A
  37020.4626    277.163852  D
  37034.5758     96.587021  A
  37047.7366    276.338116  D
  37061.9234     96.339904  A
  37075.0345    276.396898  D
  37089.3484     96.342256  A
  37102.2667    276.158357  D
  37116.7073     95.400774  A
  37129.3850    274.667440  D
  37143.8980     93.096322  A
  37156.4398    271.906104  D
  37170.9385     90.121188  A
  37183.5603    269.026514  D
  37197.9990     87.903208  A
  37210.8284    267.384710  D
  37225.2292     87.162318  A
  37238.1910    267.156952  D
  37252.6156     87.198570  A
  37265.4996    267.143140  D
  37280.0187     86.642279  A
  37292.6501    266.001589  D
  37307.2666     84.538487  A
  37319.6830    263.356687  D
  37334.3410     81.447031  A
  37346.7673    260.308665  D
  37361.3835     78.942616  A
  37374.0213    258.361890  D
  37388.5400     77.889446  A
  37401.4056    257.829565  D
  37415.8315     77.855737  A
  37428.7780    257.865670  D
  37443.1765     77.733224  A
  37456.0291    257.342711  D
  37470.4582     76.440704  A
  37483.1229    255.491712  D
  37497.6102     73.831991  A
  37510.1549    252.630140  D
  37524.6687     70.920341  A
  37537.3015    250.038961  D
  37551.7609     69.063568  A
  37564.6423    248.777674  D
  37578.9764     68.646017  A
  37592.0930    248.710636  D
  37606.2818     68.738772  A
  37619.4712    248.493886  D
  37633.5658     67.892660  A
  37646.6424    246.941220  D
  37660.7335     65.457476  A
  37673.6592    244.074731  D
  37687.8056     62.336450  A
  37700.7358    241.233940  D
  37714.9025     60.130508  A
  37728.0174    239.723219  D
  37742.0963     59.438798  A
  37755.4536    239.462501  D
  37769.3559     59.522369  A
  37782.8855    239.407416  D
  37796.6052     59.175413  A
  37810.1802    238.504661  D
  37823.7810     57.555673  A
  37837.2857    236.271798  D
  37850.8803     54.806424  A
  37864.3097    233.432443  D
  37877.9777     52.106208  A
  37891.4419    231.266176  D
  37905.1542     50.636760  A
  37918.7792    230.453011  D
  37932.4092     50.443619  A
  37946.2524    230.502340  D
  37959.6666     50.448337  A
  37973.6690    229.957569  D
  37986.8410     49.310152  A
  38000.8799    227.941580  D
  38013.9217     46.621360  A
  38027.9050    224.896336  D
  38041.0104     43.547754  A
  38054.9612    222.370376  D
  38068.2071     41.645018  A
  38082.2128    221.323460  D
  38095.4885     41.201230  A
  38109.6227    221.252043  D
  38122.7624     41.280412  A
  38137.0557    221.040966  D
  38149.9508     40.667812  A
  38164.3567    219.647558  D
  38177.0416     38.704363  A
  38191.4766    217.035578  D
  38204.1130     35.833249  A
  38218.5062    214.261622  D
  38231.2768     33.346271  A
  38245.6174    212.523404  D
  38258.5654     32.192608  A
  38272.9072    212.106622  D
  38285.9035     32.146003  A
  38300.3207    212.163525  D
  38313.1719     32.008569  A
  38327.7020    211.274779  D
  38340.2879     30.515333  A
  38354.9101    208.816470  D
  38367.3175     27.579464  A
  38381.9504    205.650391  D
  38394.4391     24.586422  A
  38409.0073    203.428374  D
  38421.7363     22.973255  A
  38436.2190    202.755995  D
  38449.1259     22.765776  A
  38463.5604    202.808615  D
  38476.4576     22.744203  A
  38490.9169    202.330857  D
  38503.6367     21.761040  A
  38518.1660    200.537497  D
  38530.6884     19.453808  A
  38545.2738    197.707905  D
  38557.7504     16.569925  A
  38572.3272    195.109938  D
  38584.9620     14.421189  A
  38599.4518    193.771327  D
  38612.3434     13.644282  A
  38626.7000    193.612722  D
  38639.7677     13.644707  A
  38654.0230    193.597698  D
  38667.0864     13.242730  A
  38681.2991    192.426198  D
  38694.2033     11.371084  A
  38708.4448    189.690197  D
  38721.2116      8.324567  A
  38735.5027    186.577608  D
  38748.3393      5.630209  A
  38762.6088    184.684468  D
  38775.6850      4.416281  A
  38789.8275    184.300073  D
  38803.1474      4.378004  A
  38817.1078    184.395651  D
  38830.5405      4.133815  A
  38844.3529    183.650298  D
  38857.7493      2.718888  A
  38871.5072    181.512099  D
  38884.7986      0.145923  A
  38898.5962    178.630360  D
  38911.8499    357.442705  A
  38925.7069    176.319881  D
  38939.0645    355.779800  A
  38952.8990    175.359991  D
  38966.4603    355.343845  A
  38980.1549    175.387946  D
  38993.9234    355.341720  A
  39007.3993    175.218499  D
  39021.2875    354.569585  A
  39034.5604    173.721540  D
  39048.4337    352.259983  A
  39061.6395    170.809877  D
  39075.4410    349.177267  A
  39088.7396    167.845833  D
  39102.5409    346.886750  A
  39115.9479    166.294098  D
  39129.8614    346.123529  A
  39143.2326    166.134506  D
  39157.3192    346.180423  A
  39170.4884    166.121651  D
  39184.7285    345.613188  A
  39197.6453    165.035879  D
  39211.9629    343.725132  A
  39224.7209    162.586717  D
  39239.0245    340.914888  A
  39251.8142    159.698702  D
  39266.0691    338.444866  A
  39279.0130    157.696693  D
  39293.2520    337.225193  A
  39306.3125    157.046876  D
  39320.6002    337.062233  A
  39333.6192    157.108468  D
  39348.0280    336.984964  A
  39360.8368    156.701133  D
  39375.3720    335.776094  A
  39387.9239    154.862843  D
  39402.5276    333.066840  A
  39414.9652    151.802825  D
  39429.5492    329.989389  A
  39442.1260    149.035077  D
  39456.6342    328.084620  A
  39469.4547    147.780717  D
  39483.9012    327.682406  A
  39496.8349    147.725337  D
  39511.2853    327.742152  A
  39524.1224    147.549029  D
  39538.6334    326.842031  A
  39551.2450    146.083183  D
  39565.8361    324.515993  A
  39578.2798    143.368815  D
  39592.9046    321.572478  A
  39605.3904    140.574710  D
  39619.9698    319.376725  A
  39632.6653    138.893122  D
  39647.1435    318.554438  A
  39660.0577    138.527710  D
  39674.4332    318.580372  A
  39687.4402    138.561454  D
  39701.7638    318.317129  A
  39714.6820    137.817364  D
  39729.0259    316.761676  A
  39741.7515    135.636982  D
  39756.1476    313.866117  A
  39768.7767    132.570342  D
  39783.1988    310.954441  A
  39795.9604    130.156597  D
  39810.3185    309.427644  A
  39823.3606    129.293529  D
  39837.5589    309.266223  A
  39850.8243    129.288647  D
  39864.8528    309.231468  A
  39878.1728    128.823933  D
  39892.0914    308.042926  A
  39905.3089    126.931115  D
  39919.2207    305.444770  A
  39932.3294    124.071294  D
  39946.2998    302.544514  A
  39959.4333    121.567748  D
  39973.4276    300.675121  A
  39986.7258    120.336881  D
  40000.6413    300.158304  A
  40014.1601    120.225599  D
  40027.9026    300.254584  A
  40041.5872    120.097240  D
  40055.1378    299.795984  A
