# 月行九道 — Ecliptic node crossings (β = 0)
# DE440 1900–2100, linear interpolation between 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day          lambda(deg)   type
# ----------   -----------   ----  (A=ascending, D=descending)
  13100.7332    103.992686  D
  13115.1702    283.133902  A
  13128.0448    102.804045  D
  13142.4516    282.726967  A
  13155.4127    102.775925  D
  13169.8586    282.740614  A
  13182.6828    102.548567  D
  13197.2244    281.804712  A
  13209.7903    100.963100  D
  13224.4159    279.316744  A
  13236.8215     98.089070  D
  13251.4666    276.280620  A
  13263.9466     95.275720  D
  13278.5330    274.160944  A
  13291.2446     93.753686  D
  13305.7287    273.458354  A
  13318.6322     93.459049  D
  13333.0458    273.531416  A
  13345.9821     93.477984  D
  13360.3841    273.181500  A
  13373.1941     92.661732  D
  13387.6395    271.506066  A
  13400.2551     90.450142  D
  13414.7590    268.646685  A
  13427.2975     87.470473  D
  13441.8101    265.863860  A
  13454.4964     85.130211  D
  13468.9300    264.414659  A
  13481.8870     84.270736  D
  13496.1770    264.284889  A
  13509.3445     84.322851  D
  13523.4858    264.234254  A
  13536.6717     83.790953  D
  13550.7394    262.940984  A
  13563.7859     81.801445  D
  13577.8708    260.191344  A
  13590.7985     78.813112  D
  13604.9401    257.228388  A
  13617.9247     76.303609  D
  13632.0639    255.462206  A
  13645.2565     75.215104  D
  13659.2818    255.072634  A
  13672.6979     75.101777  D
  13686.5472    255.153824  A
  13700.1064     74.959855  D
  13713.7845    254.544896  A
  13727.3511     73.705440  D
  13740.9395    252.580367  A
  13754.4194     71.196215  D
  13768.0281    249.682191  A
  13781.4513     68.375017  D
  13795.1389    247.188300  A
  13808.6360     66.519931  D
  13822.3396    246.097455  A
  13836.0317     66.066192  D
  13849.6039    246.100336  A
  13863.5130     66.068552  D
  13876.8428    245.900922  A
  13890.8860     65.148611  D
  13903.9832    244.292785  A
  13918.0324     62.731929  D
  13931.0528    241.339710  A
  13945.0429     59.695303  D
  13958.1693    238.497595  A
  13972.1445     57.574462  D
  13985.3973    237.039280  A
  13999.4420     56.878187  D
  14012.6870    236.852291  A
  14026.8669     56.890830  D
  14039.9470    236.869784  A
  14054.2736     56.472244  D
  14067.1122    235.957054  A
  14081.5288     54.725537  D
  14094.1888    233.676533  A
  14108.6124     51.941866  D
  14121.2725    230.749165  A
  14135.6456     49.316466  D
  14148.4684    228.530063  A
  14162.8008     47.932946  D
  14175.7813    227.740163  A
  14190.1404     47.786638  D
  14203.1154    227.829515  A
  14217.5648     47.683916  D
  14230.3421    227.389706  A
  14244.9124     46.352100  D
  14257.4166    225.409732  A
  14272.0613     43.536365  D
  14284.4543    222.277156  A
  14299.0852     40.503032  D
  14311.6265    219.593681  A
  14326.1778     38.741208  D
  14338.9623    218.458934  A
  14353.4289     38.381976  D
  14366.3528    218.430378  A
  14380.7818     38.414455  D
  14393.6504    218.245960  A
  14408.1169     37.673868  D
  14420.7929    216.936221  A
  14435.3262     35.547588  D
  14447.8324    214.387381  A
  14462.4094     32.641760  D
  14474.9204    211.570348  A
  14489.4706     30.282831  D
  14502.1822    209.758064  A
  14516.6278     29.293586  D
  14529.5885    209.254236  A
  14543.9086     29.309044  D
  14557.0020    209.299850  A
  14571.2330     29.091979  D
  14584.2683    208.538172  A
  14598.4776     27.420930  D
  14611.3332    206.214254  A
  14625.5870     24.388758  D
  14638.3532    203.090664  A
  14652.6459     21.511702  D
  14665.5435    200.769983  A
  14679.7833     20.106428  D
  14692.9365    199.995829  A
  14707.0255     20.000537  D
  14720.3973    200.036967  A
  14734.3000     19.981403  D
  14747.7490    199.550761  A
  14761.5217     18.897692  D
  14774.9127    197.820375  A
  14788.6533     16.490792  D
  14801.9456    195.107733  A
  14815.7396     13.633727  D
  14829.0248    192.583206  A
  14842.8694     11.620981  D
  14856.2881    191.241480  A
  14870.0857     10.990004  D
  14883.7143    191.006685  A
  14897.3496     11.087763  D
  14911.1730    190.954478  A
  14924.5785     10.635088  D
  14938.4806    189.734313  A
  14951.7111      8.662959  D
  14965.5685    187.053284  A
  14978.7825      5.542531  D
  14992.5780    184.041148  A
  15005.9098      2.896859  D
  15019.7391    182.189697  A
  15033.1488      1.831920  D
  15047.1153    181.813380  A
  15060.4324      1.847727  D
  15074.5724    181.798241  A
  15087.6628      1.646095  D
  15101.9466    180.940646  A
  15114.7920      0.207171  D
  15129.1301    178.756349  A
  15141.8612    357.548589  D
  15156.1710    175.909244  A
  15168.9759    354.781430  D
  15183.2375    173.695671  A
  15196.2088    353.104867  D
  15210.4613    172.785336  A
  15223.5224    352.711680  D
  15237.8420    172.761896  A
  15250.8187    352.778121  D
  15265.2638    172.504310  A
  15278.0034    352.048896  D
  15292.5626    170.826162  A
  15305.0632    349.761965  D
  15319.6652    167.831220  A
  15332.1227    346.586092  D
  15346.6839    164.956810  A
  15359.3346    344.183394  D
  15373.8192    163.529439  A
  15386.6901    343.372657  D
  15401.1331    163.419861  A
  15414.0555    343.452504  D
  15428.5188    163.314760  A
  15441.2980    342.998940  D
  15455.8366    162.050122  A
  15468.3847    341.169523  D
  15483.0005    159.479658  A
  15495.4246    338.323666  D
  15510.0542    156.624562  A
  15522.5728    335.727384  D
  15537.1370    154.754690  A
  15549.8862    334.399891  D
  15564.3396    154.214837  A
  15577.2975    334.247511  D
  15591.6477    154.282595  A
  15604.6574    334.173849  D
  15618.9727    153.765434  A
  15631.8541    333.067663  D
  15646.1949    151.772852  A
  15658.8902    330.501309  D
  15673.2829    148.665483  A
  15685.9400    327.439071  D
  15700.3415    146.035867  A
  15713.1923    325.456787  D
  15727.4992    144.972173  A
  15740.6247    324.941176  D
  15754.7670    145.000522  A
  15768.0706    324.979664  D
  15782.0566    144.760504  A
  15795.3588    324.156849  D
  15809.2652    143.167956  A
  15822.4488    321.940715  D
  15836.3741    140.378656  A
  15849.4745    319.071640  D
  15863.4584    137.663991  A
  15876.6221    316.850474  D
  15890.6065    136.153979  A
  15903.9598    315.967744  D
  15917.8361    135.889312  A
  15931.4112    315.957038  D
  15945.0973    135.970539  A
  15958.8197    315.646498  D
  15972.3113    135.183906  A
  15986.0566    314.122851  D
  15999.4344    132.900888  A
  16013.1031    311.322667  D
  16026.5121    129.803850  A
  16040.1375    308.509132  D
  16053.6521    127.474019  A
  16067.3626    306.994917  D
  16080.8948    126.730552  A
  16094.7875    306.764729  D
  16108.1729    126.847252  A
  16122.2565    306.683631  D
  16135.3839    126.359342  A
  16149.5748    305.376664  D
  16162.4914    124.401131  A
  16176.6854    302.757465  D
  16189.5635    121.451147  A
  16203.7087    299.929854  D
  16216.7087    118.920569  A
  16230.8340    298.141010  D
  16243.9613    117.759075  A
  16258.1397    297.677651  D
  16271.2652    117.689358  A
  16285.5550    297.699129  D
  16298.5207    117.629711  A
  16312.9531    297.094554  D
  16325.6649    116.499494  A
  16340.1940    295.103660  D
  16352.7196    113.941284  A
  16367.2566    292.092791  D
  16379.8097    110.886782  A
  16394.2897    289.535988  D
  16407.0506    108.881371  A
  16421.4728    288.454046  D
  16434.4131    108.387383  A
  16448.8324    288.438407  D
  16461.7482    108.441399  A
  16476.2393    288.152897  D
  16488.9384    107.640845  A
  16503.5239    286.403405  D
  16515.9885    105.328278  A
  16530.6330    283.465590  D
  16543.0479    102.302065  A
  16557.6721    280.744049  D
  16570.2601    100.037020  A
  16584.7954    279.341762  D
  16597.6148     99.173035  A
  16612.0571    279.159862  D
  16625.0016     99.195860  A
  16639.3945    279.168232  D
  16652.2980     98.932734  A
  16666.7044    278.230325  D
  16679.4287     97.423641  A
  16693.8948    275.882133  D
  16706.4560     94.673285  A
  16720.9648    272.855946  D
  16733.5565     91.817059  A
  16748.0342    270.630578  D
  16760.8570     90.190708  A
  16775.2168    269.923209  D
  16788.3092     89.958008  A
  16802.5061    270.011269  D
  16815.7217     89.868216  A
  16829.8004    269.467747  D
  16842.9455     88.670990  A
  16856.9941    267.396615  D
  16869.9848     86.052179  A
  16884.0797    264.349489  D
  16897.0303     83.132756  A
  16911.1651    261.863779  D
  16924.2582     81.289119  A
  16938.3367    260.824152  D
  16951.6567     80.764680  A
  16965.5861    260.805137  D
  16979.1033     80.815960  A
  16992.8468    260.689055  D
  17006.4435     80.201354  A
  17020.0470    259.461428  D
  17033.5961     78.272042  A
  17047.1602    256.906115  D
  17060.6210     75.431566  A
  17074.2466    254.002353  D
  17087.7071     72.945774  A
  17101.3995    252.129982  D
  17115.0005     71.830534  A
  17128.6418    251.695194  D
  17142.4622     71.769692  A
  17155.9065    251.791070  D
  17169.9145     71.461559  A
  17183.1005    250.995816  D
  17197.1797     69.801892  A
  17210.1933    248.604992  D
  17224.2336     66.878550  A
  17237.2714    245.492241  D
  17251.2640     64.143928  A
  17264.4432    243.252434  D
  17278.4586     62.742771  A
  17291.7128    242.511758  D
  17305.8312     62.531031  A
  17319.0006    242.593467  D
  17333.2662     62.503667  A
  17346.2210    242.275658  D
  17360.6094     61.458128  A
  17373.3352    240.676866  D
  17387.7779     59.103857  A
  17400.3983    237.916092  D
  17414.8146     56.214401  A
  17427.5271    235.157442  D
  17441.8887     54.112413  A
  17454.7884    233.622344  D
  17469.1360     53.430182  A
  17482.1329    233.423270  D
  17496.5331     53.467035  A
  17509.4288    233.413043  D
  17523.9430     52.885905  A
  17536.5750    232.257086  D
  17551.1937     50.754671  A
  17563.6076    229.552309  D
  17578.2585     47.601565  A
  17590.6958    226.438457  D
  17605.2962     45.084270  A
  17617.9565    224.498764  D
  17632.4653     44.085313  A
  17645.3415    224.041323  D
  17659.7775     44.076679  A
  17672.6994    224.076681  D
  17687.1362     43.881175  A
  17699.9252    223.441404  D
  17714.4147     42.459217  A
  17727.0038    221.482377  D
  17741.5565     39.803544  A
  17754.0456    218.634453  D
  17768.6122     36.991209  A
  17781.2114    216.169193  D
  17795.7098     35.262333  A
  17808.5555    215.007601  D
  17822.9321     34.889267  A
  17835.9883    214.941772  D
  17850.2470     34.975166  A
  17863.3501    214.744103  D
  17877.5429     34.112975  A
  17890.5096    213.191730  D
  17904.7181     31.643432  A
  17917.5224    210.283744  D
  17931.7851     28.468312  A
  17944.6069    207.383703  D
  17958.8734     26.254359  A
  17971.9056    205.855494  D
  17986.0679     25.611250  A
  17999.3559    205.653865  D
  18013.3350     25.708418  A
  18026.7786    205.559368  D
  18040.5905     25.266795  A
  18054.0457    204.537641  D
  18067.7673     23.506595  A
  18081.1303    202.228174  D
  18094.8664     20.722688  A
  18108.1611    199.433684  D
  18121.9644     18.137386  A
  18135.3187    197.395400  D
  18149.1378     16.802481  A
  18162.6703    196.653818  D
  18176.3866     16.654255  A
  18190.1381    196.702097  D
  18203.6433     16.642165  A
  18217.5411    196.165506  D
  18230.8261     15.492648  A
  18244.7386    194.156268  D
  18257.9146     12.796324  A
  18271.7577    191.099622  D
  18285.0000      9.699421  A
  18298.8197    188.538554  D
  18312.1875      7.802198  A
  18326.0933    187.506473  D
  18339.4618      7.400402  A
  18353.5267    187.460380  D
  18366.7294      7.474358  A
  18380.9630    187.167208  D
  18393.9110      6.751345  A
  18408.2475    185.663579  D
  18420.9992      4.649179  A
  18435.3461    182.991952  D
  18448.0779      1.766626  A
  18462.3771    180.300282  D
  18475.2489    359.413580  A
  18489.5096    178.696725  D
  18502.5312    358.393938  A
  18516.8175    178.333170  D
  18529.8519    358.377913  A
  18544.2384    178.382337  D
  18557.1056    358.216946  A
  18571.6160    177.479695  D
  18584.2215    356.723063  A
  18598.8188    175.034060  D
  18611.2571    353.799344  A
  18625.8543    171.874657  D
  18638.3802    350.800514  A
  18652.9111    169.642180  D
  18665.6753    349.190544  A
  18680.1380    168.992936  D
  18693.0575    349.003449  A
  18707.5007    169.049678  D
  18720.3764    348.970472  A
  18734.8689    168.477807  D
  18747.5369    347.872700  A
  18762.1131    166.536254  D
  18774.5809    345.433093  A
  18789.2077    163.648930  D
  18801.6565    342.541463  A
  18816.2595    161.149162  D
  18828.8861    340.505938  A
  18843.3954    159.948603  D
  18856.2667    339.848708  A
  18870.6563    159.837807  D
  18883.6712    339.864834  A
  18897.9879    159.783690  D
  18910.9639    339.418449  A
  18925.2703    158.587539  D
  18938.0713    337.561655  A
  18952.4199    155.870388  D
  18965.0841    334.540590  A
  18979.4746    152.778053  D
  18992.2213    331.848679  A
  19006.5737    150.889339  D
  19019.5768    330.632109  A
  19033.7936    150.518336  D
  19047.0406    330.587893  A
  19061.0852    150.604480  D
  19074.4249    330.328171  A
  19088.3398    149.762036  D
  19101.6098    328.797450  A
  19115.4940    147.476271  D
  19128.6449    326.116692  A
  19142.5786    144.548550  D
  19155.7105    323.426305  A
  19169.6878    142.342748  D
  19182.9510    321.860430  A
  19196.8800    141.509779  D
  19210.3619    321.525476  A
  19224.1348    141.569658  D
  19237.8115    321.497049  A
  19251.3803    141.351642  D
  19265.1529    320.699133  A
  19278.5484    139.824885  D
  19292.2849    318.428539  A
  19305.6353    136.952902  D
  19319.2944    315.401731  A
  19332.7322    134.038767  D
  19346.4058    313.126208  A
  19359.9287    132.505580  D
  19373.7405    312.345650  A
  19387.2047    132.361681  D
  19401.2136    312.406623  A
  19414.4586    132.336563  D
  19428.6229    311.792199  A
  19441.6150    131.154173  D
  19455.8377    309.778132  A
  19468.6905    128.573521  D
  19482.8828    306.889621  A
  19495.7878    125.661727  D
  19509.9364    304.473257  A
  19522.9893    123.769367  D
  19537.1480    303.381707  A
  19550.2819    123.236090  D
  19564.5173    303.272565  A
  19577.5735    123.310202  D
  19591.9444    303.133825  A
  19604.7788    122.837949  D
  19619.2772    301.893414  A
  19631.8676    120.970452  D
  19646.4218    299.227181  A
  19658.9188    117.966996  D
  19673.4437    296.230910  A
  19686.0792    115.269427  D
  19700.5354    294.360151  A
  19713.3979    114.046473  D
  19727.8142    293.951375  A
  19740.7662    113.999330  D
  19755.2176    294.008066  A
  19768.0409    113.801109  D
  19782.5762    293.044534  A
  19795.1528    112.248043  D
  19809.7718    290.591633  A
  19822.1851    109.413674  D
  19836.8273    287.583493  A
  19849.3089    106.604057  D
  19863.8937    285.454531  A
  19876.5985    105.020562  D
  19891.0850    284.742901  A
  19903.9860    104.727548  D
  19918.3915    284.794789  A
  19931.3475    104.759788  D
  19945.7287    284.454947  A
  19958.5648    103.945548  D
  19972.9897    282.828992  A
  19985.6276    101.743565  D
  20000.1095    279.973365  A
  20012.6650     98.738935  D
  20027.1599    277.154132  A
  20039.8584     96.377326  D
  20054.2779    275.675478  A
  20067.2565     95.545822  D
  20081.5219    275.520280  A
  20094.7128     95.542962  D
  20108.8282    275.472341  A
  20122.0473     95.052546  D
  20136.0794    274.217523  A
  20149.1672     93.091639  D
  20163.2088    271.502863  A
  20176.1814     90.135065  D
  20190.2803    268.553042  A
  20203.3036     87.628217  D
  20217.4049    266.756864  A
  20230.6225     86.472593  D
  20244.6212    266.331684  A
  20258.0642     86.396648  D
  20271.8859    266.423218  A
  20285.4758     86.239147  D
  20299.1235    265.870423  A
  20312.7296     84.999871  D
  20326.2769    263.934458  A
  20339.8030     82.500322  D
  20353.3641    261.010975  A
  20366.8304     79.651801  D
  20380.4748    258.463755  A
  20394.0103     77.797349  D
  20407.6775    257.341077  A
  20421.4034     77.321935  D
  20434.9448    257.353135  A
  20448.8853     77.308644  D
  20462.1844    257.172325  A
  20476.2622     76.431189  D
  20489.3221    255.567808  A
  20503.4098     73.999063  D
  20516.3910    252.626943  A
  20530.4235     70.976278  D
  20543.5078    249.785589  A
  20557.5204     68.841928  D
  20570.7358    248.307569  A
  20584.8091     68.126394  D
  20598.0286    248.123902  A
  20612.2303     68.185995  D
  20625.2942    248.155159  A
  20639.6344     67.742130  D
  20652.4611    247.266307  A
  20666.9009     66.044777  D
  20679.5366    245.006901  A
  20693.9911     63.272310  D
  20706.6160    242.053018  A
  20721.0211     60.612196  D
  20733.8095    239.789718  A
  20748.1696     59.205893  D
  20761.1299    239.003701  A
  20775.5005     59.014081  D
  20788.4698    239.064391  A
  20802.9269     58.922831  D
  20815.6972    238.615574  A
  20830.2707     57.620189  D
  20842.7711    236.641234  A
  20857.4184     54.790507  D
  20869.8076    233.527451  A
  20884.4458     51.766224  D
  20896.9778    230.875916  A
  20911.5377     49.993003  D
  20924.3192    229.734582  A
  20938.7837     49.618530  D
  20951.7068    229.660083  A
  20966.1327     49.693776  D
  20979.0118    229.521784  A
  20993.4611     48.966585  D
  21006.1637    228.270170  A
  21020.6752     46.869283  D
  21033.2043    225.747662  A
  21047.7623     43.959712  D
  21060.2879    222.902746  A
  21074.8229     41.559033  D
  21087.5421    221.008491  A
  21101.9788     40.549276  D
  21114.9490    220.501439  A
  21129.2552     40.570722  D
  21142.3738    220.556667  A
  21156.5743     40.331198  D
  21169.6420    219.762217  A
  21183.8174     38.664236  D
  21196.7087    217.436669  A
  21210.9272     35.650041  D
  21223.7276    214.325528  A
  21237.9891     32.792725  D
  21250.9134    212.034702  A
  21265.1281     31.391783  D
  21278.3069    211.282509  A
  21292.3665     31.261649  D
  21305.7616    211.272258  A
  21319.6373     31.239312  D
  21333.1239    210.863818  A
  21346.8587     30.205574  D
  21360.2961    209.170946  A
  21373.9917     27.850082  D
  21387.3318    206.466339  A
  21401.0783     24.990385  D
  21414.4040    203.896249  A
  21428.2082     22.930001  D
  21441.6558    202.486735  A
  21455.4246     22.247279  D
  21469.0847    202.293252  A
  21482.6887     22.334477  D
  21496.5440    202.197905  A
  21509.9170     21.898796  D
  21523.8591    200.977177  A
  21537.0469     19.939208  D
  21550.9510    198.301539  A
  21564.1173     16.822666  D
  21577.9596    195.296013  A
  21591.2484     14.176667  D
  21605.1180    193.476736  A
  21618.4891     13.083978  D
  21632.4831    193.056026  A
  21645.7733     13.088869  D
  21659.9383    193.054642  A
  21673.0059     12.920622  D
  21687.3128    192.255590  A
  21700.1379     11.538899  D
  21714.5019    190.076922  A
  21727.2072      8.915268  D
  21741.5472    187.226671  A
  21754.3207      6.120142  D
  21768.6090    184.969809  A
  21781.5502      4.372503  D
  21795.8259    184.028022  A
  21808.8661      3.955625  D
  21823.2045    184.041918  A
  21836.1715      4.051134  D
  21850.6227    183.744621  A
  21863.3597      3.321666  D
  21877.9290    182.082478  A
  21890.4174      1.020852  D
  21905.0341    179.091521  A
  21917.4746    357.827139  D
  21932.0524    176.215210  A
  21944.6844    355.412479  D
  21959.1846    174.794747  A
  21972.0427    354.632559  D
  21986.4886    174.649489  A
  21999.4141    354.693028  D
  22013.8712    174.555106  A
  22026.6587    354.240937  D
  22041.1878    173.364593  A
  22053.7496    352.457728  D
  22068.3515    170.822269  A
  22080.7879    349.644281  D
  22095.4090    167.954805  A
  22107.9293    347.044661  D
  22122.4902    166.034563  A
  22135.2452    345.699502  D
  22149.6882    165.454936  A
  22162.6555    345.477901  D
  22176.9962    165.545062  A
  22190.0253    345.446770  D
  22204.3151    165.054275  A
  22217.2310    344.363643  D
  22231.5358    163.040083  A
  22244.2675    341.785881  D
  22258.6242    159.914229  A
  22271.3151    338.706982  D
  22285.6848    157.275173  A
  22298.5614    336.685835  D
  22312.8446    156.215801  A
  22325.9920    336.201116  D
  22340.1118    156.264540  A
  22353.4405    336.227092  D
  22367.3940    156.024560  A
  22380.7324    335.403736  D
  22394.6006    154.459350  A
  22407.8295    333.234947  D
  22421.7112    151.709741  A
  22434.8548    330.391584  D
  22448.7974    148.992300  A
  22461.9950    328.175734  D
  22475.9463    147.452217  A
  22489.3285    327.265258  D
  22503.1766    147.172593  A
  22516.7755    327.201262  D
  22530.4358    147.244119  A
  22544.1956    326.963992  D
  22557.6483    146.469703  A
  22571.4370    325.413437  D
  22584.7689    144.188259  A
  22598.4855    322.585053  D
  22611.8452    141.072511  A
  22625.5166    319.746102  D
  22638.9882    138.739404  A
  22652.7361    318.219418  D
  22666.2370    137.996985  A
  22680.1614    318.049311  D
  22693.5149    138.089410  A
  22707.6229    317.912683  D
  22720.7246    137.610192  A
  22734.9488    316.651996  D
  22747.8316    135.694101  A
  22762.0665    314.089687  D
  22774.9030    132.782647  A
  22789.0909    311.274090  D
  22802.0483    130.256937  A
  22816.2089    309.462207  D
  22829.3047    129.050941  A
  22843.5015    308.928958  D
  22856.6090    128.936409  A
  22870.9162    308.960952  D
  22883.8686    128.897238  A
  22898.3149    308.407534  D
  22911.0151    127.806156  A
  22925.5599    306.386013  D
  22938.0678    125.252768  A
  22952.6252    303.346144  D
  22965.1571    122.174418  A
  22979.6566    300.760700  D
  22992.4017    120.123865  A
  23006.8375    299.678443  D
  23019.7643    119.609267  A
  23034.1941    299.701514  D
  23047.1061    119.696458  A
  23061.5919    299.379238  D
  23074.3013    118.906490  A
  23088.8796    297.666064  D
  23101.3544    116.622594  A
  23115.9945    294.779198  D
  23128.4122    113.615102  A
  23143.0353    292.067862  D
  23155.6159    111.319808  A
  23170.1540    290.642856  D
  23182.9670    110.448818  A
  23197.4057    290.417901  D
  23210.3633    110.465013  A
  23224.7397    290.423797  D
  23237.6642    110.194057  A
  23252.0531    289.548738  D
  23264.8003    108.713434  A
  23279.2421    287.217556  D
  23291.8255    105.960023  A
  23306.3116    284.155353  D
  23318.9204    103.085908  A
  23333.3806    281.887880  D
  23346.2255    101.471660  A
  23360.5626    281.157721  D
  23373.6756    101.179439  A
  23387.8509    281.250661  D
  23401.0957    101.138868  A
  23415.1417    280.741008  D
  23428.3248     99.946994  A
  23442.3298    278.689071  D
  23455.3684     97.348517  A
  23469.4172    275.661224  D
  23482.4121     94.441843  A
  23496.5052    273.168349  D
  23509.6284     92.562593  A
  23523.6770    272.097554  D
  23537.0223     92.059327  A
  23550.9260    272.074819  D
  23564.4694     92.085269  A
  23578.1862    271.998180  D
  23591.8178     91.487109  A
  23605.3841    270.795964  D
  23618.9808     89.602255  A
  23632.4961    268.238553  D
  23646.0055     86.753266  A
  23659.5817    265.296015  D
  23673.0861     84.247915  A
  23686.7362    263.386936  D
  23700.3746     83.096600  A
  23713.9824    262.956671  D
  23727.8330     83.006534  A
  23741.2495    263.063140  D
  23755.2888     82.746656  A
  23768.4403    262.257410  D
  23782.5541     81.047365  A
  23795.5309    259.878875  D
  23809.6128     78.140590  A
  23822.6091    256.784527  D
  23836.6429     75.416576  A
  23849.7812    254.542183  D
  23863.8307     74.009621  A
  23877.0538    253.800783  D
  23891.1976     73.830140  A
  23904.3467    253.868271  D
  23918.6252     73.761204  A
  23931.5685    253.561154  D
  23945.9794     72.780170  A
  23958.6834    251.998852  D
  23973.1542     70.466375  A
  23985.7433    249.241265  D
  24000.1914     67.547381  A
  24012.8685    246.449146  D
  24027.2597     65.398654  A
  24040.1352    244.901003  D
  24054.4986     64.663651  A
  24067.4853    244.660868  D
  24081.8956     64.706318  A
  24094.7834    244.645485  D
  24109.3010     64.157362  A
  24121.9306    243.502618  D
  24136.5501     61.997703  A
  24148.9621    240.817615  D
  24163.6186     58.859091  A
  24176.0503    237.738483  D
  24190.6581     56.347684  A
  24203.3146    235.792429  D
  24217.8244     55.340170  A
  24230.6943    235.282039  D
  24245.1316     55.355564  A
  24258.0586    235.354717  D
  24272.4811     55.155661  A
  24285.2948    234.757145  D
  24299.7630     53.771939  A
  24312.3785    232.826120  D
  24326.9106     51.146871  A
  24339.4169    229.969114  D
  24353.9677     48.310785  A
  24366.5734    227.444692  D
  24381.0630     46.547367  A
  24393.9142    226.263659  D
  24408.2803     46.154583  A
  24421.3578    226.206922  D
  24435.5906     46.217646  A
  24448.7217    225.974871  D
  24462.8856     45.367307  A
  24475.8855    224.432849  D
  24490.0594     42.924442  A
  24502.8986    221.537222  D
  24517.1271     39.767548  A
  24529.9805    218.670556  D
  24544.2176     37.555190  A
  24557.2790    217.161537  D
  24571.4104     36.881773  A
  24584.7200    216.896263  D
  24598.6745     36.964901  A
  24612.1500    216.869975  D
  24625.9294     36.564981  A
  24639.4235    215.857096  D
  24653.1064     34.870490  A
  24666.5145    213.564328  D
  24680.2055     32.102387  A
  24693.5429    210.753981  D
  24707.3032     29.471971  A
  24720.6907    208.666027  D
  24734.4762     28.074970  A
  24748.0404    207.943978  D
  24761.7261     27.906260  A
  24775.5075    207.953730  D
  24788.9842     27.915420  A
  24802.9184    207.425886  D
  24816.1652     26.783339  A
  24830.1219    205.443251  D
  24843.2510     24.083488  A
  24857.1422    202.385268  D
  24870.3379     20.980246  A
  24884.2020    199.835032  D
  24897.5270     19.067434  A
  24911.4659    198.764687  D
  24924.8026     18.655647  A
  24938.8932    198.714535  D
  24952.0737     18.753828  A
  24966.3269    198.471674  D
  24979.2584     18.069415  A
  24993.6159    196.968288  D
  25006.3480     16.006959  A
  25020.7227    194.321359  D
  25033.4239     13.121219  A
  25047.7532    191.607510  D
  25060.5905     10.713730  A
  25074.8793    189.969585  D
  25087.8732      9.657365  A
  25102.1823    189.619639  D
  25115.2033      9.654544  A
  25129.5970    189.625204  D
  25142.4608      9.480402  A
  25156.9826    188.753528  D
  25169.5757      7.979930  A
  25184.1850    186.320168  D
  25196.6088      5.044950  A
  25211.2211    183.148586  D
  25223.7300      2.041673  A
  25238.2770    180.912207  D
  25251.0268      0.462865  A
  25265.4973    180.232622  D
  25278.4151      0.252647  A
  25292.8556    180.289946  D
  25305.7347      0.208184  A
  25320.2195    179.780441  D
  25332.9007    359.158061  A
  25347.4620    177.859403  D
  25359.9466    356.770670  A
  25374.5620    174.986820  D
  25387.0179    353.898577  A
  25401.6149    172.455634  D
  25414.2471    351.834003  A
  25428.7475    171.210995  D
  25441.6233    351.092931  A
  25456.0068    171.105227  D
  25469.0357    351.141704  A
  25483.3315    171.067222  D
  25496.3392    350.708621  A
  25510.6123    169.857219  D
  25523.4488    348.831799  A
  25537.7623    167.133456  D
  25550.4601    345.794860  A
  25564.8181    164.033556  D
  25577.5921    343.084352  A
  25591.9199    162.150246  D
  25604.9440    341.892266  A
  25619.1402    161.792430  D
  25632.4106    341.847111  A
  25646.4252    161.863283  D
  25659.7955    341.572880  A
  25673.6765    161.039158  D
  25686.9897    340.104358  A
  25700.8316    158.806973  D
  25714.0293    337.470178  A
  25727.9184    155.905375  D
  25741.0908    334.789182  A
  25755.0288    153.679823  D
  25768.3239    333.180936  A
  25782.2208    152.807901  D
  25795.7254    332.773849  A
  25809.4740    152.837253  D
  25823.1840    332.812216  A
  25836.7187    152.631184  D
  25850.5294    331.977957  A
  25863.8852    151.123776  D
  25877.6667    329.690358  A
  25890.9697    148.246530  D
  25904.6751    326.641471  A
  25918.0680    145.321809  D
  25931.7823    324.359689  A
  25945.2698    143.776831  D
  25959.1166    323.632325  A
  25972.5466    143.606956  D
  25986.5809    323.639657  A
  25999.8003    143.584783  D
  26013.9956    323.068349  A
  26026.9565    142.441044  D
  26041.2144    321.110984  A
  26054.0321    139.913050  D
  26068.2641    318.242906  A
  26081.1299    137.020089  D
  26095.3144    315.806092  A
  26108.3328    135.082254  D
  26122.5145    314.647344  A
  26135.6240    134.492000  D
  26149.8787    314.527513  A
  26162.9198    134.574536  D
  26177.3046    314.438085  A
  26190.1314    134.146115  D
  26204.6409    313.172619  A
  26217.2208    132.293073  D
  26231.7917    310.499212  A
  26244.2696    129.266970  D
  26258.8132    307.475194  A
  26271.4291    126.520079  D
  26285.9029    305.597601  A
  26298.7473    125.273354  D
  26313.1786    305.216643  A
  26326.1230    125.260116  D
  26340.5722    305.233479  A
  26353.4022    125.048653  D
  26367.9323    304.300851  A
  26380.5159    123.508936  D
  26395.1295    301.910330  A
  26407.5488    120.709113  D
  26422.1880    298.923789  A
  26434.6671    117.902113  D
  26449.2532    296.772161  A
  26461.9509    116.312732  D
  26476.4366    296.006162  A
  26489.3455    116.001230  D
  26503.7383    296.040603  A
  26516.7093    116.007010  D
  26531.0767    295.759235  A
  26543.9350    115.236281  D
  26558.3334    294.155106  A
  26570.9998    113.056082  D
