# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day          lambda(deg)   beta(deg)
  12326.0000    333.730208      0.505229
  12327.0000    347.280509      1.699335
  12328.0000      0.634387      2.779931
  12329.0000     13.766880      3.691972
  12330.0000     26.658773      4.395795
  12331.0000     39.301825      4.867936
  12332.0000     51.702936      5.099724
  12333.0000     63.886400      5.094361
  12334.0000     75.894090      4.863488
  12335.0000     87.783904      4.424135
  12336.0000     99.626987      3.796653
  12337.0000    111.504148      3.003914
  12338.0000    123.501604      2.071790
  12339.0000    135.705893      1.030756
  12340.0000    148.197619     -0.081762
  12341.0000    161.043714     -1.218956
  12342.0000    174.288381     -2.323181
  12343.0000    187.943754     -3.326884
  12344.0000    201.982652     -4.157254
  12345.0000    216.336751     -4.744928
  12346.0000    230.903129     -5.035250
  12347.0000    245.559510     -4.998613
  12348.0000    260.184600     -4.636084
  12349.0000    274.677069     -3.978385
  12350.0000    288.967310     -3.079324
  12351.0000    303.019673     -2.006778
  12352.0000    316.826755     -0.834246
  12353.0000    330.399449      0.365461
  12354.0000    343.756443      1.524371
  12355.0000    356.915765      2.582082
  12356.0000      9.889706      3.487808
  12357.0000     22.683452      4.202057
  12358.0000     35.297005      4.697820
  12359.0000     47.729415      4.960940
  12360.0000     59.984044      4.989407
  12361.0000     72.073550      4.791637
  12362.0000     84.023650      4.384112
  12363.0000     95.875158      3.788930
  12364.0000    107.684286      3.031830
  12365.0000    119.521410      2.141093
  12366.0000    131.468484      1.147515
  12367.0000    143.615075      0.085464
  12368.0000    156.052639     -1.005216
  12369.0000    168.866455     -2.076967
  12370.0000    182.124720     -3.072905
  12371.0000    195.865115     -3.927286
  12372.0000    210.080875     -4.569809
  12373.0000    224.710823     -4.934799
  12374.0000    239.639323     -4.974225
  12375.0000    254.710421     -4.670493
  12376.0000    269.754500     -4.043297
  12377.0000    284.618873     -3.146821
  12378.0000    299.191265     -2.058513
  12379.0000    313.409446     -0.864675
  12380.0000    327.257454      0.351682
  12381.0000    340.753626      1.518067
  12382.0000    353.936287      2.575150
  12383.0000      6.851088      3.476610
  12384.0000     19.541840      4.187977
  12385.0000     32.045210      4.685541
  12386.0000     44.388975      4.955684
  12387.0000     56.593167      4.994509
  12388.0000     68.673316      4.807399
  12389.0000     80.644850      4.408238
  12390.0000     92.527729      3.818162
  12391.0000    104.350504      3.064016
  12392.0000    116.153247      2.176792
  12393.0000    127.989052      1.190451
  12394.0000    139.923993      0.141419
  12395.0000    152.035413     -0.931105
  12396.0000    164.408262     -1.984083
  12397.0000    177.128951     -2.969190
  12398.0000    190.276046     -3.831740
  12399.0000    203.907417     -4.511216
  12400.0000    218.044687     -4.945012
  12401.0000    232.658095     -5.076710
  12402.0000    247.657669     -4.868558
  12403.0000    262.897481     -4.314780
  12404.0000    278.196136     -3.449620
  12405.0000    293.368875     -2.344741
  12406.0000    308.259867     -1.095798
  12407.0000    322.763374      0.195997
  12408.0000    336.829231      1.439666
  12409.0000    350.455556      2.563137
  12410.0000      3.675063      3.514933
  12411.0000     16.540576      4.261575
  12412.0000     29.112949      4.783606
  12413.0000     41.452459      5.072072
  12414.0000     53.613584      5.126170
  12415.0000     65.642655      4.952040
  12416.0000     77.577789      4.562337
  12417.0000     89.450556      3.976099
  12418.0000    101.288812      3.218542
  12419.0000    113.120169      2.320536
  12420.0000    124.975500      1.317763
  12421.0000    136.891979      0.249708
  12422.0000    148.915159     -0.841248
  12423.0000    161.099711     -1.910400
  12424.0000    173.508399     -2.910853
  12425.0000    186.208854     -3.793377
  12426.0000    199.267635     -4.506473
  12427.0000    212.741168     -4.997530
  12428.0000    226.663753     -5.216217
  12429.0000    241.034067     -5.121122
  12430.0000    255.803611     -4.689639
  12431.0000    270.872180     -3.928913
  12432.0000    286.095066     -2.883202
  12433.0000    301.302895     -1.632506
  12434.0000    316.329043     -0.280549
  12435.0000    331.035648      1.063973
  12436.0000    345.330264      2.305285
  12437.0000    359.170330      3.371378
  12438.0000     12.557700      4.216352
  12439.0000     25.527827      4.816769
  12440.0000     38.137798      5.165651
  12441.0000     50.455789      5.266861
  12442.0000     62.552956      5.131108
  12443.0000     74.497837      4.773786
  12444.0000     86.352915      4.214270
  12445.0000     98.172923      3.476134
  12446.0000    110.004541      2.587755
  12447.0000    121.887199      1.582823
  12448.0000    133.854707      0.500436
  12449.0000    145.937435     -0.615392
  12450.0000    158.164656     -1.716801
  12451.0000    170.566631     -2.753544
  12452.0000    183.175905     -3.674624
  12453.0000    196.027315     -4.429950
  12454.0000    209.156201     -4.972105
  12455.0000    222.594458     -5.258560
  12456.0000    236.364374     -5.254913
  12457.0000    250.470717     -4.939664
  12458.0000    264.892437     -4.310450
  12459.0000    279.576246     -3.390551
  12460.0000    294.434953     -2.233015
  12461.0000    309.352872     -0.919126
  12462.0000    324.198636      0.450679
  12463.0000    338.842913      1.771904
  12464.0000    353.176339      2.952103
  12465.0000      7.122891      3.922371
  12466.0000     20.645947      4.641309
  12467.0000     33.747094      5.092305
  12468.0000     46.459838      5.277250
  12469.0000     58.840989      5.209785
  12470.0000     70.961929      4.910013
  12471.0000     82.901041      4.401317
  12472.0000     94.737702      3.709097
  12473.0000    106.547744      2.860954
  12474.0000    118.400092      1.887711
  12475.0000    130.354315      0.824715
  12476.0000    142.458935     -0.287132
  12477.0000    154.750496     -1.401079
  12478.0000    167.253492     -2.465362
  12479.0000    179.981246     -3.425277
  12480.0000    192.937743     -4.226370
  12481.0000    206.120168     -4.818280
  12482.0000    219.521635     -5.158705
  12483.0000    233.133358     -5.217032
  12484.0000    246.945489     -4.977443
  12485.0000    260.946041     -4.441526
  12486.0000    275.117797     -3.630449
  12487.0000    289.433777     -2.586340
  12488.0000    303.852553     -1.371997
  12489.0000    318.315272     -0.067646
  12490.0000    332.746309      1.236140
  12491.0000    347.058767      2.448829
  12492.0000      1.164420      3.491316
  12493.0000     14.985904      4.304984
  12494.0000     28.467840      4.855864
  12495.0000     41.584019      5.133449
  12496.0000     54.339399      5.145738
  12497.0000     66.767489      4.912932
  12498.0000     78.924837      4.461832
  12499.0000     90.884375      3.822010
  12500.0000    102.728890      3.023961
  12501.0000    114.545147      2.098932
  12502.0000    126.418678      1.079950
  12503.0000    138.428964      0.003455
  12504.0000    150.644728     -1.089034
  12505.0000    163.119288     -2.149897
  12506.0000    175.886261     -3.125736
  12507.0000    188.956423     -3.959641
  12508.0000    202.316810     -4.595577
  12509.0000    215.933091     -4.984424
  12510.0000    229.755497     -5.090444
  12511.0000    243.727380     -4.896602
  12512.0000    257.794243     -4.407455
  12513.0000    271.910663     -3.649202
  12514.0000    286.043167     -2.667375
  12515.0000    300.168527     -1.523100
  12516.0000    314.268478     -0.288599
  12517.0000    328.322905      0.957868
  12518.0000    342.303933      2.137768
  12519.0000    356.173125      3.178710
  12520.0000      9.883073      4.020845
  12521.0000     23.383289      4.621986
  12522.0000     36.628770      4.960128
  12523.0000     49.588763      5.032780
  12524.0000     62.253324      4.853566
  12525.0000     74.636375      4.447366
  12526.0000     86.775270      3.845486
  12527.0000     98.727764      3.081920
  12528.0000    110.567576      2.191212
  12529.0000    122.379386      1.207910
  12530.0000    134.253661      0.167296
  12531.0000    146.281214     -0.893053
  12532.0000    158.547156     -1.931436
  12533.0000    171.123886     -2.900618
  12534.0000    184.063179     -3.747725
  12535.0000    197.388172     -4.416376
  12536.0000    211.087142     -4.851721
  12537.0000    225.111720     -5.008156
  12538.0000    239.381910     -4.858141
  12539.0000    253.798273     -4.399342
  12540.0000    268.258547     -3.657390
  12541.0000    282.673666     -2.683112
  12542.0000    296.978274     -1.545436
  12543.0000    311.133427     -0.322582
  12544.0000    325.122317      0.906014
  12545.0000    338.941915      2.065815
  12546.0000    352.593817      3.091390
  12547.0000      6.076951      3.929338
  12548.0000     19.383741      4.540413
  12549.0000     32.500215      4.900925
  12550.0000     45.409548      5.003102
  12551.0000     58.097694      4.854085
  12552.0000     70.559437      4.473562
  12553.0000     82.803331      3.890441
  12554.0000     94.854636      3.139298
  12555.0000    106.756075      2.257325
  12556.0000    118.566729      1.282304
  12557.0000    130.359606      0.251790
  12558.0000    142.218233     -0.796554
  12559.0000    154.232351     -1.823773
  12560.0000    166.492428     -2.788022
  12561.0000    179.082538     -3.643215
  12562.0000    192.071268     -4.338768
  12563.0000    205.500926     -4.821542
  12564.0000    219.376639     -5.040953
  12565.0000    233.658508     -4.957459
  12566.0000    248.261006     -4.552916
  12567.0000    263.062602     -3.839355
  12568.0000    277.924831     -2.861991
  12569.0000    292.715323     -1.694162
  12570.0000    307.327181     -0.425689
  12571.0000    321.689208      0.850866
  12572.0000    335.766034      2.051489
  12573.0000    349.551031      3.107290
  12574.0000      3.056155      3.966713
  12575.0000     16.302166      4.595029
  12576.0000     29.311247      4.972755
  12577.0000     42.102789      5.093973
  12578.0000     54.692265      4.964813
  12579.0000     67.092570      4.601962
  12580.0000     79.316975      4.030961
  12581.0000     91.382730      3.284181
  12582.0000    103.314467      2.398620
  12583.0000    115.146807      1.413793
  12584.0000    126.925866      0.370080
  12585.0000    138.709560     -0.692219
  12586.0000    150.566723     -1.733012
  12587.0000    162.574982     -2.711830
  12588.0000    174.817164     -3.586815
  12589.0000    187.375836     -4.313806
  12590.0000    200.325510     -4.846282
  12591.0000    213.722336     -5.137187
  12592.0000    227.592005     -5.143660
  12593.0000    241.918142     -4.835151
  12594.0000    256.635189     -4.203876
  12595.0000    271.630325     -3.274273
  12596.0000    286.756829     -2.106616
  12597.0000    301.856604     -0.791160
  12598.0000    316.784979      0.566431
  12599.0000    331.429938      1.862903
  12600.0000    345.721146      3.011824
  12601.0000    359.628919      3.950793
  12602.0000     13.156564      4.641815
  12603.0000     26.330102      5.067584
  12604.0000     39.188445      5.226582
  12605.0000     51.775618      5.128806
  12606.0000     64.135561      4.792737
  12607.0000     76.309378      4.243454
  12608.0000     88.334629      3.511447
  12609.0000    100.246150      2.631682
  12610.0000    112.077861      1.642650
  12611.0000    123.865056      0.585281
  12612.0000    135.646720     -0.498164
  12613.0000    147.467466     -1.565060
  12614.0000    159.378764     -2.573047
  12615.0000    171.439150     -3.480242
  12616.0000    183.713094     -4.245146
  12617.0000    196.268142     -4.826540
  12618.0000    209.169922     -5.183963
  12619.0000    222.474685     -5.279553
  12620.0000    236.219494     -5.082107
  12621.0000    250.411063     -4.573831
  12622.0000    265.015666     -3.759164
  12623.0000    279.953775     -2.673141
  12624.0000    295.103228     -1.385012
  12625.0000    310.312623      0.006957
  12626.0000    325.422677      1.390091
  12627.0000    340.289623      2.656688
  12628.0000    354.803823      3.720686
  12629.0000      8.899237      4.526133
  12630.0000     22.553328      5.046836
  12631.0000     35.780111      5.280385
  12632.0000     48.619994      5.240571
  12633.0000     61.129475      4.950900
  12634.0000     73.372448      4.440285
  12635.0000     85.413778      3.740777
  12636.0000     97.315099      2.886751
  12637.0000    109.132538      1.914845
  12638.0000    120.915949      0.864085
  12639.0000    132.709341     -0.224188
  12640.0000    144.552146     -1.306771
  12641.0000    156.481051     -2.339444
  12642.0000    168.532022     -3.278066
  12643.0000    180.742152     -4.079744
  12644.0000    193.150902     -4.703944
  12645.0000    205.800244     -5.113574
  12646.0000    218.733241     -5.276299
  12647.0000    231.990641     -5.166522
  12648.0000    245.605211     -4.768585
  12649.0000    259.593978     -4.081508
  12650.0000    273.949224     -3.124880
  12651.0000    288.630120     -1.944320
  12652.0000    303.557911     -0.613567
  12653.0000    318.617858      0.770004
  12654.0000    333.669899      2.097702
  12655.0000    348.567010      3.266926
  12656.0000      3.176756      4.197495
  12657.0000     17.399705      4.840976
  12658.0000     31.179784      5.180936
  12659.0000     44.505214      5.226449
  12660.0000     57.402130      5.003113
  12661.0000     69.924514      4.545046
  12662.0000     82.143627      3.889480
  12663.0000     94.138847      3.074057
  12664.0000    105.990581      2.136146
  12665.0000    117.775152      1.113357
  12666.0000    129.561324      0.044485
  12667.0000    141.408089     -1.029671
  12668.0000    153.363529     -2.066065
  12669.0000    165.464676     -3.019956
  12670.0000    177.738394     -3.846332
  12671.0000    190.203252     -4.502049
  12672.0000    202.872175     -4.948379
  12673.0000    215.755436     -5.153620
  12674.0000    228.863290     -5.095509
  12675.0000    242.207392     -4.763403
  12676.0000    255.800207     -4.160399
  12677.0000    269.651829     -3.305576
  12678.0000    283.764155     -2.236263
  12679.0000    298.123088     -1.009597
  12680.0000    312.690507      0.298130
  12681.0000    327.398758      1.596102
  12682.0000    342.150913      2.788517
  12683.0000    356.829047      3.787707
  12684.0000     11.309970      4.527071
  12685.0000     25.484391      4.969286
  12686.0000     39.273595      5.107246
  12687.0000     52.638906      4.958601
  12688.0000     65.582621      4.557128
  12689.0000     78.142322      3.944380
  12690.0000     90.381827      3.163678
  12691.0000    102.381618      2.256947
  12692.0000    114.230343      1.263907
  12693.0000    126.017882      0.222790
  12694.0000    137.829766     -0.828235
  12695.0000    149.742557     -1.849615
  12696.0000    161.819883     -2.799525
  12697.0000    174.109148     -3.634007
  12698.0000    186.639278     -4.308479
  12699.0000    199.420139     -4.780666
  12700.0000    212.444265     -5.014637
  12701.0000    225.691124     -4.985207
  12702.0000    239.133352     -4.681758
  12703.0000    252.743553     -4.110685
  12704.0000    266.499755     -3.296125
  12705.0000    280.387792     -2.279174
  12706.0000    294.399658     -1.116051
  12707.0000    308.528029      0.124529
  12708.0000    322.758267      1.364959
  12709.0000    337.060237      2.523871
  12710.0000    351.382843      3.523164
  12711.0000      5.654044      4.296395
  12712.0000     19.787702      4.796789
  12713.0000     33.696151      5.002409
  12714.0000     47.304897      4.916716
  12715.0000     60.565002      4.564483
  12716.0000     73.459937      3.984834
  12717.0000     86.006240      3.223870
  12718.0000     98.249406      2.328860
  12719.0000    110.257273      1.344823
  12720.0000    122.112789      0.313408
  12721.0000    133.907211     -0.726543
  12722.0000    145.733953     -1.737493
  12723.0000    157.682834     -2.681472
  12724.0000    169.834310     -3.518746
  12725.0000    182.253473     -4.207507
  12726.0000    194.984087     -4.705185
  12727.0000    208.043605     -4.971759
  12728.0000    221.420704     -4.974991
  12729.0000    235.076989     -4.696670
  12730.0000    248.953649     -4.138239
  12731.0000    262.982124     -3.323857
  12732.0000    277.096012     -2.299706
  12733.0000    291.240668     -1.129668
  12734.0000    305.377800      0.111219
  12735.0000    319.484286      1.343765
  12736.0000    333.546408      2.490862
  12737.0000    347.551891      3.482653
  12738.0000      1.482488      4.260898
  12739.0000     15.309467      4.782791
  12740.0000     28.993486      5.023986
  12741.0000     42.489006      4.980136
  12742.0000     55.751962      4.666200
  12743.0000     68.748408      4.113333
  12744.0000     81.461761      3.363975
  12745.0000     93.897069      2.466350
  12746.0000    106.081960      1.469670
  12747.0000    118.064885      0.420883
  12748.0000    129.911668     -0.636785
  12749.0000    141.701238     -1.663724
  12750.0000    153.521011     -2.622782
  12751.0000    165.461958     -3.477646
  12752.0000    177.613041     -4.191375
  12753.0000    190.054650     -4.725752
  12754.0000    202.850852     -5.042178
  12755.0000    216.040923     -5.104769
  12756.0000    229.631559     -4.885973
  12757.0000    243.592214     -4.374103
  12758.0000    257.856237     -3.580866
  12759.0000    272.329282     -2.545892
  12760.0000    286.903803     -1.335539
  12761.0000    301.475635     -0.035333
  12762.0000    315.957683      1.261721
  12763.0000    330.287253      2.467098
  12764.0000    344.426387      3.505693
  12765.0000    358.357043      4.320551
  12766.0000     12.073926      4.874092
  12767.0000     25.577537      5.147302
  12768.0000     38.869158      5.138134
  12769.0000     51.948503      4.859654
  12770.0000     64.813991      4.337957
  12771.0000     77.465017      3.609636
  12772.0000     89.905260      2.718738
  12773.0000    102.146087      1.713417
  12774.0000    114.209305      0.642719
  12775.0000    126.128830     -0.445990
  12776.0000    137.951214     -1.508625
  12777.0000    149.735083     -2.504871
  12778.0000    161.549653     -3.397748
  12779.0000    173.472336     -4.152562
  12780.0000    185.585291     -4.735754
  12781.0000    197.970617     -5.114211
  12782.0000    210.703799     -5.255751
  12783.0000    223.845237     -5.131535
  12784.0000    237.430277     -4.721004
  12785.0000    251.459245     -4.019256
  12786.0000    265.890258     -3.045430
  12787.0000    280.638229     -1.848929
  12788.0000    295.582576     -0.509469
  12789.0000    310.583261      0.871495
  12790.0000    325.501290      2.186369
  12791.0000    340.217733      3.338564
  12792.0000    354.646250      4.255034
  12793.0000      8.737150      4.891173
  12794.0000     22.474163      5.229015
  12795.0000     35.866862      5.271852
  12796.0000     48.941763      5.038280
  12797.0000     61.734286      4.557339
  12798.0000     74.282699      3.865163
  12799.0000     86.624366      3.002813
  12800.0000     98.794118      2.014708
  12801.0000    110.824349      0.947226
  12802.0000    122.746309     -0.152756
  12803.0000    134.592119     -1.239357
  12804.0000    146.397008     -2.269022
  12805.0000    158.201379     -3.201470
  12806.0000    170.052367     -4.000115
  12807.0000    182.004576     -4.631986
  12808.0000    194.119747     -5.067349
  12809.0000    206.465035     -5.279437
  12810.0000    219.109518     -5.244838
  12811.0000    232.118553     -4.945198
  12812.0000    245.545682     -4.370852
  12813.0000    259.422322     -3.526609
  12814.0000    273.746381     -2.438939
  12815.0000    288.472441     -1.162234
  12816.0000    303.507401      0.219710
  12817.0000    318.715551      1.600633
  12818.0000    333.934653      2.867602
  12819.0000    349.000178      3.920885
  12820.0000      3.770629      4.690077
  12821.0000     18.146136      5.140701
  12822.0000     32.075822      5.271002
  12823.0000     45.554448      5.103054
  12824.0000     58.612299      4.673028
  12825.0000     71.302829      4.023651
  12826.0000     83.691315      3.199686
  12827.0000     95.846028      2.245901
  12828.0000    107.832220      1.206550
  12829.0000    119.708608      0.125459
  12830.0000    131.525892     -0.953920
  12831.0000    143.326875     -1.988814
  12832.0000    155.147810     -2.937864
  12833.0000    167.020667     -3.762178
  12834.0000    178.975931     -4.426455
  12835.0000    191.045519     -4.899979
  12836.0000    203.265324     -5.157345
  12837.0000    215.676853     -5.179031
  12838.0000    228.327405     -4.952070
  12839.0000    241.268227     -4.471304
  12840.0000    254.550109     -3.741669
  12841.0000    268.216006     -2.781804
  12842.0000    282.290707     -1.628607
  12843.0000    296.768547     -0.341332
  12844.0000    311.601809      0.997451
  12845.0000    326.694299      2.287173
  12846.0000    341.905226      3.422310
  12847.0000    357.066127      4.310490
  12848.0000     12.007928      4.889044
  12849.0000     26.589534      5.133161
  12850.0000     40.718177      5.053338
  12851.0000     54.356263      4.685388
  12852.0000     67.515995      4.078546
  12853.0000     80.246997      3.285976
  12854.0000     92.622272      2.359179
  12855.0000    104.725860      1.345848
  12856.0000    116.643428      0.289939
  12857.0000    128.455734     -0.767283
  12858.0000    140.234395     -1.786093
  12859.0000    152.039440     -2.727623
  12860.0000    163.918334     -3.553928
  12861.0000    175.906345     -4.228857
  12862.0000    188.028249     -4.719610
  12863.0000    200.301271     -4.998654
  12864.0000    212.738942     -5.045673
  12865.0000    225.355268     -4.849218
  12866.0000    238.168341     -4.407970
  12867.0000    251.202429     -3.731722
  12868.0000    264.487592     -2.842388
  12869.0000    278.056104     -1.775275
  12870.0000    291.935308     -0.580539
  12871.0000    306.137203      0.675939
  12872.0000    320.646279      1.913752
  12873.0000    335.408748      3.043140
  12874.0000    350.327955      3.975130
  12875.0000      5.270516      4.635292
  12876.0000     20.084502      4.976804
  12877.0000     34.625259      4.987560
  12878.0000     48.780116      4.688456
  12879.0000     62.483872      4.124447
  12880.0000     75.721973      3.352881
  12881.0000     88.523797      2.433484
  12882.0000    100.950937      1.422149
  12883.0000    113.084804      0.368510
  12884.0000    125.015949     -0.683859
  12885.0000    136.835774     -1.695931
  12886.0000    148.630379     -2.631428
  12887.0000    160.475983     -3.455460
  12888.0000    172.435518     -4.134022
  12889.0000    184.556319     -4.634582
  12890.0000    196.869102     -4.927813
  12891.0000    209.388657     -4.990229
  12892.0000    222.116504     -4.807284
  12893.0000    235.045424     -4.376266
  12894.0000    248.165092     -3.708349
  12895.0000    261.467533     -2.829426
  12896.0000    274.950833     -1.779713
  12897.0000    288.619787     -0.612418
  12898.0000    302.482741      0.608209
  12899.0000    316.544762      1.809473
  12900.0000    330.798280      2.913949
  12901.0000    345.213502      3.845017
  12902.0000    359.731907      4.534549
  12903.0000     14.266303      4.931847
  12904.0000     28.709447      5.011523
  12905.0000     42.949966      4.777360
  12906.0000     56.890946      4.260308
  12907.0000     70.465296      3.511252
  12908.0000     83.643779      2.591318
  12909.0000     96.435140      1.562967
  12910.0000    108.880460      0.483989
  12911.0000    121.044811     -0.595179
  12912.0000    133.008599     -1.631477
  12913.0000    144.859871     -2.587734
  12914.0000    156.687856     -3.430658
  12915.0000    168.577505     -4.129113
  12916.0000    180.604649     -4.653197
  12917.0000    192.831589     -4.974503
  12918.0000    205.303244     -5.067811
  12919.0000    218.044416     -4.914156
  12920.0000    231.058969     -4.504893
  12921.0000    244.331651     -3.845897
  12922.0000    257.832720     -2.960690
  12923.0000    271.524588     -1.891373
  12924.0000    285.368840     -0.696771
  12925.0000    299.331592      0.551914
  12926.0000    313.385668      1.776978
  12927.0000    327.509055      2.900499
  12928.0000    341.680360      3.850281
  12929.0000    355.872952      4.565247
  12930.0000     10.049975      5.000282
  12931.0000     24.162349      5.130299
  12932.0000     38.151031      4.952815
  12933.0000     51.953414      4.488083
  12934.0000     65.512239      3.776164
  12935.0000     78.784501      2.871279
  12936.0000     91.748036      1.834743
  12937.0000    104.404578      0.728240
  12938.0000    116.779359     -0.391153
  12939.0000    128.918203     -1.473590
  12940.0000    140.883262     -2.476910
  12941.0000    152.748312     -3.365583
  12942.0000    164.594070     -4.108958
  12943.0000    176.503604     -4.679501
  12944.0000    188.557681     -5.051654
  12945.0000    200.829807     -5.201768
  12946.0000    213.380887     -5.109505
  12947.0000    226.253761     -4.760923
  12948.0000    239.468339     -4.153052
  12949.0000    253.018482     -3.299186
  12950.0000    266.871888     -2.233304
  12951.0000    280.973748     -1.011661
  12952.0000    295.253858      0.290047
  12953.0000    309.635676      1.584077
  12954.0000    324.045096      2.780919
  12955.0000    338.416926      3.799660
  12956.0000    352.698042      4.575977
  12957.0000      6.847391      5.066595
  12958.0000     20.833887      5.250519
  12959.0000     34.633568      5.128032
  12960.0000     48.227248      4.718385
  12961.0000     61.599384      4.056715
  12962.0000     74.738363      3.190330
  12963.0000     87.637934      2.174480
  12964.0000    100.299222      1.067880
  12965.0000    112.732733     -0.071515
  12966.0000    124.959855     -1.189916
  12967.0000    137.013603     -2.239860
  12968.0000    148.938541     -3.181006
  12969.0000    160.789926     -3.979756
  12970.0000    172.632185     -4.608116
  12971.0000    184.536744     -5.042314
  12972.0000    196.579134     -5.261697
  12973.0000    208.835218     -5.248430
  12974.0000    221.376297     -4.988473
  12975.0000    234.262964     -4.474206
  12976.0000    247.537868     -3.708810
  12977.0000    261.218078     -2.711891
  12978.0000    275.288500     -1.524858
  12979.0000    289.698407     -0.213581
  12980.0000    304.363218      1.134357
  12981.0000    319.172665      2.419040
  12982.0000    334.004504      3.542493
  12983.0000    348.740751      4.423330
  12984.0000      3.282215      5.006955
  12985.0000     17.557794      5.268828
  12986.0000     31.527118      5.211672
  12987.0000     45.177443      4.859373
  12988.0000     58.517117      4.250366
  12989.0000     71.568079      3.432112
  12990.0000     84.359234      2.457043
  12991.0000     96.921672      1.379673
  12992.0000    109.286010      0.254360
  12993.0000    121.481643     -0.866630
  12994.0000    133.537494     -1.934844
  12995.0000    145.483717     -2.907028
  12996.0000    157.353816     -3.746017
  12997.0000    169.186700     -4.420987
  12998.0000    181.028274     -4.907133
  12999.0000    192.932270     -5.184957
  13000.0000    204.960083     -5.239542
  13001.0000    217.179366     -5.060231
  13002.0000    229.661103     -4.641199
  13003.0000    242.474796     -3.983370
  13004.0000    255.681423     -3.097928
  13005.0000    269.324071     -2.011237
  13006.0000    283.416849     -0.770054
  13007.0000    297.933998      0.555260
  13008.0000    312.802653      1.872711
  13009.0000    327.903690      3.078171
  13010.0000    343.083818      4.071605
  13011.0000    358.178006      4.774905
  13012.0000     13.036115      5.144338
  13013.0000     27.544991      5.173219
  13014.0000     41.639594      4.885669
  13015.0000     55.302135      4.326034
  13016.0000     68.552792      3.548647
  13017.0000     81.437004      2.610522
  13018.0000     94.013276      1.567318
  13019.0000    106.343525      0.471676
  13020.0000    118.486526     -0.627192
  13021.0000    130.494255     -1.683579
  13022.0000    142.410648     -2.655516
  13023.0000    154.272277     -3.505308
  13024.0000    166.110458     -4.200268
  13025.0000    177.954296     -4.713423
  13026.0000    189.834130     -5.023987
  13027.0000    201.784836     -5.117493
  13028.0000    213.848431     -4.985683
  13029.0000    226.075504     -4.626422
  13030.0000    238.524983     -4.044006
  13031.0000    251.261768     -3.250319
  13032.0000    264.351663     -2.267126
  13033.0000    277.853081     -1.129483
  13034.0000    291.805293      0.110452
  13035.0000    306.214075      1.380995
  13036.0000    321.037606      2.592619
  13037.0000    336.177969      3.646401
  13038.0000    351.484765      4.449391
  13039.0000      6.774495      4.932767
  13040.0000     21.862131      5.065278
  13041.0000     36.594050      4.856072
  13042.0000     50.870455      4.346738
  13043.0000     64.651584      3.597798
  13044.0000     77.950135      2.675840
  13045.0000     90.816510      1.644881
  13046.0000    103.323066      0.562376
  13047.0000    115.550868     -0.521446
  13048.0000    127.580037     -1.562602
  13049.0000    139.483460     -2.522006
  13050.0000    151.323241     -3.364507
  13051.0000    163.149327     -4.058630
  13052.0000    174.999976     -4.577026
  13053.0000    186.903785     -4.897436
  13054.0000    198.883038     -5.003837
  13055.0000    210.957906     -4.887466
  13056.0000    223.150899     -4.547515
  13057.0000    235.490777     -3.991469
  13058.0000    248.015138     -3.235296
  13059.0000    260.770896     -2.303834
  13060.0000    273.811955     -1.231658
  13061.0000    287.193443     -0.064537
  13062.0000    300.962082      1.138983
  13063.0000    315.142904      2.307054
  13064.0000    329.724021      3.356959
  13065.0000    344.643540      4.202486
  13066.0000    359.784959      4.766640
  13067.0000     14.986928      4.996899
  13068.0000     30.068231      4.877075
  13069.0000     44.860803      4.430032
  13070.0000     59.238669      3.709968
  13071.0000     73.133230      2.788431
  13072.0000     86.533106      1.740373
  13073.0000     99.473275      0.634599
  13074.0000    112.020084     -0.470444
  13075.0000    124.256953     -1.526856
  13076.0000    136.272942     -2.495411
  13077.0000    148.154489     -3.343184
  13078.0000    159.979792     -4.041642
  13079.0000    171.815222     -4.565662
  13080.0000    183.713396     -4.893599
  13081.0000    195.712788     -5.008303
  13082.0000    207.838943     -4.898792
  13083.0000    220.107288     -4.562159
  13084.0000    232.527305     -4.005238
  13085.0000    245.107426     -3.245638
  13086.0000    257.859695     -2.311988
  13087.0000    270.803072     -1.243492
  13088.0000    283.964295     -0.089096
  13089.0000    297.375508      1.093479
  13090.0000    311.068221      2.238912
  13091.0000    325.063800      3.276198
  13092.0000    339.361645      4.132332
  13093.0000    353.927719      4.738733
  13094.0000      8.687548      5.040538
  13095.0000     23.528226      5.007001
  13096.0000     38.311680      4.639346
  13097.0000     52.896749      3.972199
  13098.0000     67.163088      3.067124
  13099.0000     81.029027      2.000629
  13100.0000     94.458986      0.851319
  13101.0000    107.461011     -0.309707
  13102.0000    120.078102     -1.423564
  13103.0000    132.377407     -2.444082
  13104.0000    144.439997     -3.335777
  13105.0000    156.352413     -4.070976
  13106.0000    168.200080     -4.627229
  13107.0000    180.062243     -4.985642
  13108.0000    192.008033     -5.130418
  13109.0000    204.093475     -5.049647
  13110.0000    216.359537     -4.737210
  13111.0000    228.831500     -4.195412
  13112.0000    241.519988     -3.437761
  13113.0000    254.423759     -2.491099
  13114.0000    267.533890     -1.396349
  13115.0000    280.838485     -0.207440
  13116.0000    294.326665      1.011505
  13117.0000    307.990616      2.190221
  13118.0000    321.824892      3.256923
  13119.0000    335.822822      4.143044
