# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day          lambda(deg)   beta(deg)
      0.0000    272.417352      1.108782
      1.0000    286.886849      2.358120
      2.0000    301.578504      3.469665
      3.0000    316.370126      4.356191
      4.0000    331.133580      4.951223
      5.0000    345.753702      5.218028
      6.0000      0.142914      5.151382
      7.0000     14.247915      4.773125
      8.0000     28.048237      4.124616
      9.0000     41.549173      3.259165
     10.0000     54.772416      2.236079
     11.0000     67.747202      1.116570
     12.0000     80.503571     -0.039043
     13.0000     93.068383     -1.173502
     14.0000    105.464029     -2.234564
     15.0000    117.709409     -3.176772
     16.0000    129.822484     -3.962841
     17.0000    141.823659     -4.564373
     18.0000    153.739212     -4.961762
     19.0000    165.604180     -5.143373
     20.0000    177.464238     -5.104283
     21.0000    189.376368     -4.845020
     22.0000    201.408162     -4.370761
     23.0000    213.635612     -3.691424
     24.0000    226.139092     -2.822975
     25.0000    238.997064     -1.790078
     26.0000    252.277003     -0.629840
     27.0000    266.023426      0.604298
     28.0000    280.244050      1.840472
     29.0000    294.897140      2.990782
     30.0000    309.885340      3.960392
     31.0000    325.061756      4.662875
     32.0000    340.250661      5.037232
     33.0000    355.278159      5.059555
     34.0000     10.002200      4.744441
     35.0000     24.331515      4.136818
     36.0000     38.229376      3.299264
     37.0000     51.705154      2.300314
     38.0000     64.799931      1.206642
     39.0000     77.571715      0.079272
     40.0000     90.083321     -1.027476
     41.0000    102.393961     -2.065808
     42.0000    114.554398     -2.994094
     43.0000    126.605166     -3.776850
     44.0000    138.577258     -4.385121
     45.0000    150.494733     -4.797060
     46.0000    162.378575     -4.998389
     47.0000    174.251145     -4.982503
     48.0000    186.140485     -4.750123
     49.0000    198.083831     -4.308655
     50.0000    210.129822     -3.671528
     51.0000    222.339002     -2.857940
     52.0000    234.782244     -1.893357
     53.0000    247.536635     -0.810992
     54.0000    260.678154      0.345821
     55.0000    274.270544      1.521014
     56.0000    288.350374      2.644375
     57.0000    302.910046      3.633621
     58.0000    317.883445      4.402254
     59.0000    333.141662      4.873653
     60.0000    348.505577      4.997978
     61.0000      3.775667      4.764822
     62.0000     18.769712      4.205166
     63.0000     33.353949      3.381786
     64.0000     47.457436      2.373514
     65.0000     61.069046      1.260499
     66.0000     74.223532      0.114808
     67.0000     86.984348     -1.003239
     68.0000     99.428253     -2.044845
     69.0000    111.633735     -2.970793
     70.0000    123.673332     -3.749353
     71.0000    135.609246     -4.354841
     72.0000    147.491571     -4.767065
     73.0000    159.358643     -4.971536
     74.0000    171.239137     -4.960138
     75.0000    183.155527     -4.731886
     76.0000    195.128423     -4.293454
     77.0000    207.181117     -3.659302
     78.0000    219.343619     -2.851433
     79.0000    231.655465     -1.899018
     80.0000    244.166633     -0.838181
     81.0000    256.935975      0.287774
     82.0000    270.026567      1.427694
     83.0000    283.497428      2.521862
     84.0000    297.391409      3.502265
     85.0000    311.720153      4.295392
     86.0000    326.449115      4.829181
     87.0000    341.488232      5.044528
     88.0000    356.694873      4.909010
     89.0000     11.892609      4.427511
     90.0000     26.902003      3.643990
     91.0000     41.572646      2.632538
     92.0000     55.805037      1.481625
     93.0000     69.557079      0.278388
     94.0000     82.837573     -0.901874
     95.0000     95.692863     -1.999763
     96.0000    108.192319     -2.971070
     97.0000    120.415896     -3.783773
     98.0000    132.444820     -4.414712
     99.0000    144.355232     -4.847033
    100.0000    156.214215     -5.068793
    101.0000    168.077732     -5.072709
    102.0000    179.990137     -4.856819
    103.0000    191.985120     -4.425662
    104.0000    204.087910     -3.791580
    105.0000    216.318486     -2.975712
    106.0000    228.695304     -2.008400
    107.0000    241.238863     -0.928902
    108.0000    253.974289      0.215481
    109.0000    266.932159      1.370627
    110.0000    280.146833      2.476997
    111.0000    293.651847      3.471293
    112.0000    307.472293      4.288843
    113.0000    321.614886      4.867490
    114.0000    336.057562      5.153722
    115.0000    350.741816      5.111016
    116.0000      5.571706      4.728784
    117.0000     20.422278      4.028689
    118.0000     35.156824      3.064728
    119.0000     49.648250      1.915600
    120.0000     63.797870      0.671521
    121.0000     77.546449     -0.579748
    122.0000     90.876202     -1.763170
    123.0000    103.805773     -2.821069
    124.0000    116.381589     -3.712888
    125.0000    128.668461     -4.412128
    126.0000    140.741188     -4.902501
    127.0000    152.677767     -5.174619
    128.0000    164.554212     -5.223875
    129.0000    176.440719     -5.049641
    130.0000    188.398889     -4.655689
    131.0000    200.479893     -4.051548
    132.0000    212.723524     -3.254382
    133.0000    225.158216     -2.290876
    134.0000    237.802022     -1.198516
    135.0000    250.664411     -0.025722
    136.0000    263.748526      1.169495
    137.0000    277.053335      2.322357
    138.0000    290.575001      3.365272
    139.0000    304.306907      4.232418
    140.0000    318.238048      4.864552
    141.0000    332.349985      5.213831
    142.0000    346.613116      5.248604
    143.0000      0.983535      4.957933
    144.0000     15.401963      4.355098
    145.0000     29.795940      3.478811
    146.0000     44.085583      2.390787
    147.0000     58.192025      1.169163
    148.0000     72.046662     -0.101158
    149.0000     85.599116     -1.338809
    150.0000     98.822335     -2.474192
    151.0000    111.714262     -3.453927
    152.0000    124.296477     -4.241422
    153.0000    136.610723     -4.814639
    154.0000    148.714365     -5.162613
    155.0000    160.675582     -5.282006
    156.0000    172.568772     -5.174541
    157.0000    184.470319     -4.845676
    158.0000    196.454668     -4.304607
    159.0000    208.590569     -3.565468
    160.0000    220.937373     -2.649457
    161.0000    233.541409     -1.587377
    162.0000    246.432669     -0.421843
    163.0000    259.622257      0.791825
    164.0000    273.101220      1.986981
    165.0000    286.841370      3.089870
    166.0000    300.798407      4.026353
    167.0000    314.917110      4.729947
    168.0000    329.137659      5.149344
    169.0000    343.401706      5.253875
    170.0000    357.656799      5.036122
    171.0000     11.858341      4.511859
    172.0000     25.969122      3.717939
    173.0000     39.957258      2.708741
    174.0000     53.793788      1.551495
    175.0000     67.451127      0.320608
    176.0000     80.903172     -0.908653
    177.0000     94.127176     -2.066430
    178.0000    107.106935     -3.093465
    179.0000    119.836383     -3.944335
    180.0000    132.322651     -4.588323
    181.0000    144.587897     -5.008214
    182.0000    156.669624     -5.197766
    183.0000    168.619608     -5.158789
    184.0000    180.501744     -4.898603
    185.0000    192.389137     -4.428417
    186.0000    204.360595     -3.762894
    187.0000    216.496492     -2.920965
    188.0000    228.873795     -1.927775
    189.0000    241.560016     -0.817412
    190.0000    254.606039      0.364315
    191.0000    268.038286      1.558218
    192.0000    281.851537      2.692716
    193.0000    296.004633      3.688770
    194.0000    310.421664      4.468958
    195.0000    325.000339      4.968915
    196.0000    339.626740      5.147757
    197.0000    354.192707      4.993981
    198.0000      8.610632      4.525313
    199.0000     22.821552      3.783522
    200.0000     36.795474      2.826855
    201.0000     50.525707      1.722568
    202.0000     64.020304      0.540883
    203.0000     77.293589     -0.649501
    204.0000     90.359731     -1.784805
    205.0000    103.229326     -2.808928
    206.0000    115.909057     -3.675698
    207.0000    128.403880     -4.350420
    208.0000    140.720783     -4.810451
    209.0000    152.873006     -5.044668
    210.0000    164.883730     -5.051957
    211.0000    176.788589     -4.839156
    212.0000    188.636708     -4.418969
    213.0000    200.490302     -3.808375
    214.0000    212.422960     -3.027896
    215.0000    224.516620     -2.101956
    216.0000    236.857067     -1.060354
    217.0000    249.527515      0.059349
    218.0000    262.599796      1.209117
    219.0000    276.123058      2.328511
    220.0000    290.110956      3.345282
    221.0000    304.530233      4.180338
    222.0000    319.295485      4.757975
    223.0000    334.275147      5.019716
    224.0000    349.310480      4.937177
    225.0000      4.243135      4.518493
    226.0000     18.941893      3.805512
    227.0000     33.319545      2.863675
    228.0000     47.336394      1.769428
    229.0000     60.992879      0.599668
    230.0000     74.316760     -0.574845
    231.0000     87.349792     -1.692448
    232.0000    100.136828     -2.701336
    233.0000    112.718535     -3.559441
    234.0000    125.127775     -4.234258
    235.0000    137.389221     -4.702836
    236.0000    149.521494     -4.951796
    237.0000    161.540963     -4.977099
    238.0000    173.466270     -4.783362
    239.0000    185.322698     -4.382700
    240.0000    197.145664     -3.793329
    241.0000    208.982904     -3.038250
    242.0000    220.895135     -2.144398
    243.0000    232.955067     -1.142564
    244.0000    245.244576     -0.068217
    245.0000    257.849606      1.036849
    246.0000    270.852166      2.122474
    247.0000    284.318841      3.128660
    248.0000    298.286015      3.986219
    249.0000    312.743890      4.621471
    250.0000    327.624213      4.966275
    251.0000    342.798725      4.972297
    252.0000    358.093797      4.624915
    253.0000     13.320010      3.950146
    254.0000     28.306954      3.010392
    255.0000     42.930273      1.890731
    256.0000     57.122928      0.682262
    257.0000     70.871193     -0.531094
    258.0000     84.201493     -1.679531
    259.0000     97.164752     -2.708850
    260.0000    109.822583     -3.578848
    261.0000    122.237082     -4.260786
    262.0000    134.464390     -4.735219
    263.0000    146.551565     -4.990665
    264.0000    158.536136     -5.023039
    265.0000    170.447756     -4.835533
    266.0000    182.311339     -4.438559
    267.0000    194.151044     -3.849465
    268.0000    205.994421     -3.091925
    269.0000    217.876088     -2.195095
    270.0000    229.840383     -1.192779
    271.0000    241.942573     -0.122898
    272.0000    254.248218      0.972500
    273.0000    266.830289      2.046674
    274.0000    279.763468      3.047340
    275.0000    293.115051      3.916261
    276.0000    306.932272      4.590481
    277.0000    321.227085      5.006755
    278.0000    335.961679      5.110302
    279.0000    351.040534      4.867288
    280.0000      6.315385      4.277421
    281.0000     21.605726      3.380649
    282.0000     36.730043      2.253103
    283.0000     51.536810      0.992669
    284.0000     65.924675     -0.299631
    285.0000     79.847711     -1.534970
    286.0000     93.308573     -2.644624
    287.0000    106.345497     -3.580849
    288.0000    119.018415     -4.313616
    289.0000    131.397136     -4.826082
    290.0000    143.552620     -5.110684
    291.0000    155.551232     -5.166559
    292.0000    167.451494     -4.998336
    293.0000    179.302862     -4.615955
    294.0000    191.146130     -4.035065
    295.0000    203.015117     -3.277561
    296.0000    214.939300     -2.371877
    297.0000    226.946960     -1.352835
    298.0000    239.068338     -0.261034
    299.0000    251.338208      0.858088
    300.0000    263.797310      1.955270
    301.0000    276.492037      2.978359
    302.0000    289.471867      3.873170
    303.0000    302.784096      4.584659
    304.0000    316.465720      5.059118
    305.0000    330.532984      5.248322
    306.0000    344.970287      5.116287
    307.0000    359.721605      4.648214
    308.0000     14.688531      3.859329
    309.0000     29.738128      2.799581
    310.0000     44.720474      1.550316
    311.0000     59.491440      0.212169
    312.0000     73.933710     -1.111939
    313.0000     87.970218     -2.332336
    314.0000    101.567974     -3.381740
    315.0000    114.733906     -4.217014
    316.0000    127.506160     -4.815704
    317.0000    139.944097     -5.170472
    318.0000    152.119078     -5.283823
    319.0000    164.106988     -5.164321
    320.0000    175.982625     -4.824549
    321.0000    187.815736     -4.280596
    322.0000    199.668396     -3.552625
    323.0000    211.593495     -2.666011
    324.0000    223.634190     -1.652563
    325.0000    235.824249     -0.551313
    326.0000    248.189191      0.591515
    327.0000    260.748046      1.723564
    328.0000    273.515404      2.788412
    329.0000    286.503285      3.728392
    330.0000    299.722251      4.487789
    331.0000    313.181223      5.016165
    332.0000    326.885591      5.271778
    333.0000    340.833585      5.225279
    334.0000    355.011354      4.863891
    335.0000      9.387816      4.195830
    336.0000     23.910904      3.253948
    337.0000     38.507011      2.096741
    338.0000     53.084999      0.804790
    339.0000     67.544915     -0.528094
    340.0000     81.789924     -1.807377
    341.0000     95.738732     -2.950343
    342.0000    109.335477     -3.894833
    343.0000    122.555067     -4.602258
    344.0000    135.403544     -5.055485
    345.0000    147.914480     -5.253792
    346.0000    160.143084     -5.207252
    347.0000    172.159588     -4.932137
    348.0000    184.042963     -4.448041
    349.0000    195.875386     -3.776750
    350.0000    207.737480     -2.942565
    351.0000    219.704120     -1.973637
    352.0000    231.840582     -0.903791
    353.0000    244.198978      0.225759
    354.0000    256.815149      1.365540
    355.0000    269.706464      2.458476
    356.0000    282.871175      3.442568
    357.0000    296.289903      4.255574
    358.0000    309.929465      4.841011
    359.0000    323.748543      5.154277
    360.0000    337.703957      5.167625
    361.0000    351.755881      4.873196
    362.0000      5.870573      4.284022
    363.0000     20.019937      3.433379
    364.0000     34.178294      2.372916
    365.0000     48.317666      1.169588
    366.0000     62.403392     -0.098914
    367.0000     76.391951     -1.350482
    368.0000     90.232250     -2.506293
    369.0000    103.870622     -3.498583
    370.0000    117.258423     -4.276695
    371.0000    130.360194     -4.809925
    372.0000    143.160211     -5.086799
    373.0000    155.665974     -5.111618
    374.0000    167.908380     -4.899776
    375.0000    179.939213     -4.473298
    376.0000    191.827040     -3.857571
    377.0000    203.652396     -3.079627
    378.0000    215.502784     -2.167955
    379.0000    227.467530     -1.153568
    380.0000    239.632231     -0.071896
    381.0000    252.072483      1.035054
    382.0000    264.846732      2.117071
    383.0000    277.988719      3.115679
    384.0000    291.500843      3.966711
    385.0000    305.350628      4.606119
    386.0000    319.472761      4.978492
    387.0000    333.777946      5.046269
    388.0000    348.167372      4.796756
    389.0000      2.548838      4.244592
    390.0000     16.849583      3.429188
    391.0000     31.022315      2.408657
    392.0000     45.043831      1.252568
    393.0000     58.908193      0.035339
    394.0000     72.617578     -1.169083
    395.0000     86.173742     -2.291490
    396.0000     99.572248     -3.271119
    397.0000    112.800553     -4.058962
    398.0000    125.840055     -4.620382
    399.0000    138.671166     -4.936450
    400.0000    151.279856     -5.003576
    401.0000    163.663841     -4.831455
    402.0000    175.837068     -4.439875
    403.0000    187.831827     -3.855241
    404.0000    199.698608     -3.107595
    405.0000    211.504185     -2.228693
    406.0000    223.328503     -1.251346
    407.0000    235.260618     -0.209971
    408.0000    247.393628      0.857906
    409.0000    259.818160      1.909644
    410.0000    272.613894      2.895701
    411.0000    285.838972      3.759118
    412.0000    299.518104      4.437640
    413.0000    313.631950      4.869639
    414.0000    328.112007      5.003910
    415.0000    342.845501      4.811277
    416.0000    357.691883      4.293823
    417.0000     12.507269      3.487465
    418.0000     27.168671      2.456327
    419.0000     41.589995      1.281367
    420.0000     55.726250      0.047930
    421.0000     69.567750     -1.163932
    422.0000     83.128905     -2.285008
    423.0000     96.436112     -3.259063
    424.0000    109.517752     -4.043095
    425.0000    122.397679     -4.606960
    426.0000    135.092478     -4.932966
    427.0000    147.612094     -5.015462
    428.0000    159.962972     -4.860144
    429.0000    172.152604     -4.482804
    430.0000    184.194333     -3.907474
    431.0000    196.111443     -3.164207
    432.0000    207.939933     -2.286879
    433.0000    219.729761     -1.311462
    434.0000    231.544604     -0.275092
    435.0000    243.460205      0.783946
    436.0000    255.561297      1.825376
    437.0000    267.936760      2.805553
    438.0000    280.672489      3.676110
    439.0000    293.841410      4.383568
    440.0000    307.490708      4.871170
    441.0000    321.627722      5.084285
    442.0000    336.208252      4.979928
    443.0000    351.132860      4.538911
    444.0000      6.256113      3.776407
    445.0000     21.409086      2.745373
    446.0000     36.428711      1.529633
    447.0000     51.183665      0.228732
    448.0000     65.588782     -1.059104
    449.0000     79.606264     -2.249737
    450.0000     93.237351     -3.279031
    451.0000    106.509877     -4.103051
    452.0000    119.466029     -4.695207
    453.0000    132.152616     -5.042720
    454.0000    144.614599     -5.143694
    455.0000    156.891731     -5.005173
    456.0000    169.017798     -4.641962
    457.0000    181.021828     -4.075813
    458.0000    192.930600     -3.334613
    459.0000    204.771800     -2.451360
    460.0000    216.577202     -1.462950
    461.0000    228.385401     -0.408934
    462.0000    240.243687      0.669489
    463.0000    252.208801      1.730025
    464.0000    264.346294      2.729306
    465.0000    276.728166      3.622488
    466.0000    289.428364      4.362828
    467.0000    302.515632      4.901927
    468.0000    316.043463      5.191651
    469.0000    330.037697      5.188826
    470.0000    344.483803      4.863303
    471.0000    359.317816      4.208504
    472.0000     14.425889      3.251171
    473.0000     29.655895      2.055177
    474.0000     44.839864      0.715293
    475.0000     59.820755     -0.658548
    476.0000     74.474904     -1.960592
    477.0000     88.724142     -3.104641
    478.0000    102.536676     -4.031175
    479.0000    115.919887     -4.706683
    480.0000    128.909400     -5.118554
    481.0000    141.558007     -5.268940
    482.0000    153.926386     -5.169677
    483.0000    166.076340     -4.838979
    484.0000    178.066476     -4.299744
    485.0000    189.949972     -3.578956
    486.0000    201.773991     -2.707637
    487.0000    213.580348     -1.720862
    488.0000    225.407049     -0.657545
    489.0000    237.290339      0.440123
    490.0000    249.266892      1.527552
    491.0000    261.375729      2.558779
    492.0000    273.659464      3.487467
    493.0000    286.164420      4.267806
    494.0000    298.939180      4.855420
    495.0000    312.031137      5.208661
    496.0000    325.480765      5.290888
    497.0000    339.313689      5.074426
    498.0000    353.531354      4.546539
    499.0000      8.102144      3.716850
    500.0000     22.955890      2.624057
    501.0000     37.984959      1.338374
    502.0000     53.053911     -0.043720
    503.0000     68.016781     -1.412992
    504.0000     82.737802     -2.665355
    505.0000     97.109756     -3.717558
    506.0000    111.065245     -4.515461
    507.0000    124.579290     -5.033937
    508.0000    137.664736     -5.271113
    509.0000    150.363543     -5.240776
    510.0000    162.736990     -4.965729
    511.0000    174.856770     -4.473323
    512.0000    186.797899     -3.793195
    513.0000    198.633539     -2.956671
    514.0000    210.431494     -1.997183
    515.0000    222.252039     -0.951065
    516.0000    234.146810      0.141766
    517.0000    246.158563      1.237635
    518.0000    258.321699      2.289663
    519.0000    270.663442      3.249112
    520.0000    283.205499      4.067389
    521.0000    295.965890      4.698471
    522.0000    308.960521      5.101507
    523.0000    322.203933      5.243452
    524.0000    335.708666      5.101816
    525.0000    349.482806      4.667703
    526.0000      3.525611      3.949275
    527.0000     17.821670      2.975292
    528.0000     32.334769      1.797632
    529.0000     47.003465      0.490906
    530.0000     61.740743     -0.852727
    531.0000     76.439670     -2.134102
    532.0000     90.985231     -3.260897
    533.0000    105.270013     -4.160536
    534.0000    119.209480     -4.787901
    535.0000    132.752608     -5.126045
    536.0000    145.885653     -5.181264
    537.0000    158.629534     -4.975615
    538.0000    171.033053     -4.539776
    539.0000    183.164547     -3.907904
    540.0000    195.103804     -3.114860
    541.0000    206.935172     -2.195434
    542.0000    218.741973     -1.184916
    543.0000    230.602000     -0.120346
    544.0000    242.583776      0.958157
    545.0000    254.743389      2.006565
    546.0000    267.121965      2.977074
    547.0000    279.744112      3.819562
    548.0000    292.617806      4.484480
    549.0000    305.736146      4.926885
    550.0000    319.081021      5.110982
    551.0000    332.628129      5.014332
    552.0000    346.352159      4.631012
    553.0000      0.230625      3.973367
    554.0000     14.245047      3.072424
    555.0000     28.378870      1.977147
    556.0000     42.612522      0.752548
    557.0000     56.917031     -0.523755
    558.0000     71.248447     -1.767114
    559.0000     85.545592     -2.893711
    560.0000     99.733053     -3.829782
    561.0000    113.729687     -4.520085
    562.0000    127.460694     -4.933169
    563.0000    140.869760     -5.061967
    564.0000    153.927807     -4.920056
    565.0000    166.636500     -4.535434
    566.0000    179.026745     -3.944044
    567.0000    191.153773     -3.184697
    568.0000    203.090721     -2.296065
    569.0000    214.922049     -1.315662
    570.0000    226.737450     -0.280318
    571.0000    238.626253      0.772450
    572.0000    250.672030      1.802795
    573.0000    262.947076      2.767264
    574.0000    275.506724      3.618526
    575.0000    288.383943      4.306777
    576.0000    301.585303      4.783236
    577.0000    315.089851      5.005631
    578.0000    328.852258      4.944750
    579.0000    342.810531      4.590416
    580.0000    356.896849      3.955056
    581.0000     11.048560      3.073781
    582.0000     25.216063      2.001118
    583.0000     39.365472      0.805589
    584.0000     53.475896     -0.436425
    585.0000     67.532916     -1.646619
    586.0000     81.520815     -2.750260
    587.0000     95.416210     -3.681374
    588.0000    109.185244     -4.387595
    589.0000    122.785374     -4.834115
    590.0000    136.171361     -5.005858
    591.0000    149.303672     -4.907128
    592.0000    162.156807     -4.558725
    593.0000    174.725375     -3.993314
    594.0000    187.026802     -3.250333
    595.0000    199.100825     -2.371645
    596.0000    211.006640     -1.398663
    597.0000    222.818767     -0.371135
    598.0000    234.622352      0.672655
    599.0000    246.508198      1.694705
    600.0000    258.567334      2.655671
    601.0000    270.884781      3.513429
    602.0000    283.532162      4.222536
    603.0000    296.559309      4.735432
    604.0000    309.985863      5.006128
    605.0000    323.794995      4.996616
    606.0000    337.932108      4.685138
    607.0000    352.310801      4.074017
    608.0000      6.826080      3.193985
    609.0000     21.371546      2.102709
    610.0000     35.855264      0.877546
    611.0000     50.209645     -0.394958
    612.0000     64.393524     -1.629460
    613.0000     78.387731     -2.749633
    614.0000     92.187139     -3.692800
    615.0000    105.792333     -4.412049
    616.0000    119.203198     -4.876884
    617.0000    132.415675     -5.073122
    618.0000    145.421881     -5.002203
    619.0000    158.212998     -4.679761
    620.0000    170.783744     -4.133299
    621.0000    183.137099     -3.399078
    622.0000    195.288141     -2.518660
    623.0000    207.266369     -1.535694
    624.0000    219.116359     -0.493489
    625.0000    230.896985      0.566319
    626.0000    242.679514      1.603974
    627.0000    254.544766      2.580891
    628.0000    266.579304      3.458405
    629.0000    278.870347      4.196510
    630.0000    291.498989      4.753273
    631.0000    304.531422      5.085765
    632.0000    318.008519      5.153441
    633.0000    331.935272      4.924542
    634.0000    346.273062      4.385056
    635.0000      0.938614      3.547971
    636.0000     15.812391      2.458914
    637.0000     30.755923      1.194334
    638.0000     45.633356     -0.148730
    639.0000     60.330538     -1.468067
    640.0000     74.766411     -2.671211
    641.0000     88.895335     -3.685298
    642.0000    102.702332     -4.460594
    643.0000    116.194717     -4.969264
    644.0000    129.393208     -5.201871
    645.0000    142.324529     -5.163595
    646.0000    155.016393     -4.871116
    647.0000    167.494994     -4.350258
    648.0000    179.784657     -3.634113
    649.0000    191.909084     -2.761289
    650.0000    203.893543     -1.774075
    651.0000    215.767377     -0.716569
    652.0000    227.566312      0.367038
    653.0000    239.334212      1.433757
    654.0000    251.124021      2.442489
    655.0000    262.997739      3.354040
    656.0000    275.025255      4.130630
    657.0000    287.281777      4.735215
    658.0000    299.843487      5.131178
    659.0000    312.781016      5.283111
    660.0000    326.150525      5.159540
    661.0000    339.982791      4.738308
    662.0000    354.271925      4.014595
    663.0000      8.966791      3.009988
    664.0000     23.969166      1.779009
    665.0000     39.141817      0.408493
    666.0000     54.326470     -0.992846
    667.0000     69.367376     -2.312484
    668.0000     84.133506     -3.453025
    669.0000     98.533235     -4.344931
    670.0000    112.518990     -4.950031
    671.0000    126.083232     -5.257617
    672.0000    139.249307     -5.277168
    673.0000    152.060792     -5.031163
    674.0000    164.571819     -4.549765
    675.0000    176.839613     -3.867632
    676.0000    188.919502     -3.022356
    677.0000    200.862190     -2.053797
    678.0000    212.712894     -1.003706
    679.0000    224.511915      0.084783
    680.0000    236.296219      1.167933
    681.0000    248.101626      2.202417
    682.0000    259.965207      3.146361
    683.0000    271.927469      3.960225
    684.0000    284.033924      4.607387
    685.0000    296.335622      5.054487
    686.0000    308.888215      5.271816
    687.0000    321.749109      5.234217
    688.0000    334.972284      4.923152
    689.0000    348.600545      4.330516
    690.0000      2.655472      3.464367
    691.0000     17.126316      2.355712
    692.0000     31.960481      1.063921
    693.0000     47.059506     -0.323047
    694.0000     62.284466     -1.696886
    695.0000     77.472317     -2.945529
    696.0000     92.460243     -3.972840
    697.0000    107.110890     -4.713638
    698.0000    121.330612     -5.138797
    699.0000    135.076364     -5.250796
    700.0000    148.351890     -5.074141
    701.0000    161.197277     -4.645487
    702.0000    173.676405     -4.006312
    703.0000    185.865449     -3.198789
    704.0000    197.843843     -2.264260
    705.0000    209.687884     -1.243280
    706.0000    221.466611     -0.176327
    707.0000    233.239499      0.895513
    708.0000    245.055602      1.930330
    709.0000    256.953947      2.885854
    710.0000    268.965035      3.720579
    711.0000    281.113278      4.395375
    712.0000    293.420064      4.875298
    713.0000    305.906983      5.131306
    714.0000    318.598536      5.141744
    715.0000    331.523588      4.893705
    716.0000    344.714821      4.384559
    717.0000    358.205523      3.624053
    718.0000     12.023362      2.637191
    719.0000     26.181260      1.467517
    720.0000     40.666469      0.179479
    721.0000     55.430371     -1.142399
    722.0000     70.382996     -2.399914
    723.0000     85.396637     -3.493833
    724.0000    100.320748     -4.340019
    725.0000    115.005524     -4.883287
    726.0000    129.326899     -5.103570
    727.0000    143.204641     -5.012841
    728.0000    156.608987     -4.645784
    729.0000    169.556577     -4.048986
    730.0000    182.099964     -3.272325
    731.0000    194.315236     -2.363909
    732.0000    206.290746     -1.368227
    733.0000    218.118118     -0.326429
    734.0000    229.885530      0.722350
    735.0000    241.672763      1.739496
    736.0000    253.547556      2.685854
    737.0000    265.563031      3.521532
    738.0000    277.756280      4.206813
    739.0000    290.148448      4.704184
    740.0000    302.746626      4.981232
    741.0000    315.547652      5.013878
    742.0000    328.543328      4.789327
    743.0000    341.726025      4.308190
    744.0000    355.093230      3.585595
    745.0000      8.649577      2.651438
    746.0000     22.405340      1.550122
    747.0000     36.371054      0.339918
    748.0000     50.548821     -0.908386
    749.0000     64.921962     -2.114486
    750.0000     79.445906     -3.194323
    751.0000     94.044047     -4.068985
    752.0000    108.611933     -4.675450
    753.0000    123.030626     -4.976061
    754.0000    137.186152     -4.963175
    755.0000    150.988853     -4.657197
    756.0000    164.386623     -4.099193
    757.0000    177.369223     -3.341338
    758.0000    189.964726     -2.438477
    759.0000    202.231314     -1.442646
    760.0000    214.247664     -0.400731
    761.0000    226.103970      0.645470
    762.0000    237.894368      1.657832
    763.0000    249.710648      2.600039
    764.0000    261.636810      3.435999
    765.0000    273.744099      4.129084
    766.0000    286.086444      4.642643
    767.0000    298.696767      4.942074
    768.0000    311.585020      4.998422
    769.0000    324.739018      4.793004
    770.0000    338.128676      4.322025
    771.0000    351.713316      3.599894
    772.0000      5.450417      2.660176
    773.0000     19.303396      1.553875
    774.0000     33.246098      0.345597
    775.0000     47.262703     -0.891384
    776.0000     61.343204     -2.080299
    777.0000     75.475894     -3.145998
    778.0000     89.639222     -4.020178
    779.0000    103.795727     -4.646926
    780.0000    117.890503     -4.988169
    781.0000    131.855462     -5.027909
    782.0000    145.618721     -4.773753
    783.0000    159.116513     -4.254821
    784.0000    172.304092     -3.516347
    785.0000    185.162829     -2.612580
    786.0000    197.702442     -1.599957
    787.0000    209.959032     -0.532103
    788.0000    221.990505      0.542779
    789.0000    233.870910      1.582345
    790.0000    245.684684      2.549074
    791.0000    257.521166      3.408535
    792.0000    269.469252      4.127660
    793.0000    281.611872      4.673645
    794.0000    294.020009      5.014035
    795.0000    306.746370      5.118494
    796.0000    319.819363      4.962529
    797.0000    333.238761      4.532938
    798.0000    346.974755      3.833949
    799.0000      0.971750      2.892123
    800.0000     15.156876      1.757879
    801.0000     29.451342      0.502256
    802.0000     43.781471     -0.790657
    803.0000     58.086393     -2.033490
    804.0000     72.320815     -3.144908
    805.0000     86.453207     -4.056566
    806.0000    100.461116     -4.717254
    807.0000    114.325801     -5.094762
    808.0000    128.028107     -5.176259
    809.0000    141.546749     -4.967660
    810.0000    154.859309     -4.491997
    811.0000    167.945402     -3.786637
    812.0000    180.790923     -2.899396
    813.0000    193.392189     -1.883963
    814.0000    205.758993     -0.795363
    815.0000    217.916143      0.313755
    816.0000    229.903478      1.395498
    817.0000    241.774642      2.407623
    818.0000    253.594994      3.313182
    819.0000    265.438867      4.079372
    820.0000    277.386233      4.676120
    821.0000    289.518602      5.074987
    822.0000    301.913907      5.248970
    823.0000    314.640122      5.173783
    824.0000    327.747723      4.831115
    825.0000    341.261672      4.213977
    826.0000    355.174457      3.333454
    827.0000      9.442423      2.224959
    828.0000     23.987599      0.951037
    829.0000     38.706006     -0.402014
    830.0000     53.481247     -1.734355
    831.0000     68.200058     -2.947036
    832.0000     82.765767     -3.955842
    833.0000     97.106650     -4.700370
    834.0000    111.178241     -5.146875
    835.0000    124.960664     -5.286186
    836.0000    138.453057     -5.129146
    837.0000    151.667225     -4.701687
    838.0000    164.622081     -4.040607
    839.0000    177.339712     -3.190223
    840.0000    189.843279     -2.199636
    841.0000    202.156574     -1.120276
