# 月行九道 — Ecliptic node crossings (β = 0)
# DE440 1900–2100, linear interpolation between 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   type
# ----------   -----------   ----  (A=ascending, D=descending)
  13128.0515    103.785443  D
  13142.4578    283.706290  A
  13155.4193    103.754675  D
  13169.8648    283.719749  A
  13182.6895    103.527581  D
  13197.2308    282.784890  A
  13209.7973    101.944003  D
  13224.4228    280.298243  A
  13236.8285     99.071229  D
  13251.4738    277.261975  A
  13263.9533     96.257318  D
  13278.5401    275.140070  A
  13291.2511     94.731716  D
  13305.7356    274.435043  A
  13318.6385     94.434588  D
  13333.0526    274.507332  A
  13345.9886     94.453980  D
  13360.3909    274.156783  A
  13373.2009     93.637966  D
  13387.6467    272.482539  A
  13400.2620     91.427170  D
  13414.7666    269.623557  A
  13427.3043     88.446565  D
  13441.8178    266.838829  A
  13454.5027     86.103180  D
  13468.9375    265.386817  A
  13481.8931     85.241548  D
  13496.1843    265.254357  A
  13509.3506     85.291492  D
  13523.4930    265.202988  A
  13536.6780     84.760164  D
  13550.7469    263.910826  A
  13563.7926     82.771799  D
  13577.8785    261.161549  A
  13590.8051     79.782540  D
  13604.9479    258.196601  A
  13617.9309     77.270482  D
  13632.0715    256.426753  A
  13645.2624     76.177692  D
  13659.2891    256.034032  A
  13672.7037     76.062345  D
  13686.5545    256.114108  A
  13700.1124     75.921003  D
  13713.7920    255.505750  A
  13727.3573     74.666301  D
  13740.9471    253.541711  A
  13754.4258     72.156310  D
  13768.0356    250.641801  A
  13781.4575     69.332200  D
  13795.1462    248.143870  A
  13808.6418     67.473265  D
  13822.3466    247.049165  A
  13836.0372     67.017739  D
  13849.6109    247.050227  A
  13863.5184     67.017988  D
  13876.8499    246.851060  A
  13890.8919     66.099198  D
  13903.9905    245.243360  A
  13918.0384     63.682214  D
  13931.0600    242.288313  A
  13945.0488     60.642297  D
  13958.1761    239.441879  A
  13972.1501     58.516782  D
  13985.4037    237.979334  A
  13999.4473     57.816721  D
  14012.6934    237.790228  A
  14026.8722     57.828714  D
  14039.9534    237.807678  A
  14054.2790     57.409560  D
  14067.1188    236.894672  A
  14081.5344     55.661910  D
  14094.1952    234.612410  A
  14108.6181     52.875630  D
  14121.2785    231.681201  A
  14135.6511     50.245958  D
  14148.4740    229.457442  A
  14162.8060     48.858750  D
  14175.7867    228.664606  A
  14190.1453     48.710372  D
  14203.1210    228.752918  A
  14217.5697     48.606549  D
  14230.3477    228.312402  A
  14244.9176     47.274703  D
  14257.4222    226.330941  A
  14272.0664     44.456239  D
  14284.4595    223.194452  A
  14299.0902     41.417904  D
  14311.6312    220.505994  A
  14326.1825     39.651418  D
  14338.9667    219.368253  A
  14353.4334     39.289436  D
  14366.3572    219.337336  A
  14380.7863     39.321277  D
  14393.6549    219.152359  A
  14408.1214     38.580188  D
  14420.7975    217.841566  A
  14435.3308     36.451104  D
  14447.8367    215.289526  A
  14462.4139     33.540751  D
  14474.9243    212.467807  A
  14489.4747     31.176913  D
  14502.1857    210.650681  A
  14516.6318     30.184344  D
  14529.5919    210.144029  A
  14543.9126     30.198704  D
  14557.0055    210.189496  A
  14571.2369     29.980725  D
  14584.2718    209.426217  A
  14598.4814     28.307426  D
  14611.3366    207.099118  A
  14625.5907     25.270683  D
  14638.3562    203.970219  A
  14652.6493     22.388157  D
  14665.5461    201.644415  A
  14679.7864     20.979131  D
  14692.9390    200.867841  A
  14707.0286     20.871774  D
  14720.3997    200.907354  A
  14734.3031     20.851546  D
  14747.7516    200.420209  A
  14761.5247     19.765996  D
  14774.9152    198.687382  A
  14788.6561     17.355256  D
  14801.9479    195.970122  A
  14815.7421     14.492996  D
  14829.0268    193.440483  A
  14842.8715     12.475860  D
  14856.2897    192.094847  A
  14870.0878     11.842427  D
  14883.7159    191.858381  A
  14897.3517     11.939057  D
  14911.1746    191.805311  A
  14924.5805     11.485083  D
  14938.4822    190.582747  A
  14951.7130      9.509596  D
  14965.5699    187.897118  A
  14978.7840      6.383654  D
  14992.5791    184.879350  A
  15005.9109      3.732809  D
  15019.7399    183.023865  A
  15033.1497      2.664920  D
  15047.1160    182.645763  A
  15060.4333      2.679565  D
  15074.5731    182.629502  A
  15087.6637      2.476753  D
  15101.9473    181.769955  A
  15114.7927      1.034917  D
  15129.1306    179.581455  A
  15141.8616    358.371412  D
  15156.1712    176.729003  A
  15168.9760    355.599017  D
  15183.2375    174.511065  A
  15196.2087    353.918913  D
  15210.4612    173.598410  A
  15223.5222    353.524164  D
  15237.8419    173.573914  A
  15250.8186    353.589655  D
  15265.2636    173.314844  A
  15278.0032    352.858241  D
  15292.5622    171.633151  A
  15305.0627    350.566781  D
  15319.6645    168.632654  A
  15332.1218    347.385156  D
  15346.6829    165.753128  A
  15359.3335    344.978259  D
  15373.8180    164.322967  A
  15386.6890    344.165665  D
  15401.1319    164.212340  A
  15414.0544    344.244467  D
  15428.5177    164.106049  A
  15441.2967    343.789087  D
  15455.8353    162.838138  A
  15468.3833    341.955702  D
  15482.9988    160.262493  A
  15495.4228    339.104641  D
  15510.0522    157.402501  A
  15522.5709    336.504070  D
  15537.1348    155.529658  A
  15549.8842    335.174114  D
  15564.3374    154.988695  A
  15577.2955    335.021003  D
  15591.6456    155.055581  A
  15604.6554    334.946044  D
  15618.9704    154.535959  A
  15631.8519    333.836561  D
  15646.1923    152.539158  A
  15658.8877    331.265147  D
  15673.2799    149.426576  A
  15685.9373    328.197920  D
  15700.3383    146.793265  A
  15713.1896    326.213270  D
  15727.4959    145.728174  A
  15740.6221    325.696959  D
  15754.7638    145.755726  A
  15768.0679    325.733838  D
  15782.0533    145.513566  A
  15795.3559    324.908586  D
  15809.2617    143.917420  A
  15822.4456    322.687971  D
  15836.3702    141.123380  A
  15849.4711    319.814473  D
  15863.4543    138.405085  A
  15876.6187    317.590655  D
  15890.6023    136.893424  A
  15903.9565    316.706324  D
  15917.8319    136.627980  A
  15931.4080    316.695638  D
  15945.0931    136.707949  A
  15958.8163    316.382771  D
  15972.3070    135.918750  A
  15986.0529    314.854843  D
  15999.4298    133.631371  A
  16013.0991    312.050220  D
  16026.5072    130.530140  A
  16040.1334    309.233648  D
  16053.6471    128.198120  A
  16067.3587    307.718853  D
  16080.8899    127.453834  A
  16094.7836    307.488028  D
  16108.1680    127.569909  A
  16122.2526    307.405330  D
  16135.3789    127.079773  A
  16149.5706    306.095000  D
  16162.4862    125.117528  A
  16176.6807    303.471352  D
  16189.5581    122.163580  A
  16203.7039    300.640690  D
  16216.7033    119.630762  A
  16230.8293    298.850569  D
  16243.9560    118.468243  A
  16258.1352    298.387006  D
  16271.2599    118.398689  A
  16285.5505    298.408080  D
  16298.5153    118.337607  A
  16312.9483    297.800059  D
  16325.6593    117.204098  A
  16340.1890    295.805613  D
  16352.7139    114.641917  A
  16367.2512    292.791543  D
  16379.8041    111.584591  A
  16394.2843    290.233487  D
  16407.0450    109.578297  A
  16421.4676    289.151775  D
  16434.4077    109.085023  A
  16448.8273    289.135283  D
  16461.7427    109.137707  A
  16476.2341    288.847714  D
  16488.9327    108.333807  A
  16503.5184    287.094946  D
  16515.9826    106.017396  A
  16530.6271    284.153923  D
  16543.0420    102.988920  A
  16557.6660    281.431136  D
  16570.2545    100.724084  A
  16584.7894    280.028814  D
  16597.6095     99.860552  A
  16612.0514    279.846480  D
  16624.9962     99.881733  A
  16639.3888    279.854169  D
  16652.2925     99.617367  A
  16666.6984    278.913387  D
  16679.4229     98.105350  A
  16693.8885    276.561752  D
  16706.4502     95.352507  A
  16720.9582    273.533784  D
  16733.5510     92.495678  A
  16748.0278    271.308784  D
  16760.8518     90.869366  A
  16775.2105    270.602377  D
  16788.3041     90.637247  A
  16802.5000    270.689917  D
  16815.7164     90.545748  A
  16829.7941    270.143718  D
  16842.9399     89.344930  A
  16856.9875    268.069236  D
  16869.9791     86.723537  A
  16884.0730    265.020941  D
  16897.0246     83.803789  A
  16911.1585    262.535944  D
  16924.2530     81.961861  A
  16938.3303    261.497348  D
  16951.6518     81.438029  A
  16965.5797    261.478062  D
  16979.0982     81.487505  A
  16992.8403    261.359898  D
  17006.4383     80.871386  A
  17020.0404    260.129397  D
  17033.5906     78.939726  A
  17047.1536    257.572826  D
  17060.6155     76.098435  A
  17074.2401    254.669489  D
  17087.7019     73.613445  A
  17101.3932    252.798484  D
  17114.9956     72.498269  A
  17128.6356    252.364084  D
  17142.4574     72.438445  A
  17155.9003    252.458354  D
  17169.9095     72.127528  A
  17183.0942    251.660739  D
  17197.1745     70.465855  A
  17210.1870    249.268567  D
  17224.2283     67.542058  A
  17237.2652    246.156338  D
  17251.2588     64.808715  A
  17264.4374    243.918160  D
  17278.4537     63.409140  A
  17291.7072    243.178099  D
  17305.8265     63.196950  A
  17318.9949    243.258431  D
  17333.2615     63.168373  A
  17346.2152    242.939271  D
  17360.6045     62.121108  A
  17373.3294    241.339049  D
  17387.7728     59.765654  A
  17400.3926    238.578307  D
  17414.8095     56.877018  A
  17427.5218    235.821224  D
  17441.8838     54.776557  A
  17454.7835    234.287340  D
  17469.1315     54.095269  A
  17482.1279    234.088160  D
  17496.5286     54.131777  A
  17509.4238    234.076865  D
  17523.9383     53.548190  A
  17536.5699    232.919303  D
  17551.1890     51.416379  A
  17563.6027    230.214494  D
  17578.2538     48.264649  A
  17590.6913    227.102421  D
  17605.2916     45.749557  A
  17617.9523    225.164075  D
  17632.4610     44.751800  A
  17645.3375    224.707677  D
  17659.7733     44.742382  A
  17672.6953    224.741845  D
  17687.1320     44.545172  A
  17699.9209    224.104671  D
  17714.4104     43.122657  A
  17726.9995    222.145047  D
  17741.5522     40.467755  A
  17754.0416    219.298773  D
  17768.6081     37.657518  A
  17781.2078    216.836155  D
  17795.7059     35.930331  A
  17808.5522    215.676013  D
  17822.9282     35.557119  A
  17835.9850    215.608948  D
  17850.2432     35.642080  A
  17863.3467    215.410484  D
  17877.5391     34.778914  A
  17890.5062    213.857616  D
  17904.7143     32.309915  A
  17917.5192    210.951162  D
  17931.7815     29.137191  A
  17944.6041    208.053766  D
  17958.8701     26.925382  A
  17971.9030    206.526755  D
  17986.0647     26.282705  A
  17999.3534    206.325265  D
  18013.3319     26.379093  A
  18026.7760    206.229385  D
  18040.5874     25.936374  A
  18054.0431    205.206629  D
  18067.7642     24.176269  A
  18081.1278    202.898390  D
  18094.8636     21.394205  A
  18108.1589    200.106335  D
  18121.9619     18.811219  A
  18135.3168    198.070210  D
  18149.1354     17.477660  A
  18162.6686    197.329015  D
  18176.3843     17.329051  A
  18190.1364    197.376127  D
  18203.6410     17.315734  A
  18217.5393    196.838873  D
  18230.8239     16.165866  A
  18244.7368    194.830295  D
  18257.9126     13.471304  A
  18271.7562    191.776220  D
  18284.9983     10.377255  A
  18298.8184    189.217585  D
  18312.1861      8.481911  A
  18326.0922    188.186115  D
  18339.4605      8.079902  A
  18353.5256    188.139333  D
  18366.7281      8.152655  A
  18380.9619    187.845038  D
  18393.9097      7.429119  A
  18408.2465    186.342042  D
  18420.9981      5.328217  A
  18435.3453    183.672609  D
  18448.0771      2.448299  A
  18462.3765    180.983387  D
  18475.2484      0.097359  A
  18489.5092    179.380925  D
  18502.5308    359.078057  A
  18516.8171    179.016812  D
  18529.8515    359.061013  A
  18544.2381    179.064905  D
  18557.1052    358.899153  A
  18571.6157    178.162221  D
  18584.2213    357.406019  A
  18598.8187    175.718537  D
  18611.2572    354.484933  A
  18625.8545    172.562095  D
  18638.3805    351.488784  A
  18652.9116    170.331291  D
  18665.6758    349.879600  A
  18680.1385    169.681671  D
  18693.0580    349.691670  A
  18707.5012    169.737225  D
  18720.3769    349.657676  A
  18734.8694    169.165141  D
  18747.5375    348.560322  A
  18762.1138    167.225138  D
  18774.5818    346.122809  A
  18789.2087    164.340343  D
  18801.6576    343.233624  A
  18816.2608    161.842314  D
  18828.8872    341.199289  A
  18843.3968    160.641718  D
  18856.2679    340.541349  A
  18870.6577    160.529801  D
  18883.6724    340.556303  A
  18897.9893    160.475005  D
  18910.9652    340.109863  A
  18925.2718    159.279453  D
  18938.0728    338.254621  A
  18952.4217    156.564670  D
  18965.0859    335.236161  A
  18979.4767    153.474649  D
  18992.2232    332.545684  A
  19006.5759    151.586373  D
  19019.5786    331.328583  A
  19033.7959    151.214335  D
  19047.0424    331.283504  A
  19061.0875    151.299546  D
  19074.4268    331.023001  A
  19088.3421    150.457317  D
  19101.6119    329.493521  A
  19115.4966    148.173459  D
  19128.6473    326.814962  A
  19142.5815    145.247792  D
  19155.7130    324.126031  A
  19169.6909    143.042597  D
  19182.9535    322.560261  A
  19196.8830    142.208816  D
  19210.3642    322.223486  A
  19224.1379    142.267312  D
  19237.8139    322.194310  A
  19251.3833    142.048716  D
  19265.1555    321.396994  A
  19278.5517    140.523165  D
  19292.2877    319.128122  A
  19305.6389    137.653357  D
  19319.2975    316.103081  A
  19332.7360    134.740442  D
  19346.4089    313.827503  A
  19359.9324    133.206763  D
  19373.7435    313.045688  A
  19387.2084    133.061086  D
  19401.2165    313.105503  A
  19414.4624    133.035112  D
  19428.6260    312.491115  A
  19441.6189    131.853648  D
  19455.8411    310.479009  A
  19468.6946    129.274882  D
  19482.8865    307.592194  A
  19495.7919    126.364235  D
  19509.9402    305.176013  A
  19522.9935    124.471603  D
  19537.1516    304.082774  A
  19550.2861    123.936154  D
  19564.5208    303.971675  A
  19577.5776    124.008961  D
  19591.9480    303.833047  A
  19604.7830    123.536952  D
  19619.2809    302.593163  A
  19631.8720    121.670955  D
  19646.4259    299.928356  A
  19658.9233    118.668966  D
  19673.4480    296.932526  A
  19686.0837    115.971027  D
  19700.5396    295.060467  A
  19713.4022    114.745887  D
  19727.8183    294.650124  A
  19740.7705    114.697358  D
  19755.2216    294.705830  A
  19768.0454    114.499360  D
  19782.5805    293.742670  A
  19795.1574    112.947098  D
  19809.7765    291.291298  A
  19822.1898    110.113661  D
  19836.8322    288.283559  A
  19849.3135    107.303340  D
  19863.8987    286.153390  A
  19876.6029    105.717926  D
  19891.0897    285.439700  A
  19903.9903    105.423884  D
  19918.3962    285.489712  A
  19931.3519    105.454500  D
  19945.7335    285.149841  A
  19958.5694    104.640590  D
  19972.9947    283.525260  A
  19985.6323    102.439482  D
  20000.1147    280.669820  A
  20012.6697     99.434699  D
  20027.1652    277.849280  A
  20039.8628     97.071695  D
  20054.2831    276.368187  A
  20067.2607     96.237491  D
  20081.5269    276.210979  A
  20094.7170     96.233272  D
  20108.8334    276.162763  A
  20122.0518     95.743702  D
  20136.0846    274.908797  A
  20149.1719     93.783077  D
  20163.2142    272.194076  A
  20176.1861     90.826047  D
  20190.2858    269.242843  A
  20203.3080     88.316920  D
  20217.4103    267.444166  A
  20230.6267     87.158674  D
  20244.6264    267.016852  A
  20258.0683     87.081757  D
  20271.8912    267.107660  A
  20285.4801     86.922998  D
  20299.1288    266.554921  A
  20312.7341     85.684258  D
  20326.2824    264.618836  A
  20339.8076     83.184676  D
  20353.3696    261.694275  A
  20366.8350     80.334507  D
  20380.4802    259.144602  A
  20394.0146     78.477696  D
  20407.6827    258.019357  A
  20421.4074     77.998984  D
  20434.9501    258.030197  A
  20448.8894     77.985356  D
  20462.1896    257.848835  A
  20476.2664     77.107688  D
  20489.3275    256.244192  A
  20503.4143     74.675075  D
  20516.3963    253.302234  A
  20530.4280     71.650374  D
  20543.5129    250.458284  A
  20557.5247     69.513035  D
  20570.7406    248.977541  A
  20584.8132     68.795316  D
  20598.0335    248.792319  A
  20612.2342     68.853476  D
  20625.2991    248.822364  A
  20639.6385     68.409068  D
  20652.4661    247.933188  A
  20666.9053     66.711869  D
  20679.5415    245.672925  A
  20693.9956     63.938064  D
  20706.6207    242.716754  A
  20721.0254     61.274860  D
  20733.8139    240.450498  A
  20748.1737     59.865102  D
  20761.1342    239.661876  A
  20775.5044     59.671012  D
  20788.4741    239.720942  A
  20802.9309     59.579665  D
  20815.7016    239.271846  A
  20830.2747     58.276199  D
  20842.7755    237.296763  A
  20857.4225     55.444628  D
  20869.8117    234.180602  A
  20884.4499     52.417084  D
  20896.9817    231.525966  A
  20911.5416     50.640548  D
  20924.3229    230.381011  A
  20938.7876     50.264129  D
  20951.7104    230.304986  A
  20966.1365     50.338569  D
  20979.0155    230.166632  A
  20993.4649     49.610386  D
  21006.1675    228.913839  A
  21020.6791     47.511650  D
  21033.2080    226.389117  A
  21047.7662     44.599195  D
  21060.2912    223.540615  A
  21074.8266     42.194988  D
  21087.5451    221.642762  A
  21101.9824     41.182678  D
  21114.9520    221.134031  A
  21129.2587     41.202311  D
  21142.3768    221.187755  A
  21156.5778     40.961974  D
  21169.6451    220.392547  A
  21183.8209     39.293827  D
  21196.7118    218.065043  A
  21210.9306     36.276726  D
  21223.7304    214.950291  A
  21237.9923     33.415542  D
  21250.9159    212.655956  A
  21265.1311     32.011245  D
  21278.3093    211.900866  A
  21292.3694     31.879312  D
  21305.7640    211.889513  A
  21319.6403     31.856143  D
  21333.1263    211.480411  A
  21346.8617     30.821331  D
  21360.2986    209.785521  A
  21373.9946     28.463414  D
  21387.3341    207.077656  A
  21401.0809     25.599833  D
  21414.4060    204.503696  A
  21428.2107     23.535766  D
  21441.6577    203.091194  A
  21455.4269     22.850722  D
  21469.0865    202.896329  A
  21482.6910     22.936884  D
  21496.5458    202.799728  A
  21509.9193     22.500334  D
  21523.8610    201.577671  A
  21537.0491     20.538497  D
  21550.9528    198.898948  A
  21564.1193     17.417922  D
  21577.9611    195.889268  A
  21591.2501     14.767826  D
  21605.1194    194.066535  A
  21618.4906     13.672544  D
  21632.4844    193.643851  A
  21645.7748     13.676295  D
  21659.9396    193.641696  A
  21673.0075     13.507194  D
  21687.3140    192.840975  A
  21700.1394     12.123344  D
  21714.5030    190.659404  A
  21727.2084      9.496188  D
  21741.5482    187.805261  A
  21754.3216      6.697036  D
  21768.6098    185.544875  A
  21781.5510      4.946350  D
  21795.8266    184.600939  A
  21808.8668      4.527912  D
  21823.2051    184.613671  A
  21836.1723      4.622449  D
  21850.6234    184.315125  A
  21863.3605      3.891353  D
  21877.9296    182.650542  A
  21890.4180      1.587323  D
  21905.0344    179.655531  A
  21917.4749    358.389302  D
  21932.0526    176.775160  A
  21944.6845    355.971118  D
  21959.1847    175.352183  A
  21972.0427    355.189348  D
  21986.4886    175.205741  A
  21999.4141    355.248824  D
  22013.8712    175.110232  A
  22026.6587    354.795261  D
  22041.1877    173.917455  A
  22053.7494    353.009208  D
  22068.3512    171.371501  A
  22080.7875    350.191847  D
  22095.4085    168.500148  A
  22107.9287    347.588608  D
  22122.4895    166.577136  A
  22135.2446    346.241313  D
  22149.6876    165.996068  A
  22162.6549    346.018611  D
  22176.9955    166.085172  A
  22190.0246    345.986219  D
  22204.3144    165.592805  A
  22217.2303    344.900880  D
  22231.5349    163.575439  A
  22244.2666    342.319409  D
  22258.6231    160.445457  A
  22271.3140    339.236623  D
  22285.6834    157.803123  A
  22298.5602    337.212993  D
  22312.8432    156.742075  A
  22325.9908    336.726833  D
  22340.1104    156.789933  A
  22353.4394    336.752027  D
  22367.3926    156.548594  A
  22380.7311    335.926497  D
  22394.5990    154.980552  A
  22407.8280    333.754257  D
  22421.7094    152.227169  A
  22434.8532    330.907238  D
  22448.7953    149.506466  A
  22461.9933    328.688633  D
  22475.9441    147.964443  A
  22489.3269    327.777287  D
  22503.1745    147.684066  A
  22516.7739    327.712342  D
  22530.4338    147.754664  A
  22544.1940    327.473439  D
  22557.6461    146.978097  A
  22571.4351    325.920131  D
  22584.7665    144.693159  A
  22598.4834    323.088072  D
  22611.8426    141.573756  A
  22625.5144    320.246215  D
  22638.9855    139.238234  A
  22652.7340    318.718033  D
  22666.2344    138.495198  A
  22680.1593    318.547096  D
  22693.5122    138.586872  A
  22707.6208    318.409309  D
  22720.7219    138.105700  A
  22734.9464    317.145523  D
  22747.8287    136.186378  A
  22762.0639    314.579743  D
  22774.9000    133.271458  A
  22789.0882    311.761424  D
  22802.0451    130.743476  A
  22816.2062    309.948312  D
  22829.3016    129.536785  A
  22843.4989    309.414626  D
  22856.6060    129.421644  A
  22870.9136    309.445281  D
  22883.8655    129.380947  A
  22898.3123    308.890132  D
  22911.0119    128.287109  A
  22925.5570    306.865571  D
  22938.0644    125.730579  A
  22952.6220    303.822610  D
  22965.1537    122.649783  A
  22979.6533    301.235413  D
  22992.3985    120.598315  A
  23006.8343    300.152382  D
  23019.7611    120.083104  A
  23034.1911    300.174874  D
  23047.1028    120.169022  A
  23061.5888    299.851075  D
  23074.2979    119.377039  A
  23088.8762    298.134718  D
  23101.3509    117.090210  A
  23115.9908    295.244753  D
  23128.4086    114.080372  A
  23143.0315    292.531885  D
  23155.6125    111.784001  A
  23170.1504    291.106585  D
  23182.9636    110.912063  A
  23197.4021    290.881457  D
  23210.3600    110.928130  A
  23224.7361    290.886054  D
  23237.6607    110.655461  A
  23252.0494    290.008326  D
  23264.7968    109.172114  A
  23279.2382    287.674827  D
  23291.8219    106.416166  A
  23306.3075    284.610838  D
  23318.9168    103.540514  A
  23333.3765    282.342834  D
  23346.2221    101.926453  A
  23360.5586    281.612555  D
  23373.6724    101.634031  A
  23387.8469    281.704426  D
  23401.0923    101.591576  A
  23415.1377    281.192725  D
  23428.3212    100.397722  A
  23442.3256    279.138547  D
  23455.3647     97.796990  A
  23469.4128    276.109005  D
  23482.4085     94.889251  A
  23496.5009    273.615647  D
  23509.6250     93.009910  A
  23523.6727    272.544775  D
  23537.0190     92.505824  A
  23550.9218    272.521224  D
  23564.4661     92.531560  A
  23578.1820    272.443259  D
  23591.8144     91.931133  A
  23605.3798    271.239107  D
  23618.9771     90.043663  A
  23632.4917    268.679874  D
  23646.0017     87.193253  A
  23659.5774    265.736610  D
  23673.0825     84.688048  A
  23686.7319    263.827586  D
  23700.3713     83.537510  A
  23713.9783    263.396881  D
  23727.8298     83.446601  A
  23741.2453    263.502622  D
  23755.2855     83.185247  A
  23768.4360    262.695073  D
  23782.5506     81.483990  A
  23795.5266    260.314749  D
  23809.6091     78.575903  A
  23822.6049    257.219738  D
  23836.6394     75.851867  A
  23849.7772    254.977533  D
  23863.8273     74.445025  A
  23877.0498    254.236047  D
  23891.1944     74.265351  A
  23904.3427    254.303126  D
  23918.6220     74.195394  A
  23931.5645    253.994466  D
  23945.9759     73.211917  A
  23958.6794    252.430408  D
  23973.1506     70.897035  A
  23985.7394    249.671898  D
  24000.1878     67.977974  A
  24012.8648    246.879852  D
  24027.2563     65.829943  A
  24040.1316    245.332323  D
  24054.4954     65.095288  A
  24067.4818    245.092205  D
  24081.8923     65.136696  A
  24094.7799    245.075344  D
  24109.2977     64.586388  A
  24121.9270    243.930611  D
  24136.5466     62.425530  A
  24148.9585    241.244695  D
  24163.6151     59.286850  A
  24176.0469    238.166075  D
  24190.6547     56.776197  A
  24203.3115    236.221201  D
  24217.8211     55.768882  A
  24230.6913    235.710751  D
  24245.1284     55.783580  A
  24258.0555    235.781979  D
  24272.4779     55.582610  A
  24285.2916    235.183287  D
  24299.7597     54.197479  A
  24312.3753    233.251394  D
  24326.9073     51.571925  A
  24339.4139    230.394648  D
  24353.9645     48.736494  A
  24366.5707    227.871181  D
  24381.0599     46.973975  A
  24393.9117    226.690231  D
  24408.2774     46.581279  A
  24421.3553    226.633269  D
  24435.5877     46.643292  A
  24448.7191    226.399798  D
  24462.8825     45.791435  A
  24475.8828    224.856538  D
  24490.0564     43.348120  A
  24502.8960    221.961128  D
  24517.1242     40.192301  A
  24529.9782    219.095448  D
  24544.2149     37.981084  A
  24557.2769    217.587596  D
  24571.4077     37.307800  A
  24584.7179    217.321893  D
  24598.6719     37.389941  A
  24612.1479    217.294229  D
  24625.9267     36.988599  A
  24639.4214    216.280554  D
  24653.1039     35.293537  A
  24666.5124    213.987746  D
  24680.2031     32.526138  A
  24693.5409    211.178345  D
  24707.3010     29.896919  A
  24720.6889    209.091293  D
  24734.4741     28.500479  A
  24748.0387    208.368994  D
  24761.7240     28.331148  A
  24775.5059    208.378180  D
  24788.9820     28.338940  A
  24802.9167    207.848936  D
  24816.1631     27.206177  A
  24830.1202    205.866149  D
  24843.2491     24.506911  A
  24857.1406    202.809292  D
  24870.3362     21.405100  A
  24884.2006    200.260353  D
  24897.5254     19.493130  A
  24911.4646    199.190320  D
  24924.8011     19.080863  A
  24938.8920    199.139141  D
  24952.0721     19.177851  A
  24966.3257    198.895362  D
  24979.2569     18.492685  A
  24993.6146    197.391663  D
  25006.3466     16.430446  A
  25020.7215    194.745471  D
  25033.4227     13.545856  A
  25047.7522    192.032805  D
  25060.5895     11.139406  A
  25074.8784    190.395337  D
  25087.8723     10.082996  A
  25102.1815    190.044889  D
  25115.2024     10.079299  A
  25129.5962    190.049442  D
  25142.4599      9.904168  A
  25156.9818    189.177018  D
  25169.5749      8.403563  A
  25184.1843    186.744402  D
  25196.6081      5.469729  A
  25211.2205    183.574319  D
  25223.7296      2.467841  A
  25238.2766    181.338795  D
  25251.0264      0.889319  A
  25265.4970    180.658796  D
  25278.4147      0.678336  A
  25292.8552    180.715011  D
  25305.7344      0.632812  A
  25320.2192    180.204809  D
  25332.9004    359.582359  A
  25347.4618    178.284157  D
  25359.9465    357.195762  A
  25374.5620    175.412773  D
  25387.0180    354.324914  A
  25401.6151    172.882510  D
  25414.2472    352.260871  A
  25428.7477    171.637737  D
  25441.6235    351.519239  A
  25456.0070    171.531001  D
  25469.0359    351.566958  A
  25483.3317    171.491975  D
  25496.3394    351.133170  A
  25510.6126    170.281886  D
  25523.4491    349.256796  A
  25537.7628    167.559232  D
  25550.4606    346.221158  A
  25564.8188    164.460605  D
  25577.5927    343.511494  A
  25591.9207    162.577479  D
  25604.9447    342.319118  A
  25619.1410    162.218687  D
  25632.4112    342.272736  A
  25646.4259    162.288408  D
  25659.7961    341.997794  A
  25673.6773    161.464004  D
  25686.9905    340.529616  A
  25700.8326    159.232618  D
  25714.0302    337.896447  A
  25727.9196    156.332113  D
  25741.0918    335.216142  A
  25755.0301    154.106825  D
  25768.3249    333.607476  A
  25782.2221    153.234032  D
  25795.7264    333.199338  A
  25809.4753    153.262140  D
  25823.1850    333.236730  A
  25836.7200    153.055349  D
  25850.5305    332.402162  A
  25863.8867    151.548312  D
  25877.6679    330.115403  A
  25890.9713    148.672217  D
  25904.6765    327.067479  A
  25918.0698    145.748076  D
  25931.7838    324.785718  A
  25945.2715    144.202388  D
  25959.1180    324.057348  A
  25972.5484    144.031210  D
  25986.5822    324.063320  A
  25999.8020    144.008206  D
  26013.9971    323.491993  A
  26026.9584    142.864663  D
  26041.2160    321.535036  A
  26054.0341    140.337539  D
  26068.2659    318.667684  A
  26081.1320    137.444996  D
  26095.3163    316.230767  A
  26108.3349    135.506516  D
  26122.5163    315.070931  A
  26135.6261    134.914999  D
  26149.8805    314.950006  A
  26162.9219    134.996540  D
  26177.3064    314.859602  A
  26190.1336    134.567662  D
  26204.6428    313.594255  A
  26217.2231    132.715014  D
  26231.7939    310.921706  A
  26244.2720    129.689527  D
  26258.8155    307.897954  A
  26271.4314    126.942327  D
  26285.9052    306.019573  A
  26298.7496    125.694458  D
  26313.1808    305.637027  A
  26326.1253    125.679984  D
  26340.5744    305.652674  A
  26353.4046    125.467699  D
  26367.9346    304.720284  A
  26380.5183    123.928231  D
  26395.1319    302.330249  A
  26407.5513    121.128861  D
  26422.1906    299.343703  A
  26434.6696    118.321570  D
  26449.2559    297.191083  A
  26461.9533    116.731288  D
  26476.4392    296.423493  A
  26489.3478    116.417885  D
  26503.7408    296.456717  A
  26516.7117    116.422714  D
  26531.0792    296.175030  A
  26543.9375    115.652071  D
  26558.3361    294.570786  A
  26571.0025    113.472308  D
  26585.4575    291.687208  A
  26598.0358    110.454520  D
