# 月行九道 — Ecliptic node crossings (β = 0)
# DE440 1900–2100, linear interpolation between 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   type
# ----------   -----------   ----  (A=ascending, D=descending)
  40095.9579    116.292815  D
  40109.3690    294.798853  A
  40122.9742    113.355370  D
  40136.4817    292.138050  A
  40150.1375    111.429156  D
  40163.6948    290.955359  A
  40177.5192    110.919236  D
  40190.9697    290.960220  A
  40205.0016    110.929741  D
  40218.2071    290.785539  A
  40232.3804    110.046105  D
  40245.3390    289.230976  A
  40259.5422    107.670201  D
  40272.4067    286.379521  A
  40286.5656    104.708841  D
  40299.5251    283.564569  A
  40313.6494    102.557150  D
  40326.7553    282.012224  A
  40340.9111    101.785144  D
  40354.0555    281.757271  A
  40368.3115    101.822089  D
  40381.3332    281.812243  A
  40395.7202    101.456996  D
  40408.5094    281.028757  A
  40423.0093     99.857308  D
  40435.5821    278.828777  A
  40450.1108     97.051865  D
  40462.6508    275.799705  A
  40477.1344     94.264748  D
  40489.8431    273.409889  A
  40504.2674     92.765109  D
  40517.1783    272.560808  A
  40531.5856     92.556359  D
  40544.5340    272.607793  A
  40559.0034     92.485989  D
  40571.7698    272.163442  A
  40586.3386     91.193381  D
  40598.8461    270.229136  A
  40613.4917     88.423331  D
  40625.8814    267.194502  A
  40640.5291     85.447098  D
  40653.0460    264.575158  A
  40667.6173     83.642817  D
  40680.3802    263.365349  A
  40694.8448     83.212506  D
  40707.7740    263.244478  A
  40722.1743     83.302056  D
  40735.1026    263.167584  A
  40749.4980     82.684447  D
  40762.2758    262.022621  A
  40776.7202     80.688709  D
  40789.3184    259.549084  A
  40803.8144     77.743602  D
  40816.3844    256.622037  A
  40830.8728     75.210818  D
  40843.6264    254.608148  A
  40858.0227     74.113684  D
  40871.0431    254.068797  A
  40885.2917     74.120187  D
  40898.4843    254.099467  A
  40912.5997     73.893793  D
  40925.7677    253.302539  A
  40939.8310     72.249613  D
  40952.8431    251.001738  A
  40966.9396     69.290389  D
  40979.8611    247.956169  A
  40994.0104     66.473584  D
  41007.0334    245.710245  A
  41021.1541     65.038899  D
  41034.4066    244.899114  A
  41048.3877     64.859965  D
  41061.8580    244.880782  A
  41075.6510     64.875340  D
  41089.2401    244.549574  A
  41102.8690     63.972075  D
  41116.4398    242.955502  A
  41130.0017     61.714829  D
  41143.4839    240.268455  A
  41157.0875     58.801144  D
  41170.5372    237.598356  A
  41184.2186     56.595797  D
  41197.7677    236.086975  A
  41211.4410     55.822430  D
  41225.1933    235.869206  A
  41238.7099     55.904730  D
  41252.6618    235.764264  A
  41265.9337     55.483847  D
  41279.9924    234.550766  A
  41293.0537     53.528865  D
  41307.0928    231.874706  A
  41320.1222     50.435698  D
  41334.1033    228.898822  A
  41347.2606     47.807328  D
  41361.2462    227.077671  A
  41374.5092     46.681211  D
  41388.5854    226.622453  A
  41401.7999     46.653510  D
  41416.0267    226.656033  A
  41429.0403     46.543479  D
  41443.4068    225.942343  A
  41456.1779     45.297048  D
  41470.6197    223.870949  A
  41483.2441     42.757373  D
  41497.6769    221.005710  A
  41510.3483     39.886919  D
  41524.7254    218.621870  A
  41537.5769     37.986938  D
  41551.9209    217.582073  A
  41564.9065     37.489639  D
  41579.2855    217.571265  A
  41592.2301     37.587099  D
  41606.7031    217.292660  A
  41619.4250     36.867096  D
  41634.0135    215.635667  A
  41646.4784     34.557315  D
  41661.1208    212.627980  A
  41673.5319     31.369751  D
  41688.1439    209.760247  A
  41700.7421     28.968692  D
  41715.2699    208.331542  A
  41728.1049     28.172335  D
  41742.5546    208.163630  A
  41755.4845     28.207675  D
  41769.9191    208.113358  A
  41782.7473     27.824980  D
  41797.2315    207.051148  A
  41809.8542     26.184401  D
  41824.4073    204.626263  A
  41836.8892     23.450092  D
  41851.4735    201.730788  A
  41864.0121     20.783682  D
  41878.5490    199.672453  A
  41891.3179     19.292535  D
  41905.7346    198.994789  A
  41918.7390     19.007878  D
  41933.0320    199.088795  A
  41946.1353     19.004804  D
  41960.3435    198.630383  A
  41973.3573     17.916765  D
  41987.5579    196.617359  A
  42000.3955     15.315013  D
  42014.6454    193.472822  A
  42027.4360     12.233286  D
  42041.7133    190.832849  A
  42054.6725     10.229558  D
  42068.8774    189.766473  A
  42082.0975      9.758056  D
  42096.1372    189.800199  A
  42109.5459      9.763609  D
  42123.4082    189.609190  A
  42136.8578      9.027198  D
  42150.6101    188.183653  A
  42163.9786      6.994481  D
  42177.7240    185.546306  A
  42191.0045      4.202698  D
  42204.8131    182.788315  A
  42218.1214      1.902218  D
  42231.9623    181.110678  A
  42245.4296      0.862070  D
  42259.1940    180.743064  A
  42272.8772      0.778006  D
  42286.4544    180.830269  A
  42300.3167      0.566790  D
  42313.6626    180.102511  A
  42327.5784    359.005848  D
  42340.7739    177.811572  A
  42354.6327    356.126133  D
  42367.8473    174.647114  A
  42381.6568    353.259373  D
  42394.9996    172.289203  A
  42408.8638    351.750690  D
  42422.2602    171.531184  A
  42436.2716    351.576731  D
  42449.5429    171.612951  A
  42463.7235    351.453740  D
  42476.7539    171.188528  A
  42491.0600    350.304568  D
  42503.8621    169.406144  A
  42518.1975    347.844362  D
  42530.9315    166.587586  A
  42545.2280    345.031728  D
  42558.0722    164.003444  A
  42572.3256    343.108843  D
  42585.3297    162.660307  A
  42599.5917    342.479079  D
  42612.6463    162.476136  A
  42626.9971    342.528411  D
  42639.9219    162.474735  A
  42654.4010    342.017033  D
  42667.0754    161.439237  A
  42681.6599    339.997468  D
  42694.1204    158.863341  A
  42708.7304    336.889107  D
  42721.2032    155.714408  A
  42735.7583    334.251046  D
  42748.4534    153.621788  A
  42762.9309    333.167321  D
  42775.8273    153.096016  A
  42790.2694    333.183467  D
  42803.1816    153.181945  A
  42817.6509    332.891441  D
  42830.3885    152.440768  A
  42844.9373    331.293399  D
  42857.4506    150.282219  A
  42872.0636    328.522657  D
  42884.5025    147.357547  A
  42899.1119    325.798703  D
  42911.6892    145.008822  A
  42926.2208    324.258291  D
  42939.0346    144.037631  A
  42953.4546    323.954161  D
  42966.4443    144.000865  A
  42980.7768    323.994046  D
  42993.7714    143.783053  A
  43008.0875    323.203448  D
  43020.9256    142.361633  A
  43035.2783    320.883477  D
  43047.9464    139.581696  A
  43062.3489    317.745609  D
  43075.0292    136.645597  A
  43089.4203    315.410746  D
  43102.3301    134.982262  A
  43116.6029    314.663233  D
  43129.7836    134.684007  A
  43143.8830    314.759065  D
  43157.2143    134.652360  A
  43171.1594    314.284490  D
  43184.4583    133.496539  A
  43198.3412    312.339568  D
  43211.5168    131.003039  A
  43225.4340    309.413644  D
  43238.5548    128.157919  A
  43252.5282    306.900095  D
  43265.7455    126.233096  A
  43279.6998    305.724346  D
  43293.1213    125.663640  A
  43306.9458    305.648134  D
  43320.5708    125.667854  A
  43334.2036    305.626213  D
  43347.9470    125.157064  A
  43361.3989    304.517557  D
  43375.1342    123.319366  A
  43388.5056    301.965546  D
  43402.1598    120.404219  A
  43415.5889    298.924979  D
  43429.2238    117.802481  A
  43442.7509    296.929158  D
  43456.4973    116.604553  A
  43470.0081    296.476248  D
  43483.9514    116.533996  A
  43497.2782    296.580209  D
  43511.4049    116.262915  A
  43524.4641    295.803041  D
  43538.6809    114.606383  A
  43551.5515    293.511885  D
  43565.7556    111.782113  A
  43578.6303    290.493058  D
  43592.7852    109.085129  A
  43605.8033    288.218039  D
  43619.9503    107.628826  A
  43633.0804    287.383444  D
  43647.2889    107.381459  A
  43660.3836    287.416858  D
  43674.7087    107.346722  A
  43687.6180    287.185755  D
  43702.0775    106.481007  A
  43714.7371    285.723456  D
  43729.2710    104.185867  A
  43741.7885    282.957942  D
  43756.3121    101.171469  A
  43768.9057    280.050041  D
  43783.3683     98.907863  A
  43796.1807    278.403280  D
  43810.5935     98.131446  A
  43823.5471    278.131969  D
  43837.9804     98.191820  A
  43850.8580    278.119643  D
  43865.3738     97.645294  A
  43878.0112    277.004366  D
  43892.6225     95.536623  A
  43905.0452    274.395526  D
  43919.7017     92.473422  A
  43932.1296    271.380792  D
  43946.7461     89.970671  A
  43959.3829    269.400874  D
  43973.9000     88.902471  A
  43986.7605    268.819054  D
  44001.1851     88.879563  A
  44014.1419    268.896790  D
  44028.5225     88.746778  A
  44041.4022    268.384612  D
  44055.8076     87.491149  A
  44068.4998    266.548452  D
  44082.9646     84.906633  A
  44095.5285    263.672205  D
  44110.0235     81.968896  A
  44122.6673    261.033285  D
  44137.1138     80.079443  A
  44150.0072    259.783747  D
  44164.3256     79.640597  A
  44177.4647    259.689524  D
  44191.6272     79.712604  A
  44204.8459    259.461759  D
  44218.9094     78.881770  A
  44232.0232    257.941471  D
  44246.0755     76.485347  A
  44259.0420    255.103106  D
  44273.1490     73.391158  A
  44286.1169    252.293558  D
  44300.2478     71.178298  A
  44313.3924    250.749698  D
  44327.4400     70.444874  A
  44340.8190    250.446912  D
  44354.6973     70.513127  A
  44368.2580    250.452095  D
  44381.9468     70.207721  A
  44395.5583    249.534995  D
  44409.1228     68.646089  A
  44422.6712    247.317358  D
  44436.2212     65.901002  A
  44449.6932    244.456317  D
  44463.3180     63.149892  A
  44476.8176    242.254761  D
  44490.4951     61.622997  A
  44504.1548    241.471726  D
  44517.7519     61.414130  A
  44531.6240    241.458712  D
  44545.0109     61.438358  A
  44559.0492    240.957849  D
  44572.1837     60.314388  A
  44586.2618    238.950144  D
  44599.2628     57.633795  A
  44613.2898    235.910543  D
  44626.3529     54.562264  A
  44640.3438    233.383891  D
  44653.5494     52.636810  A
  44667.5848    232.290813  D
  44680.8316     52.176033  A
  44694.9908    232.241420  D
  44708.1105     52.279321  A
  44722.4177    232.043699  D
  44735.3032     51.700246  A
  44749.7261    230.666085  D
  44762.3948     49.766696  A
  44776.8548    228.078029  D
  44789.4626     46.883233  A
  44803.8841    225.275244  D
  44816.6219     44.338840  A
  44830.9902    223.508026  D
  44843.9114     43.156406  A
  44858.2728    223.084581  D
  44871.2601     43.119094  A
  44885.6814    223.099687  D
  44898.5307     42.957394  A
  44913.0676    222.253799  D
  44925.6462     41.458890  A
  44940.2722    219.797200  D
  44952.6743     38.525815  A
  44967.3142    216.628845  D
  44979.7936     35.543333  A
  44994.3709    214.398077  D
  45007.0926     33.961691  A
  45021.5775    213.694845  D
  45034.4843     33.708013  A
  45048.9151    213.756867  D
  45061.8185     33.687402  A
  45076.2659    213.334267  D
  45089.0052     32.763944  A
  45103.5148    211.557246  D
  45116.0604     30.504333  A
  45130.6276    208.734910  D
  45143.1189     27.622213  A
  45157.6818    206.098142  D
  45170.3279     25.418268  A
  45184.8040    204.716888  D
  45197.7034     24.567055  A
  45212.0511    204.565549  D
  45225.1381     24.613576  A
  45239.3673    204.551210  D
  45252.4627     24.182980  A
  45266.6408    203.363496  D
  45279.5817     22.292915  A
  45293.7859    200.627674  D
  45306.5895     19.242782  A
  45320.8456    197.521900  D
  45333.7126     16.551339  A
  45347.9550    195.637861  D
  45361.0560     15.385234  A
  45375.1734    195.256142  D
  45388.5152     15.300373  A
  45402.4480    195.334241  D
  45415.9123     15.076876  A
  45429.6909    194.614406  D
  45443.1324     13.736457  A
  45456.8461    192.528289  D
  45470.1868     11.193978  A
  45483.9362    189.662205  D
  45497.2338      8.474900  A
  45511.0473    187.321240  D
  45524.4375      6.735234  A
  45538.2402    186.316529  D
  45551.8266      6.258477  A
  45565.4956    186.312111  D
  45579.2965      6.305217  A
  45592.7394    186.148589  D
  45606.6640      5.482957  A
  45619.8980    184.661475  D
  45633.8156      3.166418  A
  45646.9744    181.746681  D
  45660.8226      0.073069  A
  45674.0765    178.784976  D
  45687.9198    357.796067  A
  45701.2902    177.222715  D
  45715.2367    357.066077  A
  45728.5752    177.032459  D
  45742.6843    357.064404  A
  45755.8317    177.027233  D
  45770.0985    356.570929  A
  45782.9899    175.990228  D
  45797.3348    354.714825  A
  45810.0661    173.593349  D
  45824.4015    351.907017  A
  45837.1587    170.709805  D
  45851.4437    349.399382  A
  45864.3576    168.646234  D
  45878.6175    348.120043  A
  45891.6557    167.936707  D
  45905.9632    347.964140  A
  45918.9677    168.010075  D
  45933.3859    347.900937  A
  45946.1925    167.633357  D
  45960.7346    346.670939  A
  45973.2798    165.792966  D
  45987.8954    343.959048  A
  46000.3192    162.710088  D
  46014.9170    340.866555  A
  46027.4781    159.907028  D
  46042.0013    338.968865  A
  46054.8053    158.642406  D
  46069.2618    338.573406  A
  46082.1932    158.618452  D
  46096.6368    338.596519  A
  46109.4836    158.420061  D
  46123.9870    337.746645  A
  46136.6098    156.980801  D
  46151.1895    335.482408  A
  46163.6452    154.302651  D
  46178.2607    332.547301  A
  46190.7493    151.504725  D
  46205.3244    330.310083  A
  46218.0192    149.817380  D
  46232.4924    329.428557  A
  46245.4168    149.403238  D
  46259.7786    329.440941  A
  46272.8030    149.421588  D
  46287.1094    329.227737  A
  46300.0551    148.725865  D
  46314.3662    327.673169  A
  46327.1274    146.550518  D
  46341.4879    324.746995  A
  46354.1495    143.467042  D
  46368.5402    321.808379  A
  46381.3327    141.029459  D
  46395.6617    320.270325  A
  46408.7262    140.122775  D
  46422.9027    320.116012  A
  46436.1958    140.173598  D
  46450.1929    320.105764  A
  46463.5448    139.668290  D
  46477.4254    318.926529  A
  46490.6868    137.799565  D
  46504.5550    316.359701  A
  46517.7096    134.969647  D
  46531.6361    313.467201  A
  46544.8068    132.463692  D
  46558.7648    311.566990  A
  46572.0940    131.248049  D
  46585.9794    311.029976  A
  46599.5226    131.070421  D
  46613.2407    311.133840  A
  46626.9572    130.970935  D
  46640.4736    310.680697  A
  46654.2510    129.861039  D
  46667.6212    308.816422  A
  46681.3419    127.336660  D
  46694.7014    305.815079  A
  46708.3558    124.365722  D
  46721.8151    303.128438  A
  46735.5120    122.396628  D
  46749.0333    301.952869  A
  46762.8904    121.892270  D
  46776.3122    301.953281  A
  46790.3700    121.926773  D
  46803.5473    301.763763  A
  46817.7494    121.016407  D
  46830.6777    300.230473  A
  46844.9193    118.687471  D
  46857.7448    297.415194  A
  46871.9462    115.752803  D
  46884.8623    294.612118  A
  46899.0262    113.603104  D
  46912.0947    293.050951  A
  46926.2775    112.808965  D
  46939.3988    292.750121  A
  46953.6684    112.791808  D
  46966.6785    292.797810  A
  46981.0838    112.498282  D
  46993.8576    292.050005  A
  47008.3725    110.906612  D
  47020.9287    289.868640  A
  47035.4781    108.065781  D
  47047.9932    286.822949  A
  47062.5007    105.237312  D
  47075.1902    284.410783  A
  47089.6299    103.710367  D
  47102.5285    283.513539  A
  47116.9476    103.520742  D
  47129.8870    283.563717  A
  47144.3565    103.463768  D
  47157.1286    283.148406  A
  47171.6901    102.154279  D
  47184.2077    281.238109  A
  47198.8476     99.424159  D
  47211.2437    278.236507  A
  47225.8888     96.470660  D
  47238.4054    275.601134  A
  47252.9765     94.659708  D
  47265.7310    274.345960  A
  47280.1968     94.217867  D
  47293.1305    274.252274  A
  47307.5171     94.279676  D
  47320.4663    274.160270  A
  47334.8422     93.696658  D
  47347.6452    273.034548  A
  47362.0684     91.753005  D
  47374.6882    270.568886  A
  47389.1625     88.794710  D
  47401.7482    267.613309  A
  47416.2198     86.218704  D
  47428.9865    265.598309  A
  47443.3671     85.085287  D
  47456.4103    265.038452  A
  47470.6340     85.074611  D
  47483.8525    265.051014  A
  47497.9407     84.863667  D
  47511.1439    264.296495  A
  47525.1676     83.252524  D
  47538.2235    262.011868  A
  47552.2748     80.316238  D
  47565.2421    258.993640  A
  47579.3482     77.503614  D
  47592.4083    256.727565  A
  47606.4927     76.040472  D
  47619.7695    255.874416  A
  47633.7251     75.838479  D
  47647.2243    255.907247  A
  47660.9885     75.881100  D
  47674.6087    255.543264  A
  47688.2055     75.031047  D
  47701.8186    253.984333  A
  47715.3367     72.790799  D
  47728.8658    251.302599  A
  47742.4215     69.844083  D
  47755.9134    248.606256  A
  47769.5527     67.585743  D
  47783.1407    247.101784  A
  47796.7776     66.789623  D
  47810.5608    246.822623  A
  47824.0500     66.891442  D
  47838.0358    246.757822  A
  47851.2729     66.476894  D
  47865.3652    245.539537  A
  47878.3898     64.517650  D
  47892.4688    242.849779  A
  47905.4577     61.434180  D
  47919.4812    239.886478  A
  47932.5969     58.805458  D
  47946.6184    238.052854  A
  47959.8465     57.669783  D
  47973.9516    237.609397  A
  47987.1422     57.652662  D
  48001.3847    237.652772  A
  48014.3862     57.547892  D
  48028.7684    236.944449  A
  48041.5248     56.332498  D
  48055.9933    234.933161  A
  48068.5893     53.811070  D
  48083.0536    232.068455  A
  48095.6892     50.910087  D
  48110.0976    229.646299  A
  48122.9167     48.976898  D
  48137.2849    228.571821  A
  48150.2563     48.474712  D
  48164.6429    228.516394  A
  48177.5827     48.540924  D
  48192.0646    228.282287  A
  48204.7786     47.821315  D
  48219.3676    226.615797  A
  48231.8309     45.516960  D
  48246.4769    223.596814  A
  48258.8829     42.348005  D
  48273.5028    220.736848  A
  48286.0951     39.983969  D
  48300.6274    219.298997  A
  48313.4594     39.146455  D
  48327.9084    219.134246  A
  48340.8386     39.169574  D
  48355.2653    219.121362  A
  48368.1110     38.844901  D
  48382.5749    218.069504  A
  48395.2253     37.252531  D
  48409.7562    215.681416  A
  48422.2601     34.537608  D
  48436.8257    212.777749  A
  48449.3778     31.825677  D
  48463.9001    210.679778  A
  48476.6744     30.263607  D
  48491.0835    209.989847  A
  48504.1023     30.011598  D
  48518.3743    210.071651  A
  48531.5049     29.973214  D
  48545.6832    209.602279  A
  48558.7307     28.873398  D
  48572.8970    207.600032  A
  48585.7698     26.271063  D
  48599.9851    204.470837  A
  48612.8083     23.202083  D
  48627.0555    201.846430  A
  48640.0427     21.247803  D
  48654.2204    200.776875  A
  48667.4646     20.740520  D
  48681.4761    200.782442  A
  48694.9121     20.748568  D
  48708.7442    200.604369  A
  48722.2339     20.079960  D
  48735.9467    199.238565  A
  48749.3620     18.072556  D
  48763.0616    196.648751  A
  48776.3888     15.282790  D
  48790.1511    193.876211  A
  48803.4962     12.930226  D
  48817.3003    192.142786  A
  48830.7951     11.846161  D
  48844.5317    191.729869  A
  48858.2472     11.807723  D
  48871.7928    191.820073  A
  48885.6878     11.542765  D
  48899.0004    191.116044  A
  48912.9590     10.003524  D
  48926.1090    188.833013  A
  48940.0157      7.125510  D
  48953.1823    185.665112  A
  48967.0380      4.266576  D
  48980.3386    183.294203  A
  48994.2409      2.773524  D
  49007.6000    182.513522  A
  49021.6374      2.542408  D
  49034.8842    182.598401  A
  49049.0910      2.480676  D
  49062.0982    182.215916  A
  49076.4252      1.341878  D
  49089.2085    180.484647  A
  49103.5704    358.900128  D
  49116.2778    177.690418  A
  49130.6035    356.081901  D
  49143.4157    175.064588  A
  49157.6952    354.118095  D
  49170.6706    173.662165  A
  49184.9563    353.481139  D
  49197.9915    173.477752  A
  49212.3549    353.539477  D
  49225.2764    173.494261  A
  49239.7614    353.007920  D
  49252.4310    172.452856  A
  49267.0280    351.018492  D
  49279.4736    169.864178  A
  49294.0986    347.902871  D
  49306.5539    166.695470  A
  49321.1260    345.259968  D
  49333.8030    164.600135  A
  49348.2937    344.170400  D
  49361.1842    164.107986  A
  49375.6240    344.151039  D
  49388.5401    164.156489  A
  49403.0055    343.900024  D
  49415.7505    163.435046  A
  49430.2865    342.356466  D
  49442.8160    161.326001  A
  49457.4157    339.604584  D
  49469.8651    158.430975  A
  49484.4670    336.865494  D
  49497.0471    156.088440  A
  49511.5733    335.277439  D
  49524.3944    155.059841  A
  49538.8033    334.949161  D
  49551.8038    154.989370  A
  49566.1241    335.027598  D
  49579.1435    154.828274  A
  49593.4291    334.238356  D
  49606.3044    153.412736  A
  49620.6204    331.906826  D
  49633.3248    150.619254  A
  49647.6917    328.751844  D
  49660.4041    147.654654  A
  49674.7651    326.408349  D
  49687.6979    145.962397  A
  49701.9499    325.671001  D
  49715.1555    145.721867  A
  49729.2269    325.780552  D
  49742.5848    145.638378  A
  49756.4968    325.300107  D
  49769.8351    144.510220  A
  49783.6777    323.392504  D
  49796.8997    142.065627  A
  49810.7725    320.503610  D
  49823.9354    139.244330  A
  49837.8685    317.983493  D
  49851.1205    137.328276  A
  49865.0413    316.783879  D
  49878.4875    136.684756  A
  49892.2867    316.686757  D
  49905.9389    136.697326  A
  49919.5428    316.660014  D
  49933.3241    136.231846  A
  49946.7369    315.572733  D
  49960.5165    134.364191  A
  49973.8415    313.022934  D
  49987.5430    131.424986  A
  50000.9241    309.964344  D
  50014.6024    128.797248  A
  50028.0906    307.965554  D
  50041.8719    127.606432  A
  50055.3523    307.496126  D
  50069.3243    127.571073  A
  50082.6214    307.583240  D
  50096.7746    127.259056  A
  50109.8062    306.823993  D
  50124.0589    125.670974  A
  50136.8931    304.578020  D
  50151.1387    122.887075  A
  50163.9713    301.595977  D
  50178.1680    120.194283  A
  50191.1465    299.316953  D
  50205.3235    118.698406  A
  50218.4250    298.422269  D
  50232.6506    118.388549  A
  50245.7296    298.432378  D
  50260.0733    118.410720  A
  50272.9688    298.238718  D
  50287.4401    117.548295  A
  50300.0907    296.816373  D
  50314.6404    115.239105  A
  50327.1397    294.047758  D
  50341.6832    112.195535  A
  50354.2569    291.104412  D
  50368.7368    109.904935  A
  50381.5323    289.403968  D
  50395.9608    109.142741  A
  50408.9013    289.135475  D
  50423.3398    109.214975  A
  50436.2204    289.149797  D
  50450.7294    108.643945  A
  50463.3770    288.036268  D
  50477.9829    106.587968  A
  50490.4127    285.456654  D
  50505.0654    103.568594  A
  50517.4936    282.454069  D
  50532.1106    101.066222  A
  50544.7387    280.449109  D
  50559.2583     99.966176  A
  50572.1184    279.883370  D
  50586.5344     99.899290  A
  50599.5047    279.922110  D
  50613.8710     99.791778  A
  50626.7717    279.430382  D
  50641.1574     98.602073  A
  50653.8740    277.627187  D
  50668.3132     96.015818  A
  50680.8992    274.744540  D
  50695.3724     93.034661  A
  50708.0337    272.097826  D
  50722.4626     91.103282  A
  50735.3782    270.816005  D
  50749.6736     90.648363  A
  50762.8338    270.693890  D
  50776.9751     90.739023  A
  50790.2241    270.513567  D
  50804.2510     89.932580  A
  50817.4049    268.980637  D
  50831.4135     87.545908  A
  50844.4271    266.164730  D
  50858.4896     84.471064  A
  50871.4979    263.361344  D
  50885.5909     82.248615  A
  50898.7623    261.794229  D
  50912.7831     81.491132  A
  50926.1887    261.532038  D
  50940.0405     81.572042  A
  50953.6261    261.486127  D
  50967.2881     81.300053  A
  50980.9382    260.622695  D
  50994.4624     79.760552  A
  51008.0598    258.446340  D
  51021.5599     77.010310  A
  51035.0796    255.567668  D
  51048.6561     74.216598  A
  51062.1980    253.337138  D
  51075.8351     72.658379  A
  51089.5273    252.486704  D
  51103.0968     72.460929  A
  51116.9999    252.502246  D
  51130.3560     72.480294  A
  51144.4236    251.993535  D
  51157.5252     71.347474  A
  51171.6397    249.965752  D
  51184.6025     68.680286  A
  51198.6715    246.944086  D
  51211.6930     65.624936  A
  51225.7238    244.426682  D
  51238.8906     63.702004  A
  51252.9590    243.346797  D
  51266.1777     63.239886  A
  51280.3552    243.297861  D
  51293.4589     63.321721  A
  51307.7806    243.086821  D
  51320.6536     62.769477  A
  51335.0994    241.795828  D
  51347.7454     60.875726  A
  51362.2327    239.221739  D
  51374.8096     57.990094  A
  51389.2614    236.379719  D
  51401.9657     55.415057  A
  51416.3599    234.554365  D
  51429.2633     54.204701  A
  51443.6360    234.085768  D
  51456.6146     54.125970  A
  51471.0473    234.142108  D
  51483.8886     53.974546  A
  51498.4257    233.282408  D
  51511.0045     52.491223  A
  51525.6320    230.811817  D
  51538.0318     49.576171  A
  51552.6772    227.656860  D
  51565.1530     46.619458  A
  51579.7348    225.430037  D
  51592.4515     45.000873  A
  51606.9389    224.729492  D
  51619.8398     44.725794  A
  51634.2678    224.808113  D
  51647.1837     44.750767  A
  51661.6130    224.382394  D
  51674.3788     43.852771  A
  51688.8674    222.660604  D
  51701.4367     41.620506  A
  51715.9856    219.863941  D
  51728.4898     38.720791  A
  51743.0394    217.195816  D
  51755.6893     36.459686  A
  51770.1578    215.774879  D
  51783.0668     35.622253  A
  51797.3990    215.591605  D
  51810.5079     35.628239  A
  51824.7128    215.569294  D
  51837.8378     35.195553  A
  51851.9865    214.403969  D
  51864.9605     33.318469  A
  51879.1286    211.685097  D
  51891.9673     30.277710  A
  51906.1895    208.586934  D
  51919.0895     27.621937  A
  51933.3005    206.694974  D
  51946.4291     26.424924  A
  51960.5171    206.283596  D
  51973.8823     26.323810  A
  51987.7894    206.363233  D
  52001.2868     26.155927  A
  52015.0322    205.700200  D
  52028.5130     24.817212  A
  52042.1869    203.670374  D
  52055.5727     22.295589  A
  52069.2770    200.804970  D
  52082.6149     19.554255  A
  52096.3876    198.407758  D
  52109.8089     17.775286  A
  52123.5803    197.348486  D
  52137.1987     17.329024  A
  52150.8373    197.337684  D
  52164.6671     17.315103  A
  52178.0826    197.204451  D
  52192.0458     16.540191  A
  52205.2385    195.723480  D
  52219.2006     14.224271  A
  52232.3126    192.795177  D
  52246.2079     11.122935  A
  52259.4158    189.817705  D
  52273.3016      8.843337  A
  52286.6311    188.241166  D
  52300.6081      8.066915  A
  52313.9183    188.053487  D
  52328.0543      8.110737  A
  52341.1789    188.074389  D
  52355.4627      7.613218  A
  52368.3393    187.069728  D
  52382.7067      5.782632  A
  52395.4153    184.705957  D
  52409.7801      2.996308  A
  52422.5045    181.810929  D
  52436.8200      0.462801  A
  52449.6996    179.695575  D
  52463.9878    359.163584  A
  52477.0000    178.970106  D
  52491.3248    358.998386  A
  52504.3220    179.040983  D
  52518.7461    358.907070  A
  52531.5485    178.654869  D
  52546.1018    357.728218  A
  52558.6345    176.810688  D
  52573.2610    355.001330  A
  52585.6708    173.712012  D
  52600.2832    351.889586  A
  52612.8281    170.905773  D
  52627.3652    349.977159  A
  52640.1616    169.673207  D
  52654.6204    349.556615  A
  52667.5507    169.604822  D
  52681.9939    349.607849  A
  52694.8440    169.417952  D
  52709.3348    348.796736  A
  52721.9754    168.032317  D
  52736.5399    346.553029  A
  52749.0115    165.402464  D
  52763.6160    343.628515  A
  52776.1129    162.615101  D
  52790.6796    341.356645  A
  52803.3807    160.865605  D
  52817.8442    340.440742  A
  52830.7735    160.396604  D
  52845.1275    340.470837  A
  52858.1717    160.464697  D
  52872.4518    340.253128  A
  52885.4310    159.756691  D
  52899.7089    338.698373  A
  52912.5048    157.566697  D
  52926.8312    335.764512  A
  52939.5238    154.462125  D
  52953.8846    332.814248  A
  52966.7015    152.007187  D
  52981.0087    331.283536  A
  52994.0967    151.154258  D
  53008.2477    331.131438  A
  53021.5644    151.153697  D
  53035.5318    331.103017  A
  53048.9184    150.673088  D
  53062.7619    329.953405  A
  53076.0694    148.867377  D
  53089.8927    327.438992  A
  53103.0946    146.072765  D
  53116.9758    324.564858  A
  53130.1866    143.564683  D
  53144.1053    322.638781  A
  53157.4627    142.273180  D
  53171.3190    322.056884  A
  53184.8869    142.075166  D
  53198.5788    322.140740  A
  53212.3290    142.020266  D
  53225.8115    321.711756  A
  53239.6285    140.878370  D
  53252.9575    319.868127  A
  53266.7239    138.341463  D
  53280.0356    316.856653  A
  53293.7351    135.345488  D
  53307.1516    314.150149  A
  53320.8875    133.379434  D
  53334.3739    312.948332  A
  53348.2646    132.913829  D
  53361.6533    312.931851  A
  53375.7374    132.893383  D
  53388.8883    312.754863  A
  53403.1224    132.052181  D
  53416.0184    311.263520  A
  53430.2949    129.749963  D
  53443.0859    308.493383  A
  53457.3256    126.826645  D
  53470.2042    305.694430  A
  53484.4002    124.642987  D
  53497.4360    304.074671  A
  53511.6411    123.793119  D
  53524.7400    303.735747  A
  53539.0308    123.808212  D
  53552.0256    303.811842  A
  53566.4414    123.517013  D
