# 月行九道 — Ecliptic latitude β envelope (local extrema)
# DE440 1900–2100, 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day         beta(deg)    type
# ----------  -----------  ----  (1=max, -1=min)
  12156.0000     -5.112756  -1
  12169.0000      5.034082   1
  12183.0000     -5.017197  -1
  12196.0000      4.964161   1
  12210.0000     -5.008727  -1
  12223.0000      5.021790   1
  12237.0000     -5.083192  -1
  12251.0000      5.166471   1
  12265.0000     -5.237272  -1
  12278.0000      5.274508   1
  12292.0000     -5.278959  -1
  12305.0000      5.247457   1
  12319.0000     -5.188434  -1
  12332.0000      5.099724   1
  12346.0000     -5.035250  -1
  12360.0000      4.989407   1
  12374.0000     -4.974225  -1
  12387.0000      4.994509   1
  12401.0000     -5.076710  -1
  12414.0000      5.126170   1
  12428.0000     -5.216217  -1
  12441.0000      5.266861   1
  12455.0000     -5.258560  -1
  12468.0000      5.277250   1
  12483.0000     -5.217032  -1
  12496.0000      5.145738   1
  12510.0000     -5.090444  -1
  12523.0000      5.032780   1
  12537.0000     -5.008156  -1
  12550.0000      5.003102   1
  12564.0000     -5.040953  -1
  12577.0000      5.093973   1
  12592.0000     -5.143660  -1
  12604.0000      5.226582   1
  12619.0000     -5.279553  -1
  12631.0000      5.280385   1
  12646.0000     -5.276299  -1
  12659.0000      5.226449   1
  12673.0000     -5.153620  -1
  12686.0000      5.107246   1
  12700.0000     -5.014637  -1
  12713.0000      5.002409   1
  12728.0000     -4.974991  -1
  12740.0000      5.023986   1
  12755.0000     -5.104769  -1
  12767.0000      5.147302   1
  12782.0000     -5.255751  -1
  12795.0000      5.271852   1
  12809.0000     -5.279437  -1
  12822.0000      5.271002   1
  12837.0000     -5.179031  -1
  12849.0000      5.133161   1
  12864.0000     -5.045673  -1
  12877.0000      4.987560   1
  12891.0000     -4.990229  -1
  12904.0000      5.011523   1
  12918.0000     -5.067811  -1
  12931.0000      5.130299   1
  12945.0000     -5.201768  -1
  12958.0000      5.250519   1
  12972.0000     -5.261697  -1
  12985.0000      5.268828   1
  13000.0000     -5.239542  -1
  13013.0000      5.173219   1
  13027.0000     -5.117493  -1
  13040.0000      5.065278   1
  13054.0000     -5.003837  -1
  13067.0000      4.996899   1
  13081.0000     -5.008303  -1
  13094.0000      5.040538   1
  13108.0000     -5.130418  -1
  13122.0000      5.183390   1
  13135.0000     -5.242513  -1
  13149.0000      5.281007   1
  13163.0000     -5.265654  -1
  13176.0000      5.230496   1
  13190.0000     -5.155417  -1
  13203.0000      5.076116   1
  13217.0000     -5.018801  -1
  13231.0000      4.972159   1
  13244.0000     -4.990522  -1
  13258.0000      5.040636   1
  13271.0000     -5.087958  -1
  13285.0000      5.168878   1
  13298.0000     -5.209367  -1
  13312.0000      5.248979   1
  13326.0000     -5.270550  -1
  13340.0000      5.233690   1
  13353.0000     -5.216617  -1
  13367.0000      5.146549   1
  13380.0000     -5.077992  -1
  13394.0000      5.034115   1
  13407.0000     -4.983418  -1
  13421.0000      4.999040   1
  13434.0000     -5.019837  -1
  13449.0000      5.077702   1
  13461.0000     -5.149784  -1
  13476.0000      5.246090   1
  13489.0000     -5.270274  -1
  13503.0000      5.290339   1
  13516.0000     -5.266508  -1
  13530.0000      5.187029   1
  13543.0000     -5.123558  -1
  13557.0000      5.027359   1
  13570.0000     -4.985262  -1
  13585.0000      4.985719   1
  13598.0000     -4.993240  -1
  13612.0000      5.084988   1
  13625.0000     -5.122485  -1
  13639.0000      5.216540   1
  13652.0000     -5.260051  -1
  13667.0000      5.261461   1
  13679.0000     -5.291116  -1
  13694.0000      5.239648   1
  13706.0000     -5.179673  -1
  13721.0000      5.119905   1
  13734.0000     -5.052702  -1
  13748.0000      5.018626   1
  13761.0000     -5.003370  -1
  13775.0000      5.027769   1
  13788.0000     -5.074151  -1
  13802.0000      5.129527   1
  13815.0000     -5.213812  -1
  13830.0000      5.274802   1
  13842.0000     -5.290337  -1
  13857.0000      5.288255   1
  13870.0000     -5.228591  -1
  13884.0000      5.159921   1
  13897.0000     -5.108542  -1
  13911.0000      5.016245   1
  13924.0000     -5.003513  -1
  13938.0000      4.983917   1
  13951.0000     -5.025546  -1
  13966.0000      5.093731   1
  13979.0000     -5.144043  -1
  13993.0000      5.246398   1
  14006.0000     -5.268498  -1
  14020.0000      5.286273   1
  14033.0000     -5.271772  -1
  14047.0000      5.188027   1
  14060.0000     -5.150516  -1
  14075.0000      5.058701   1
  14088.0000     -5.002073  -1
  14102.0000      4.983195   1
  14115.0000     -5.005248  -1
  14129.0000      5.033717   1
  14142.0000     -5.107091  -1
  14156.0000      5.175972   1
  14169.0000     -5.231761  -1
  14183.0000      5.276171   1
  14196.0000     -5.261786  -1
  14211.0000      5.232363   1
  14224.0000     -5.187444  -1
  14238.0000      5.114234   1
  14251.0000     -5.064596  -1
  14265.0000      4.995090   1
  14278.0000     -4.990962  -1
  14292.0000      5.004339   1
  14305.0000     -5.032832  -1
  14319.0000      5.134821   1
  14333.0000     -5.200720  -1
  14346.0000      5.256972   1
  14360.0000     -5.283479  -1
  14373.0000      5.248475   1
  14387.0000     -5.229821  -1
  14401.0000      5.166420   1
  14414.0000     -5.083267  -1
  14428.0000      5.042368   1
  14442.0000     -4.991359  -1
  14455.0000      4.994283   1
  14469.0000     -5.031581  -1
  14482.0000      5.070523   1
  14496.0000     -5.147175  -1
  14509.0000      5.206182   1
  14523.0000     -5.235302  -1
  14536.0000      5.269175   1
  14551.0000     -5.264692  -1
  14564.0000      5.232542   1
  14578.0000     -5.166555  -1
  14591.0000      5.096893   1
  14605.0000     -5.035447  -1
  14618.0000      4.994001   1
  14632.0000     -4.997857  -1
  14645.0000      5.033999   1
  14660.0000     -5.094562  -1
  14672.0000      5.170899   1
  14687.0000     -5.257275  -1
  14699.0000      5.258661   1
  14714.0000     -5.291780  -1
  14727.0000      5.268897   1
  14741.0000     -5.190736  -1
  14754.0000      5.151448   1
  14769.0000     -5.043684  -1
  14781.0000      5.017291   1
  14796.0000     -4.993745  -1
  14808.0000      4.986163   1
  14823.0000     -5.065213  -1
  14836.0000      5.094863   1
  14850.0000     -5.197940  -1
  14863.0000      5.240351   1
  14877.0000     -5.265977  -1
  14890.0000      5.302212   1
  14905.0000     -5.259885  -1
  14917.0000      5.211602   1
  14932.0000     -5.134002  -1
  14945.0000      5.054275   1
  14959.0000     -5.015000  -1
  14972.0000      4.999652   1
  14986.0000     -5.023609  -1
  14999.0000      5.074413   1
  15013.0000     -5.141624  -1
  15026.0000      5.215459   1
  15041.0000     -5.264513  -1
  15053.0000      5.283158   1
  15068.0000     -5.283610  -1
  15081.0000      5.223992   1
  15095.0000     -5.167366  -1
  15108.0000      5.115428   1
  15122.0000     -5.032566  -1
  15135.0000      5.011765   1
  15149.0000     -4.990939  -1
  15162.0000      5.008023   1
  15176.0000     -5.064346  -1
  15190.0000      5.127030   1
  15204.0000     -5.207406  -1
  15217.0000      5.258649   1
  15231.0000     -5.289401  -1
  15244.0000      5.279484   1
  15258.0000     -5.222217  -1
  15271.0000      5.163290   1
  15285.0000     -5.066828  -1
  15299.0000      5.008385   1
  15312.0000     -4.963341  -1
  15326.0000      5.001162   1
  15340.0000     -5.006040  -1
  15353.0000      5.103975   1
  15367.0000     -5.162107  -1
  15380.0000      5.223475   1
  15394.0000     -5.279651  -1
  15408.0000      5.250770   1
  15421.0000     -5.245297  -1
  15435.0000      5.192383   1
  15449.0000     -5.099338  -1
  15462.0000      5.068974   1
  15476.0000     -4.993771  -1
  15489.0000      4.991635   1
  15503.0000     -4.992539  -1
  15517.0000      5.029224   1
  15530.0000     -5.106115  -1
  15544.0000      5.189111   1
  15557.0000     -5.242457  -1
  15571.0000      5.280773   1
  15584.0000     -5.279968  -1
  15598.0000      5.241062   1
  15612.0000     -5.175813  -1
  15625.0000      5.093589   1
  15639.0000     -5.053414  -1
  15653.0000      5.000669   1
  15666.0000     -4.987481  -1
  15680.0000      5.025334   1
  15693.0000     -5.061732  -1
  15707.0000      5.145366   1
  15720.0000     -5.212927  -1
  15735.0000      5.246162   1
  15747.0000     -5.290888  -1
  15762.0000      5.275574   1
  15775.0000     -5.219110  -1
  15789.0000      5.167737   1
  15802.0000     -5.101581  -1
  15816.0000      5.039310   1
  15829.0000     -5.008785  -1
  15843.0000      5.001265   1
  15856.0000     -5.036947  -1
  15871.0000      5.079587   1
  15883.0000     -5.157762  -1
  15898.0000      5.239319   1
  15910.0000     -5.257250  -1
  15925.0000      5.295745   1
  15938.0000     -5.274102  -1
  15952.0000      5.213969   1
  15965.0000     -5.183143  -1
  15980.0000      5.067710   1
  15992.0000     -5.037162  -1
  16007.0000      4.986713   1
  16019.0000     -4.976760  -1
  16034.0000      5.043069   1
  16047.0000     -5.080909  -1
  16061.0000      5.191309   1
  16074.0000     -5.236922  -1
  16088.0000      5.276249   1
  16101.0000     -5.300526  -1
  16116.0000      5.250662   1
  16128.0000     -5.206177  -1
  16143.0000      5.124665   1
  16156.0000     -5.047054  -1
  16170.0000      5.011881   1
  16183.0000     -5.002255  -1
  16197.0000      5.019292   1
  16210.0000     -5.067585  -1
  16224.0000      5.131602   1
  16237.0000     -5.190941  -1
  16251.0000      5.231887   1
  16264.0000     -5.259962  -1
  16279.0000      5.277605   1
  16292.0000     -5.236006  -1
  16306.0000      5.191501   1
  16319.0000     -5.135265  -1
  16333.0000      5.051022   1
  16346.0000     -5.012926  -1
  16360.0000      4.984764   1
  16373.0000     -4.979676  -1
  16387.0000      5.053951   1
  16401.0000     -5.122196  -1
  16414.0000      5.184228   1
  16428.0000     -5.260257  -1
  16442.0000      5.279648   1
  16455.0000     -5.272469  -1
  16469.0000      5.225899   1
  16482.0000     -5.142107  -1
  16496.0000      5.075545   1
  16510.0000     -5.011734  -1
  16523.0000      4.979243   1
  16537.0000     -5.005550  -1
  16550.0000      5.017728   1
  16564.0000     -5.096488  -1
  16577.0000      5.138447   1
  16591.0000     -5.198011  -1
  16605.0000      5.257167   1
  16619.0000     -5.263452  -1
  16632.0000      5.264157   1
  16646.0000     -5.215322  -1
  16659.0000      5.144116   1
  16673.0000     -5.088098  -1
  16686.0000      5.003579   1
  16700.0000     -4.987820  -1
  16713.0000      4.966691   1
  16728.0000     -5.017451  -1
  16741.0000      5.070770   1
  16755.0000     -5.182775  -1
  16768.0000      5.227638   1
  16782.0000     -5.282646  -1
  16795.0000      5.293516   1
  16809.0000     -5.235428  -1
  16822.0000      5.195362   1
  16837.0000     -5.098655  -1
  16850.0000      5.038847   1
  16864.0000     -5.004101  -1
  16877.0000      4.984511   1
  16891.0000     -5.029076  -1
  16904.0000      5.060857   1
  16918.0000     -5.143702  -1
  16931.0000      5.204649   1
  16946.0000     -5.240842  -1
  16958.0000      5.290954   1
  16973.0000     -5.281899  -1
  16985.0000      5.234966   1
  17000.0000     -5.189415  -1
  17013.0000      5.121854   1
  17027.0000     -5.056138  -1
  17040.0000      5.020804   1
  17054.0000     -4.995049  -1
  17067.0000      5.020984   1
  17081.0000     -5.049748  -1
  17094.0000      5.133999   1
  17109.0000     -5.218617  -1
  17121.0000      5.251890   1
  17136.0000     -5.299726  -1
  17149.0000      5.271703   1
  17163.0000     -5.220872  -1
  17176.0000      5.182898   1
  17190.0000     -5.060287  -1
  17203.0000      5.033382   1
  17218.0000     -4.972625  -1
  17230.0000      4.972212   1
  17245.0000     -5.031324  -1
  17258.0000      5.083472   1
  17272.0000     -5.180188  -1
  17285.0000      5.229711   1
  17299.0000     -5.275067  -1
  17312.0000      5.289024   1
  17327.0000     -5.235600  -1
  17339.0000      5.209788   1
  17354.0000     -5.134930  -1
  17367.0000      5.061794   1
  17381.0000     -5.017421  -1
  17394.0000      5.002790   1
  17408.0000     -4.996937  -1
  17421.0000      5.042134   1
  17435.0000     -5.099742  -1
  17448.0000      5.157155   1
  17462.0000     -5.230617  -1
  17475.0000      5.236459   1
  17490.0000     -5.260288  -1
  17503.0000      5.246013   1
  17517.0000     -5.190712  -1
  17530.0000      5.132079   1
  17544.0000     -5.045957  -1
  17557.0000      4.999271   1
  17571.0000     -4.980608  -1
  17585.0000      4.981251   1
  17598.0000     -5.058631  -1
  17612.0000      5.133523   1
  17625.0000     -5.197093  -1
  17639.0000      5.256573   1
  17652.0000     -5.252946  -1
  17666.0000      5.258859   1
  17680.0000     -5.226924  -1
  17693.0000      5.136024   1
  17707.0000     -5.102233  -1
  17721.0000      5.033812   1
  17734.0000     -4.998224  -1
  17748.0000      5.002868   1
  17761.0000     -5.010031  -1
  17775.0000      5.071058   1
  17788.0000     -5.126585  -1
  17803.0000      5.175322   1
  17815.0000     -5.235638  -1
  17830.0000      5.279392   1
  17843.0000     -5.271826  -1
  17857.0000      5.231092   1
  17870.0000     -5.168233  -1
  17884.0000      5.087921   1
  17897.0000     -5.019659  -1
  17911.0000      4.979819   1
  17924.0000     -4.979928  -1
  17939.0000      5.026232   1
  17951.0000     -5.080381  -1
  17966.0000      5.191003   1
  17979.0000     -5.217356  -1
  17993.0000      5.281278   1
  18006.0000     -5.289780  -1
  18020.0000      5.230772   1
  18033.0000     -5.215366  -1
  18048.0000      5.120659   1
  18060.0000     -5.058701  -1
  18075.0000      5.019022   1
  18088.0000     -4.984829  -1
  18102.0000      5.018253   1
  18115.0000     -5.039619  -1
  18129.0000      5.120376   1
  18142.0000     -5.176867  -1
  18156.0000      5.221244   1
  18169.0000     -5.286467  -1
  18184.0000      5.290089   1
  18196.0000     -5.260690  -1
  18211.0000      5.205111   1
  18224.0000     -5.126455  -1
  18238.0000      5.057740   1
  18251.0000     -5.018698  -1
  18265.0000      4.989669   1
  18278.0000     -5.016566  -1
  18292.0000      5.058046   1
  18305.0000     -5.132651  -1
  18320.0000      5.207274   1
  18332.0000     -5.243998  -1
  18347.0000      5.294049   1
  18360.0000     -5.264274  -1
  18374.0000      5.225283   1
  18387.0000     -5.182267  -1
  18401.0000      5.078102   1
  18414.0000     -5.043045  -1
  18428.0000      4.976807   1
  18441.0000     -4.965529  -1
  18456.0000      4.999381   1
  18469.0000     -5.065855  -1
  18483.0000      5.137285   1
  18496.0000     -5.207972  -1
  18510.0000      5.263135   1
  18523.0000     -5.282288  -1
  18537.0000      5.260576   1
  18550.0000     -5.217643  -1
  18565.0000      5.136954   1
  18578.0000     -5.073000  -1
  18592.0000      5.007156   1
  18605.0000     -4.998474  -1
  18619.0000      4.974769   1
  18632.0000     -5.033008  -1
  18646.0000      5.085978   1
  18659.0000     -5.145997  -1
  18673.0000      5.234872   1
  18687.0000     -5.252032  -1
  18700.0000      5.270763   1
  18714.0000     -5.247644  -1
  18728.0000      5.173029   1
  18741.0000     -5.129626  -1
  18755.0000      5.048568   1
  18768.0000     -5.000352  -1
  18782.0000      4.983366   1
  18796.0000     -4.986568  -1
  18809.0000      5.042644   1
  18823.0000     -5.119690  -1
  18836.0000      5.178259   1
  18850.0000     -5.241608  -1
  18863.0000      5.270139   1
  18877.0000     -5.258065  -1
  18891.0000      5.229970   1
  18905.0000     -5.167882  -1
  18918.0000      5.124657   1
  18932.0000     -5.052079  -1
  18945.0000      5.006383   1
  18959.0000     -4.999034  -1
  18972.0000      5.006741   1
  18986.0000     -5.066092  -1
  18999.0000      5.133374   1
  19014.0000     -5.194751  -1
  19026.0000      5.259018   1
  19041.0000     -5.291904  -1
  19054.0000      5.260549   1
  19068.0000     -5.230797  -1
  19081.0000      5.172816   1
  19095.0000     -5.087981  -1
  19108.0000      5.039849   1
  19122.0000     -4.986553  -1
  19135.0000      4.996034   1
  19150.0000     -5.021659  -1
  19162.0000      5.076152   1
  19177.0000     -5.172153  -1
  19189.0000      5.196230   1
  19204.0000     -5.275978  -1
  19217.0000      5.284223   1
  19231.0000     -5.249565  -1
  19244.0000      5.245257   1
  19259.0000     -5.150647  -1
  19271.0000      5.094437   1
  19286.0000     -5.027463  -1
  19299.0000      4.979389   1
  19313.0000     -5.003757  -1
  19326.0000      5.027294   1
  19340.0000     -5.111864  -1
  19353.0000      5.172686   1
  19367.0000     -5.233989  -1
  19380.0000      5.288252   1
  19395.0000     -5.285304  -1
  19407.0000      5.258761   1
  19422.0000     -5.199607  -1
  19435.0000      5.118703   1
  19449.0000     -5.057769  -1
  19462.0000      5.022352   1
  19476.0000     -4.995161  -1
  19489.0000      5.017926   1
  19503.0000     -5.058793  -1
  19516.0000      5.113768   1
  19530.0000     -5.172553  -1
  19543.0000      5.214132   1
  19558.0000     -5.277964  -1
  19571.0000      5.268848   1
  19585.0000     -5.248469  -1
  19598.0000      5.203162   1
  19612.0000     -5.112440  -1
  19625.0000      5.058479   1
  19639.0000     -4.991442  -1
  19653.0000      4.960148   1
  19666.0000     -4.991575  -1
  19680.0000      5.057917   1
  19693.0000     -5.104532  -1
  19707.0000      5.206090   1
  19721.0000     -5.253740  -1
  19734.0000      5.278002   1
  19748.0000     -5.272071  -1
  19761.0000      5.199335   1
  19775.0000     -5.143993  -1
  19789.0000      5.076517   1
  19802.0000     -4.999426  -1
  19816.0000      5.003139   1
  19829.0000     -4.967290  -1
  19843.0000      5.032707   1
  19857.0000     -5.065396  -1
  19870.0000      5.126555   1
  19884.0000     -5.213984  -1
  19898.0000      5.257976   1
  19911.0000     -5.281936  -1
  19925.0000      5.263449   1
  19938.0000     -5.207802  -1
  19952.0000      5.152646   1
  19966.0000     -5.063115  -1
  19979.0000      5.011051   1
  19993.0000     -4.979980  -1
  20007.0000      4.984180   1
  20020.0000     -5.019404  -1
  20034.0000      5.110669   1
  20047.0000     -5.163784  -1
  20061.0000      5.241873   1
  20074.0000     -5.284316  -1
  20088.0000      5.257407   1
  20101.0000     -5.254796  -1
  20116.0000      5.184652   1
  20129.0000     -5.117180  -1
  20143.0000      5.056854   1
  20156.0000     -5.009799  -1
  20170.0000      5.005388   1
  20183.0000     -5.016690  -1
  20197.0000      5.072594   1
  20210.0000     -5.136817  -1
  20225.0000      5.192477   1
  20237.0000     -5.260016  -1
  20252.0000      5.293559   1
  20264.0000     -5.268912  -1
  20279.0000      5.249780   1
  20292.0000     -5.195396  -1
  20306.0000      5.114754   1
  20319.0000     -5.070778  -1
  20333.0000      4.998552   1
  20346.0000     -5.000070  -1
  20361.0000      4.999257   1
  20373.0000     -5.057611  -1
  20388.0000      5.148871   1
  20400.0000     -5.185548  -1
  20415.0000      5.278657   1
  20428.0000     -5.284621  -1
  20442.0000      5.265448   1
  20455.0000     -5.252826  -1
  20470.0000      5.149610   1
  20482.0000     -5.097742  -1
  20497.0000      5.019666   1
  20510.0000     -4.976632  -1
  20524.0000      4.999341   1
  20537.0000     -5.034496  -1
  20551.0000      5.110315   1
  20564.0000     -5.173305  -1
  20578.0000      5.237656   1
  20591.0000     -5.277968  -1
  20606.0000      5.265890   1
  20618.0000     -5.256114  -1
  20633.0000      5.210841   1
  20646.0000     -5.138021  -1
  20660.0000      5.079764   1
  20673.0000     -5.038649  -1
  20687.0000      4.996768   1
  20700.0000     -5.006982  -1
  20714.0000      5.038789   1
  20727.0000     -5.080595  -1
  20741.0000      5.167039   1
  20755.0000     -5.208145  -1
  20769.0000      5.256154   1
  20782.0000     -5.280649  -1
  20796.0000      5.255638   1
  20809.0000     -5.207215  -1
  20823.0000      5.121468   1
  20836.0000     -5.048673  -1
  20850.0000      4.997296   1
  20864.0000     -4.969489  -1
  20877.0000      5.004593   1
  20891.0000     -5.071155  -1
  20904.0000      5.126057   1
  20918.0000     -5.207725  -1
  20931.0000      5.230593   1
  20945.0000     -5.263901  -1
  20959.0000      5.271003   1
  20973.0000     -5.204911  -1
  20986.0000      5.175976   1
  21000.0000     -5.104738  -1
  21013.0000      5.038652   1
  21027.0000     -5.015760  -1
  21040.0000      4.982387   1
  21054.0000     -5.018545  -1
  21067.0000      5.052797   1
  21082.0000     -5.117183  -1
  21095.0000      5.178997   1
  21109.0000     -5.265459  -1
  21122.0000      5.285014   1
  21136.0000     -5.279570  -1
  21149.0000      5.240463   1
  21163.0000     -5.158955  -1
  21176.0000      5.082442   1
  21190.0000     -5.005556  -1
  21203.0000      4.967682   1
  21218.0000     -4.993120  -1
  21231.0000      5.014724   1
  21245.0000     -5.122056  -1
  21258.0000      5.163610   1
  21272.0000     -5.247072  -1
  21285.0000      5.285543   1
  21300.0000     -5.265249  -1
  21312.0000      5.272534   1
  21327.0000     -5.203944  -1
  21339.0000      5.127773   1
  21354.0000     -5.079551  -1
  21367.0000      5.025269   1
  21381.0000     -5.011311  -1
  21394.0000      5.013159   1
  21408.0000     -5.057586  -1
  21421.0000      5.113839   1
  21436.0000     -5.162648  -1
  21448.0000      5.247101   1
  21463.0000     -5.292740  -1
  21475.0000      5.287704   1
  21490.0000     -5.268731  -1
  21503.0000      5.206618   1
  21517.0000     -5.127341  -1
  21530.0000      5.078884   1
  21544.0000     -4.999672  -1
  21557.0000      4.998772   1
  21571.0000     -4.997351  -1
  21584.0000      5.056209   1
  21599.0000     -5.141146  -1
  21611.0000      5.180726   1
  21626.0000     -5.277881  -1
  21639.0000      5.282658   1
  21653.0000     -5.272565  -1
  21666.0000      5.250027   1
  21681.0000     -5.145591  -1
  21693.0000      5.107464   1
  21708.0000     -5.024995  -1
  21721.0000      4.985314   1
  21735.0000     -4.987574  -1
  21748.0000      5.025979   1
  21762.0000     -5.076212  -1
  21775.0000      5.148609   1
  21789.0000     -5.216684  -1
  21802.0000      5.259261   1
  21816.0000     -5.276871  -1
  21829.0000      5.255742   1
  21844.0000     -5.216236  -1
  21857.0000      5.156548   1
  21871.0000     -5.084560  -1
  21884.0000      5.040938   1
  21898.0000     -4.986174  -1
  21911.0000      4.996420   1
  21925.0000     -5.028626  -1
  21938.0000      5.066344   1
  21952.0000     -5.173117  -1
  21966.0000      5.227120   1
  21979.0000     -5.269715  -1
  21993.0000      5.283427   1
  22007.0000     -5.238104  -1
  22020.0000      5.199760   1
  22034.0000     -5.126499  -1
  22047.0000      5.045878   1
  22061.0000     -5.012422  -1
  22075.0000      4.983188   1
  22088.0000     -5.005320  -1
  22102.0000      5.062006   1
  22115.0000     -5.111195  -1
  22129.0000      5.185647   1
  22142.0000     -5.234738  -1
  22156.0000      5.249539   1
  22170.0000     -5.262935  -1
  22184.0000      5.239737   1
  22197.0000     -5.203332  -1
  22211.0000      5.129963   1
  22224.0000     -5.062657  -1
  22238.0000      5.017518   1
  22251.0000     -4.987961  -1
  22265.0000      5.010337   1
  22278.0000     -5.058804  -1
  22293.0000      5.130101   1
  22305.0000     -5.200398  -1
  22320.0000      5.278004   1
  22333.0000     -5.276555  -1
  22347.0000      5.279091   1
  22360.0000     -5.244178  -1
  22374.0000      5.153269   1
  22387.0000     -5.103112  -1
  22401.0000      5.008466   1
  22414.0000     -4.992334  -1
  22429.0000      4.997898   1
  22441.0000     -5.008098  -1
  22456.0000      5.106014   1
  22469.0000     -5.137266  -1
  22483.0000      5.232370   1
  22496.0000     -5.268495  -1
  22511.0000      5.268993   1
  22523.0000     -5.290558  -1
  22538.0000      5.230215   1
  22550.0000     -5.168827  -1
  22565.0000      5.097998   1
  22578.0000     -5.030086  -1
  22592.0000      5.005310   1
  22605.0000     -5.003398  -1
  22619.0000      5.045517   1
  22632.0000     -5.104089  -1
  22646.0000      5.168874   1
  22659.0000     -5.245205  -1
  22674.0000      5.286838   1
  22686.0000     -5.284565  -1
  22701.0000      5.264417   1
  22714.0000     -5.197069  -1
  22728.0000      5.125723   1
  22741.0000     -5.077388  -1
  22755.0000      5.006505   1
  22768.0000     -5.001108  -1
  22782.0000      5.004206   1
  22795.0000     -5.040331  -1
  22810.0000      5.101560   1
  22823.0000     -5.164739  -1
  22837.0000      5.249028   1
  22850.0000     -5.273768  -1
  22864.0000      5.283204   1
  22877.0000     -5.259687  -1
  22891.0000      5.179859   1
  22904.0000     -5.125139  -1
  22918.0000      5.028924   1
  22932.0000     -4.989360  -1
  22946.0000      4.961053   1
  22959.0000     -5.013760  -1
  22973.0000      5.038960   1
  22986.0000     -5.135388  -1
  23000.0000      5.199597   1
  23013.0000     -5.247330  -1
  23027.0000      5.286219   1
  23041.0000     -5.236741  -1
  23054.0000      5.210520   1
  23068.0000     -5.155814  -1
  23082.0000      5.065068   1
  23095.0000     -5.036993  -1
  23109.0000      4.977015   1
  23122.0000     -4.992903  -1
  23136.0000      5.016634   1
  23150.0000     -5.065793  -1
  23163.0000      5.152676   1
  23177.0000     -5.222115  -1
  23190.0000      5.266578   1
  23204.0000     -5.282126  -1
  23217.0000      5.253547   1
  23231.0000     -5.211110  -1
  23245.0000      5.142247   1
  23258.0000     -5.057649  -1
  23272.0000      5.023888   1
  23286.0000     -4.987828  -1
  23299.0000      4.991733   1
  23313.0000     -5.046774  -1
  23326.0000      5.092146   1
  23340.0000     -5.174086  -1
  23353.0000      5.238513   1
  23368.0000     -5.257065  -1
  23380.0000      5.282231   1
  23395.0000     -5.253320  -1
  23408.0000      5.194945   1
  23422.0000     -5.128448  -1
  23435.0000      5.063875   1
  23449.0000     -5.015085  -1
  23462.0000      4.997632   1
  23476.0000     -5.013086  -1
  23489.0000      5.065353   1
  23504.0000     -5.125532  -1
  23516.0000      5.197562   1
  23531.0000     -5.268615  -1
  23543.0000      5.265289   1
  23558.0000     -5.283392  -1
  23571.0000      5.253509   1
  23585.0000     -5.173601  -1
  23598.0000      5.136838   1
  23613.0000     -5.028422  -1
  23625.0000      5.009810   1
  23640.0000     -4.985958  -1
  23652.0000      4.992302   1
  23667.0000     -5.076625  -1
  23680.0000      5.112310   1
  23694.0000     -5.221631  -1
  23707.0000      5.258901   1
  23721.0000     -5.273522  -1
  23734.0000      5.293454   1
  23749.0000     -5.228049  -1
  23761.0000      5.170308   1
  23776.0000     -5.087972  -1
  23789.0000      5.019580   1
  23803.0000     -4.996952  -1
  23816.0000      5.003337   1
  23830.0000     -5.043180  -1
  23843.0000      5.102048   1
  23857.0000     -5.170076  -1
  23870.0000      5.228905   1
  23885.0000     -5.255816  -1
  23897.0000      5.265937   1
  23912.0000     -5.262575  -1
  23925.0000      5.205767   1
  23939.0000     -5.147427  -1
  23952.0000      5.094584   1
  23966.0000     -5.021078  -1
  23979.0000      4.998679   1
  23993.0000     -4.993521  -1
  24006.0000      5.005517   1
  24020.0000     -5.086163  -1
  24034.0000      5.151874   1
  24048.0000     -5.211768  -1
  24061.0000      5.272393   1
  24075.0000     -5.282823  -1
  24088.0000      5.258170   1
  24102.0000     -5.192427  -1
  24115.0000      5.110855   1
  24129.0000     -5.037539  -1
  24143.0000      4.988863   1
  24156.0000     -4.969952  -1
  24170.0000      5.017132   1
  24183.0000     -5.043211  -1
  24197.0000      5.132671   1
  24211.0000     -5.174220  -1
  24224.0000      5.226378   1
  24238.0000     -5.275031  -1
  24252.0000      5.250544   1
  24265.0000     -5.233011  -1
  24279.0000      5.173846   1
  24292.0000     -5.091904  -1
  24306.0000      5.051302   1
  24319.0000     -4.976804  -1
  24333.0000      4.985090   1
  24347.0000     -4.985124  -1
  24361.0000      5.049742   1
  24374.0000     -5.112286  -1
  24388.0000      5.211852   1
  24401.0000     -5.254113  -1
  24415.0000      5.284936   1
  24428.0000     -5.279381  -1
  24442.0000      5.212590   1
  24455.0000     -5.150211  -1
  24470.0000      5.058644   1
  24483.0000     -5.012707  -1
  24497.0000      4.989381   1
  24510.0000     -4.985393  -1
  24524.0000      5.050896   1
  24537.0000     -5.092690  -1
  24551.0000      5.177733   1
  24564.0000     -5.239256  -1
  24579.0000      5.263440   1
  24591.0000     -5.290994  -1
  24606.0000      5.260270   1
  24618.0000     -5.189414  -1
  24633.0000      5.144199   1
  24646.0000     -5.080988  -1
  24660.0000      5.026935   1
  24673.0000     -5.006210  -1
  24687.0000      5.005054   1
  24700.0000     -5.047105  -1
  24715.0000      5.089155   1
  24727.0000     -5.173368  -1
