# 月行九道 — Ecliptic latitude β envelope (local extrema)
# DE440 1900–2100, 1-day steps
# Frame: SOFA IAU 2006 mean ecliptic/equinox of date
#
# day         beta(deg)    type
# ----------  -----------  ----  (1=max, -1=min)
  24742.0000      5.250559   1
  24754.0000     -5.266541  -1
  24769.0000      5.293166   1
  24782.0000     -5.258827  -1
  24796.0000      5.188381   1
  24809.0000     -5.148074  -1
  24823.0000      5.030214   1
  24836.0000     -5.009554  -1
  24851.0000      4.970392   1
  24863.0000     -4.985798  -1
  24878.0000      5.065710   1
  24891.0000     -5.115824  -1
  24905.0000      5.219985   1
  24918.0000     -5.256826  -1
  24932.0000      5.279315   1
  24945.0000     -5.284210  -1
  24960.0000      5.215366   1
  24972.0000     -5.170553  -1
  24987.0000      5.092432   1
  25000.0000     -5.028215  -1
  25014.0000      4.997606   1
  25027.0000     -5.001732  -1
  25041.0000      5.020399   1
  25054.0000     -5.076588  -1
  25068.0000      5.142777   1
  25081.0000     -5.196392  -1
  25095.0000      5.248510   1
  25108.0000     -5.248875  -1
  25123.0000      5.258740   1
  25136.0000     -5.221425  -1
  25150.0000      5.159229   1
  25163.0000     -5.100076  -1
  25177.0000      5.020672   1
  25190.0000     -4.987367  -1
  25204.0000      4.986281   1
  25218.0000     -5.000299  -1
  25231.0000      5.091281   1
  25245.0000     -5.165562  -1
  25258.0000      5.223354   1
  25272.0000     -5.273700  -1
  25286.0000      5.263065   1
  25299.0000     -5.244274  -1
  25313.0000      5.194558   1
  25326.0000     -5.098531  -1
  25340.0000      5.058125   1
  25354.0000     -5.004914  -1
  25367.0000      4.985834   1
  25381.0000     -5.014649  -1
  25394.0000      5.038735   1
  25408.0000     -5.109299  -1
  25421.0000      5.164640   1
  25436.0000     -5.204303  -1
  25449.0000      5.252180   1
  25463.0000     -5.272050  -1
  25476.0000      5.255335   1
  25490.0000     -5.198521  -1
  25503.0000      5.128241   1
  25517.0000     -5.058919  -1
  25530.0000      4.995680   1
  25544.0000     -4.977395  -1
  25557.0000      4.991112   1
  25572.0000     -5.055329  -1
  25584.0000      5.112262   1
  25599.0000     -5.222618  -1
  25612.0000      5.248614   1
  25626.0000     -5.286580  -1
  25639.0000      5.283522   1
  25653.0000     -5.204169  -1
  25666.0000      5.170177   1
  25681.0000     -5.075002  -1
  25693.0000      5.014984   1
  25708.0000     -5.000692  -1
  25721.0000      4.984950   1
  25735.0000     -5.043964  -1
  25748.0000      5.075408   1
  25762.0000     -5.161773  -1
  25775.0000      5.217298   1
  25790.0000     -5.251356  -1
  25802.0000      5.295713   1
  25817.0000     -5.277584  -1
  25829.0000      5.229023   1
  25844.0000     -5.168897  -1
  25857.0000      5.095771   1
  25871.0000     -5.033631  -1
  25884.0000      5.006468   1
  25898.0000     -4.997573  -1
  25911.0000      5.037483   1
  25925.0000     -5.086029  -1
  25938.0000      5.169514   1
  25953.0000     -5.244403  -1
  25965.0000      5.265352   1
  25980.0000     -5.293961  -1
  25993.0000      5.252452   1
  26007.0000     -5.190201  -1
  26020.0000      5.144496   1
  26034.0000     -5.040228  -1
  26047.0000      5.014323   1
  26061.0000     -4.970649  -1
  26074.0000      4.980021   1
  26089.0000     -5.039487  -1
  26102.0000      5.105566   1
  26116.0000     -5.189552  -1
  26129.0000      5.241324   1
  26143.0000     -5.280091  -1
  26156.0000      5.283318   1
  26170.0000     -5.230812  -1
  26183.0000      5.187821   1
  26198.0000     -5.104885  -1
  26211.0000      5.043564   1
  26225.0000     -4.990929  -1
  26238.0000      4.996747   1
  26252.0000     -4.993789  -1
  26265.0000      5.061056   1
  26279.0000     -5.125429  -1
  26292.0000      5.181667   1
  26306.0000     -5.259103  -1
  26320.0000      5.257198   1
  26333.0000     -5.253748  -1
  26347.0000      5.224081   1
  26361.0000     -5.144716  -1
  26374.0000      5.093864   1
  26388.0000     -5.018328  -1
  26401.0000      4.984569   1
  26415.0000     -4.988071  -1
  26429.0000      5.012105   1
  26442.0000     -5.083833  -1
  26456.0000      5.161988   1
  26469.0000     -5.218922  -1
  26483.0000      5.265105   1
  26496.0000     -5.268353  -1
  26510.0000      5.247133   1
  26524.0000     -5.209726  -1
  26538.0000      5.125077   1
  26551.0000     -5.087604  -1
  26565.0000      5.025124   1
  26578.0000     -4.993893  -1
  26592.0000      5.007842   1
  26605.0000     -5.029072  -1
  26619.0000      5.096976   1
  26632.0000     -5.167306  -1
  26647.0000      5.223189   1
  26659.0000     -5.270917  -1
  26674.0000      5.289634   1
  26687.0000     -5.253492  -1
  26701.0000      5.201003   1
  26714.0000     -5.136253  -1
  26728.0000      5.055907   1
  26741.0000     -5.012407  -1
  26755.0000      4.982456   1
  26768.0000     -5.009252  -1
  26783.0000      5.059749   1
  26795.0000     -5.119515  -1
  26810.0000      5.216380   1
  26823.0000     -5.228547  -1
  26837.0000      5.287043   1
  26850.0000     -5.286306  -1
  26864.0000      5.222959   1
  26877.0000     -5.207122  -1
  26892.0000      5.108752   1
  26904.0000     -5.053514  -1
  26919.0000      5.009661   1
  26932.0000     -4.978773  -1
  26946.0000      5.025640   1
  26959.0000     -5.056069  -1
  26973.0000      5.149169   1
  26986.0000     -5.206606  -1
  27000.0000      5.249502   1
  27013.0000     -5.300794  -1
  27028.0000      5.281971   1
  27040.0000     -5.237880  -1
  27055.0000      5.167778   1
  27068.0000     -5.089343  -1
  27082.0000      5.030691   1
  27095.0000     -5.008083  -1
  27109.0000      5.002506   1
  27122.0000     -5.041777  -1
  27136.0000      5.096530   1
  27149.0000     -5.160433  -1
  27164.0000      5.216825   1
  27176.0000     -5.244631  -1
  27191.0000      5.288198   1
  27204.0000     -5.258139  -1
  27218.0000      5.215129   1
  27231.0000     -5.165634  -1
  27245.0000      5.072869   1
  27258.0000     -5.029330  -1
  27272.0000      4.982728   1
  27286.0000     -4.970612  -1
  27299.0000      5.017356   1
  27313.0000     -5.091338  -1
  27327.0000      5.150377   1
  27340.0000     -5.234940  -1
  27354.0000      5.277510   1
  27367.0000     -5.282995  -1
  27381.0000      5.253477   1
  27394.0000     -5.179135  -1
  27408.0000      5.103630   1
  27422.0000     -5.046537  -1
  27435.0000      4.974330   1
  27449.0000     -4.999480  -1
  27463.0000      4.979530   1
  27476.0000     -5.063011  -1
  27490.0000      5.112441   1
  27503.0000     -5.167292  -1
  27517.0000      5.251764   1
  27531.0000     -5.269566  -1
  27544.0000      5.273935   1
  27558.0000     -5.238417  -1
  27571.0000      5.160038   1
  27585.0000     -5.113062  -1
  27599.0000      5.031671   1
  27612.0000     -4.991971  -1
  27626.0000      4.980894   1
  27640.0000     -5.005839  -1
  27653.0000      5.055226   1
  27667.0000     -5.147977  -1
  27680.0000      5.202723   1
  27694.0000     -5.262375  -1
  27707.0000      5.290969   1
  27721.0000     -5.250238  -1
  27734.0000      5.220591   1
  27749.0000     -5.149352  -1
  27762.0000      5.088329   1
  27776.0000     -5.030896  -1
  27789.0000      4.995635   1
  27803.0000     -5.012335  -1
  27816.0000      5.037569   1
  27830.0000     -5.105956  -1
  27843.0000      5.177719   1
  27858.0000     -5.233964  -1
  27870.0000      5.282608   1
  27885.0000     -5.295700  -1
  27898.0000      5.244543   1
  27912.0000     -5.215020  -1
  27925.0000      5.157240   1
  27939.0000     -5.076014  -1
  27952.0000      5.039203   1
  27966.0000     -4.990322  -1
  27979.0000      5.009406   1
  27994.0000     -5.034586  -1
  28006.0000      5.098240   1
  28021.0000     -5.192553  -1
  28033.0000      5.218633   1
  28048.0000     -5.291584  -1
  28061.0000      5.289706   1
  28075.0000     -5.243828  -1
  28088.0000      5.226049   1
  28103.0000     -5.117570  -1
  28115.0000      5.064156   1
  28130.0000     -5.002573  -1
  28143.0000      4.973974   1
  28157.0000     -5.018375  -1
  28170.0000      5.061308   1
  28184.0000     -5.152338  -1
  28197.0000      5.211078   1
  28211.0000     -5.261184  -1
  28224.0000      5.294805   1
  28239.0000     -5.268845  -1
  28251.0000      5.233679   1
  28266.0000     -5.174000  -1
  28279.0000      5.100741   1
  28293.0000     -5.044893  -1
  28306.0000      5.018886   1
  28320.0000     -4.999639  -1
  28333.0000      5.027439   1
  28347.0000     -5.076359  -1
  28360.0000      5.124946   1
  28374.0000     -5.199582  -1
  28388.0000      5.230091   1
  28402.0000     -5.275522  -1
  28415.0000      5.271809   1
  28429.0000     -5.233630  -1
  28442.0000      5.177736   1
  28456.0000     -5.088196  -1
  28469.0000      5.024564   1
  28483.0000     -4.985732  -1
  28497.0000      4.975252   1
  28510.0000     -5.025628  -1
  28524.0000      5.102032   1
  28537.0000     -5.158785  -1
  28551.0000      5.238747   1
  28565.0000     -5.261750  -1
  28578.0000      5.269149   1
  28592.0000     -5.256246  -1
  28606.0000      5.167727   1
  28619.0000     -5.128878  -1
  28633.0000      5.064765   1
  28646.0000     -5.005261  -1
  28660.0000      5.006567   1
  28673.0000     -4.991831  -1
  28687.0000      5.046382   1
  28700.0000     -5.090379  -1
  28715.0000      5.157943   1
  28728.0000     -5.220168  -1
  28742.0000      5.277987   1
  28755.0000     -5.286894  -1
  28769.0000      5.259055   1
  28782.0000     -5.204234  -1
  28796.0000      5.126317   1
  28809.0000     -5.043852  -1
  28823.0000      4.988174   1
  28837.0000     -4.965252  -1
  28851.0000      5.008118   1
  28864.0000     -5.042326  -1
  28878.0000      5.155624   1
  28891.0000     -5.200887  -1
  28905.0000      5.266812   1
  28918.0000     -5.297687  -1
  28933.0000      5.252253   1
  28945.0000     -5.239531  -1
  28960.0000      5.161712   1
  28973.0000     -5.085126  -1
  28987.0000      5.044187   1
  29000.0000     -5.004532  -1
  29014.0000      5.014716   1
  29027.0000     -5.032486  -1
  29041.0000      5.093012   1
  29054.0000     -5.156370  -1
  29069.0000      5.210155   1
  29081.0000     -5.273687  -1
  29096.0000      5.299641   1
  29108.0000     -5.272415  -1
  29123.0000      5.238823   1
  29136.0000     -5.176500  -1
  29150.0000      5.092523   1
  29163.0000     -5.051031  -1
  29177.0000      4.989118   1
  29190.0000     -5.002210  -1
  29204.0000      5.014819   1
  29217.0000     -5.088731  -1
  29232.0000      5.182238   1
  29244.0000     -5.213919  -1
  29259.0000      5.293902   1
  29272.0000     -5.286339  -1
  29286.0000      5.248120   1
  29299.0000     -5.219455  -1
  29314.0000      5.107019   1
  29326.0000     -5.064961  -1
  29341.0000      4.998529   1
  29354.0000     -4.977593  -1
  29368.0000      5.004174   1
  29381.0000     -5.054316  -1
  29395.0000      5.124067   1
  29408.0000     -5.189482  -1
  29422.0000      5.249397   1
  29435.0000     -5.278359  -1
  29449.0000      5.262305   1
  29462.0000     -5.238462  -1
  29477.0000      5.187686   1
  29490.0000     -5.120951  -1
  29504.0000      5.053103   1
  29517.0000     -5.020947  -1
  29531.0000      4.984293   1
  29544.0000     -5.009025  -1
  29558.0000      5.057189   1
  29571.0000     -5.100708  -1
  29585.0000      5.203778   1
  29599.0000     -5.245142  -1
  29612.0000      5.267806   1
  29626.0000     -5.273602  -1
  29640.0000      5.219727   1
  29653.0000     -5.165187  -1
  29667.0000      5.086336   1
  29680.0000     -5.012928  -1
  29694.0000      4.992788   1
  29708.0000     -4.986100  -1
  29721.0000      5.027108   1
  29735.0000     -5.097325  -1
  29748.0000      5.152907   1
  29762.0000     -5.220069  -1
  29775.0000      5.250811   1
  29789.0000     -5.254812  -1
  29803.0000      5.257837   1
  29817.0000     -5.203247  -1
  29830.0000      5.162565   1
  29844.0000     -5.090581  -1
  29857.0000      5.029224   1
  29871.0000     -5.005442  -1
  29884.0000      4.990135   1
  29898.0000     -5.028992  -1
  29911.0000      5.086786   1
  29926.0000     -5.163059  -1
  29938.0000      5.222007   1
  29953.0000     -5.289168  -1
  29966.0000      5.282611   1
  29980.0000     -5.258706  -1
  29993.0000      5.211756   1
  30007.0000     -5.115626  -1
  30020.0000      5.059183   1
  30034.0000     -4.983842  -1
  30047.0000      4.979479   1
  30062.0000     -5.012900  -1
  30074.0000      5.037607   1
  30089.0000     -5.147618  -1
  30102.0000      5.180229   1
  30116.0000     -5.257286  -1
  30129.0000      5.286746   1
  30144.0000     -5.261815  -1
  30156.0000      5.263267   1
  30171.0000     -5.189310  -1
  30183.0000      5.116694   1
  30198.0000     -5.062131  -1
  30211.0000      5.008662   1
  30225.0000     -5.004282  -1
  30238.0000      5.015384   1
  30252.0000     -5.073602  -1
  30265.0000      5.136274   1
  30279.0000     -5.191298  -1
  30292.0000      5.268219   1
  30307.0000     -5.297607  -1
  30319.0000      5.276533   1
  30334.0000     -5.237850  -1
  30347.0000      5.167281   1
  30361.0000     -5.086869  -1
  30374.0000      5.045396   1
  30388.0000     -4.989987  -1
  30401.0000      5.001250   1
  30415.0000     -5.024592  -1
  30428.0000      5.077821   1
  30443.0000     -5.153516  -1
  30456.0000      5.199227   1
  30470.0000     -5.276176  -1
  30483.0000      5.278914   1
  30497.0000     -5.261701  -1
  30510.0000      5.228213   1
  30524.0000     -5.132341  -1
  30537.0000      5.081833   1
  30551.0000     -4.997239  -1
  30565.0000      4.977755   1
  30579.0000     -4.971781  -1
  30592.0000      5.034820   1
  30606.0000     -5.079838  -1
  30619.0000      5.167908   1
  30633.0000     -5.232434  -1
  30646.0000      5.264708   1
  30660.0000     -5.279837  -1
  30673.0000      5.222957   1
  30687.0000     -5.168959  -1
  30701.0000      5.119943   1
  30715.0000     -5.033710  -1
  30728.0000      5.013409   1
  30742.0000     -4.970015  -1
  30755.0000      5.003222   1
  30769.0000     -5.047089  -1
  30783.0000      5.103308   1
  30796.0000     -5.194627  -1
  30810.0000      5.247981   1
  30823.0000     -5.276276  -1
  30837.0000      5.272529   1
  30850.0000     -5.214015  -1
  30864.0000      5.172433   1
  30878.0000     -5.101635  -1
  30891.0000      5.021080   1
  30905.0000     -5.000480  -1
  30919.0000      4.985756   1
  30932.0000     -5.007721  -1
  30946.0000      5.076042   1
  30959.0000     -5.128740  -1
  30973.0000      5.202064   1
  30986.0000     -5.257562  -1
  31001.0000      5.255367   1
  31013.0000     -5.259523  -1
  31028.0000      5.223553   1
  31041.0000     -5.164858  -1
  31055.0000      5.092482   1
  31068.0000     -5.031714  -1
  31082.0000      5.000904   1
  31095.0000     -4.996598  -1
  31109.0000      5.031598   1
  31122.0000     -5.097420  -1
  31137.0000      5.169805   1
  31149.0000     -5.230939  -1
  31164.0000      5.287703   1
  31177.0000     -5.264817  -1
  31191.0000      5.260717   1
  31204.0000     -5.222116  -1
  31218.0000      5.129122   1
  31231.0000     -5.090048  -1
  31245.0000      4.996793   1
  31258.0000     -4.993175  -1
  31273.0000      4.997370   1
  31285.0000     -5.019305  -1
  31300.0000      5.116446   1
  31313.0000     -5.149178  -1
  31327.0000      5.246777   1
  31340.0000     -5.276543  -1
  31355.0000      5.265530   1
  31367.0000     -5.276254  -1
  31382.0000      5.198099   1
  31394.0000     -5.130687  -1
  31409.0000      5.056859   1
  31422.0000     -4.999573  -1
  31436.0000      4.993836   1
  31449.0000     -5.013220  -1
  31463.0000      5.073300   1
  31476.0000     -5.137630  -1
  31490.0000      5.202168   1
  31503.0000     -5.259820  -1
  31518.0000      5.278149   1
  31530.0000     -5.262073  -1
  31545.0000      5.236097   1
  31558.0000     -5.169998  -1
  31572.0000      5.101874   1
  31585.0000     -5.057402  -1
  31599.0000      4.999634   1
  31612.0000     -4.995774  -1
  31626.0000      5.013313   1
  31639.0000     -5.041521  -1
  31653.0000      5.121770   1
  31667.0000     -5.183853  -1
  31681.0000      5.246256   1
  31694.0000     -5.278725  -1
  31708.0000      5.273446   1
  31721.0000     -5.235779  -1
  31735.0000      5.155567   1
  31748.0000     -5.078861  -1
  31762.0000      5.008588   1
  31776.0000     -4.976373  -1
  31789.0000      4.972407   1
  31803.0000     -5.036199  -1
  31816.0000      5.071340   1
  31830.0000     -5.167872  -1
  31844.0000      5.216999   1
  31857.0000     -5.248423  -1
  31871.0000      5.279233   1
  31885.0000     -5.227431  -1
  31898.0000      5.191492   1
  31912.0000     -5.130838  -1
  31925.0000      5.042130   1
  31939.0000     -5.022364  -1
  31952.0000      4.962041   1
  31966.0000     -4.994111  -1
  31980.0000      5.015189   1
  31994.0000     -5.089985  -1
  32007.0000      5.157545   1
  32021.0000     -5.240078  -1
  32034.0000      5.273508   1
  32048.0000     -5.280305  -1
  32061.0000      5.254672   1
  32075.0000     -5.183771  -1
  32088.0000      5.104058   1
  32103.0000     -5.023631  -1
  32116.0000      4.993996   1
  32130.0000     -4.985852  -1
  32143.0000      4.997228   1
  32157.0000     -5.077718  -1
  32170.0000      5.127782   1
  32184.0000     -5.206939  -1
  32197.0000      5.266027   1
  32212.0000     -5.270830  -1
  32224.0000      5.277059   1
  32239.0000     -5.230039  -1
  32252.0000      5.157157   1
  32266.0000     -5.101391  -1
  32279.0000      5.044394   1
  32293.0000     -5.009061  -1
  32306.0000      5.004177   1
  32320.0000     -5.026623  -1
  32333.0000      5.083163   1
  32348.0000     -5.141010  -1
  32360.0000      5.213316   1
  32375.0000     -5.277385  -1
  32387.0000      5.273006   1
  32402.0000     -5.277765  -1
  32415.0000      5.238180   1
  32429.0000     -5.152024  -1
  32442.0000      5.112596   1
  32456.0000     -5.005577  -1
  32469.0000      4.995355   1
  32484.0000     -4.979358  -1
  32496.0000      5.008531   1
  32511.0000     -5.103267  -1
  32524.0000      5.148789   1
  32538.0000     -5.250342  -1
  32551.0000      5.276855   1
  32565.0000     -5.272567  -1
  32578.0000      5.270160   1
  32593.0000     -5.186353  -1
  32605.0000      5.128096   1
  32620.0000     -5.054670  -1
  32633.0000      5.003559   1
  32647.0000     -4.991627  -1
  32660.0000      5.013441   1
  32674.0000     -5.056388  -1
  32687.0000      5.118498   1
  32701.0000     -5.186811  -1
  32714.0000      5.233859   1
  32728.0000     -5.255879  -1
  32741.0000      5.253292   1
  32756.0000     -5.245408  -1
  32769.0000      5.191360   1
  32783.0000     -5.123411  -1
  32796.0000      5.070115   1
  32810.0000     -5.002162  -1
  32823.0000      4.984833   1
  32837.0000     -5.001771  -1
  32851.0000      5.025507   1
  32864.0000     -5.124813  -1
  32878.0000      5.195189   1
  32891.0000     -5.239580  -1
  32905.0000      5.283238   1
  32919.0000     -5.264036  -1
  32932.0000      5.223735   1
  32946.0000     -5.158542  -1
  32959.0000      5.062609   1
  32973.0000     -5.023331  -1
  32987.0000      4.988738   1
  33000.0000     -4.988225  -1
  33014.0000      5.038299   1
  33027.0000     -5.076583  -1
  33041.0000      5.151474   1
  33054.0000     -5.198675  -1
  33068.0000      5.226397   1
  33082.0000     -5.270084  -1
  33096.0000      5.254325   1
  33109.0000     -5.226348  -1
  33123.0000      5.161268   1
  33136.0000     -5.085563  -1
  33150.0000      5.034417   1
  33163.0000     -4.980593  -1
  33177.0000      4.984366   1
  33190.0000     -5.011650  -1
  33205.0000      5.089645   1
  33217.0000     -5.143446  -1
  33232.0000      5.249719   1
  33245.0000     -5.272092  -1
  33259.0000      5.284964   1
  33272.0000     -5.268559  -1
  33286.0000      5.175582   1
  33299.0000     -5.125914  -1
  33314.0000      5.036371   1
  33327.0000     -4.987890  -1
  33341.0000      4.995886   1
  33354.0000     -4.997946  -1
  33368.0000      5.078655   1
  33381.0000     -5.118626  -1
  33395.0000      5.200821   1
  33408.0000     -5.254391  -1
  33423.0000      5.270515   1
  33435.0000     -5.292082  -1
  33450.0000      5.253041   1
  33462.0000     -5.184351  -1
  33477.0000      5.130037   1
  33490.0000     -5.064834  -1
  33504.0000      5.017145   1
  33517.0000     -5.003607  -1
  33531.0000      5.015982   1
  33544.0000     -5.067020  -1
  33558.0000      5.115965   1
  33571.0000     -5.205446  -1
  33586.0000      5.274583   1
  33598.0000     -5.278836  -1
  33613.0000      5.285284   1
  33626.0000     -5.236313  -1
  33640.0000      5.154958   1
  33653.0000     -5.110396  -1
  33667.0000      5.011202   1
  33680.0000     -4.997404  -1
  33694.0000      4.975548   1
  33707.0000     -5.005713  -1
  33722.0000      5.086481   1
  33735.0000     -5.148064  -1
  33749.0000      5.234833   1
  33762.0000     -5.268679  -1
  33776.0000      5.282771   1
  33789.0000     -5.272883  -1
  33803.0000      5.192434   1
  33816.0000     -5.148440  -1
  33831.0000      5.069954   1
  33844.0000     -5.019082  -1
  33858.0000      4.983832   1
  33871.0000     -5.005572  -1
  33885.0000      5.024945   1
  33898.0000     -5.096308  -1
  33912.0000      5.167550   1
  33925.0000     -5.215572  -1
  33939.0000      5.273473   1
  33953.0000     -5.253873  -1
  33967.0000      5.232144   1
  33980.0000     -5.198050  -1
  33994.0000      5.115297   1
  34007.0000     -5.064409  -1
  34021.0000      4.997127   1
  34034.0000     -4.979541  -1
  34048.0000      5.003217   1
  34062.0000     -5.044565  -1
  34075.0000      5.127266   1
  34089.0000     -5.202210  -1
  34102.0000      5.250050   1
  34116.0000     -5.279581  -1
  34129.0000      5.252017   1
  34143.0000     -5.225452  -1
  34157.0000      5.177983   1
  34171.0000     -5.081490  -1
  34184.0000      5.052013   1
  34198.0000     -5.006106  -1
  34211.0000      4.992622   1
  34225.0000     -5.027192  -1
  34238.0000      5.061764   1
  34252.0000     -5.132113  -1
  34265.0000      5.200556   1
  34280.0000     -5.242503  -1
  34292.0000      5.269940   1
  34307.0000     -5.277739  -1
  34320.0000      5.237215   1
  34334.0000     -5.170343  -1
  34347.0000      5.100166   1
  34361.0000     -5.031937  -1
  34374.0000      4.995040   1
  34388.0000     -4.987559  -1
  34401.0000      5.030621   1
  34416.0000     -5.102218  -1
  34428.0000      5.161204   1
  34443.0000     -5.253748  -1
  34456.0000      5.259604   1
  34470.0000     -5.286788  -1
  34483.0000      5.275868   1
  34497.0000     -5.188128  -1
  34510.0000      5.162476   1
  34525.0000     -5.067136  -1
  34537.0000      5.018573   1
  34552.0000     -5.001338  -1
  34565.0000      4.988152   1
  34579.0000     -5.057256  -1
  34592.0000      5.093378   1
  34606.0000     -5.186135  -1
  34619.0000      5.239840   1
  34634.0000     -5.266583  -1
  34646.0000      5.303115   1
  34661.0000     -5.267033  -1
  34673.0000      5.206999   1
  34688.0000     -5.136039  -1
  34701.0000      5.063248   1
  34715.0000     -5.013452  -1
  34728.0000      5.003323   1
  34742.0000     -5.019084  -1
  34755.0000      5.071278   1
  34769.0000     -5.132591  -1
  34782.0000      5.203252   1
  34797.0000     -5.259843  -1
  34809.0000      5.264923   1
  34824.0000     -5.283877  -1
  34837.0000      5.238070   1
  34851.0000     -5.173911  -1
  34864.0000      5.125646   1
  34878.0000     -5.036295  -1
  34891.0000      5.007210   1
  34905.0000     -4.983611  -1
  34919.0000      4.990759   1
  34932.0000     -5.049683  -1
  34946.0000      5.129941   1
  34960.0000     -5.197999  -1
  34973.0000      5.259980   1
  34987.0000     -5.288569  -1
  35000.0000      5.277676   1
  35014.0000     -5.225161  -1
  35027.0000      5.151275   1
  35041.0000     -5.066178  -1
  35055.0000      5.022963   1
  35069.0000     -4.963058  -1
  35082.0000      5.004741   1
  35096.0000     -5.006453  -1
  35109.0000      5.096044   1
  35123.0000     -5.158916  -1
  35136.0000      5.203079   1
  35150.0000     -5.276660  -1
  35164.0000      5.267955   1
  35177.0000     -5.249804  -1
  35191.0000      5.205855   1
  35205.0000     -5.111003  -1
  35218.0000      5.074899   1
  35232.0000     -5.004120  -1
  35245.0000      4.981250   1
  35259.0000     -4.991926  -1
  35273.0000      5.037039   1
  35286.0000     -5.097420  -1
  35300.0000      5.186873   1
  35313.0000     -5.237512  -1
  35327.0000      5.276360   1
  35340.0000     -5.285080  -1
  35354.0000      5.233393   1
  35368.0000     -5.185007  -1
  35382.0000      5.111759   1
  35395.0000     -5.059958  -1
  35409.0000      5.011853   1
  35422.0000     -4.990592  -1
  35436.0000      5.026246   1
  35449.0000     -5.063879  -1
  35463.0000      5.136996   1
  35476.0000     -5.212834  -1
  35491.0000      5.260046   1
  35503.0000     -5.289428  -1
  35518.0000      5.283991   1
  35531.0000     -5.228514  -1
  35545.0000      5.175507   1
  35558.0000     -5.114729  -1
  35572.0000      5.042462   1
  35585.0000     -5.015042  -1
  35599.0000      4.991843   1
  35612.0000     -5.029220  -1
  35627.0000      5.078759   1
  35639.0000     -5.142075  -1
  35654.0000      5.233518   1
  35666.0000     -5.244666  -1
  35681.0000      5.293993   1
  35694.0000     -5.284431  -1
  35708.0000      5.212722   1
  35721.0000     -5.191456  -1
  35736.0000      5.083191   1
  35748.0000     -5.033584  -1
  35763.0000      4.992677   1
  35776.0000     -4.978225  -1
  35790.0000      5.043049   1
  35803.0000     -5.090361  -1
  35817.0000      5.187753   1
  35830.0000     -5.241804  -1
  35844.0000      5.270533   1
  35857.0000     -5.298770  -1
  35872.0000      5.255825   1
  35884.0000     -5.199974  -1
  35899.0000      5.133376   1
  35912.0000     -5.065004  -1
  35926.0000      5.018007   1
  35939.0000     -5.008497  -1
  35953.0000      5.014264   1
  35966.0000     -5.057207  -1
  35980.0000      5.118184   1
  35993.0000     -5.170287  -1
  36007.0000      5.223285   1
  36021.0000     -5.243681  -1
  36035.0000      5.280896   1
  36048.0000     -5.252981  -1
  36062.0000      5.199974   1
  36075.0000     -5.143111  -1
  36089.0000      5.054256   1
  36102.0000     -5.004126  -1
  36116.0000      4.981421   1
  36130.0000     -4.987375  -1
  36143.0000      5.049930   1
  36157.0000     -5.132266  -1
  36170.0000      5.182997   1
  36184.0000     -5.261267  -1
  36198.0000      5.279298   1
  36211.0000     -5.263614  -1
  36225.0000      5.229574   1
  36239.0000     -5.127898  -1
  36252.0000      5.082829   1
  36266.0000     -5.030870  -1
  36279.0000      4.982975   1
  36293.0000     -5.007954  -1
  36306.0000      5.011743   1
  36320.0000     -5.080719  -1
  36333.0000      5.127714   1
  36348.0000     -5.192026  -1
  36361.0000      5.253938   1
  36375.0000     -5.278424  -1
  36388.0000      5.272802   1
  36402.0000     -5.228406  -1
  36415.0000      5.156560   1
  36429.0000     -5.091113  -1
  36442.0000      5.007087   1
  36456.0000     -4.976072  -1
  36470.0000      4.970159   1
  36484.0000     -5.029828  -1
  36497.0000      5.073275   1
  36511.0000     -5.186441  -1
  36524.0000      5.231321   1
  36538.0000     -5.277584  -1
  36551.0000      5.297363   1
  36566.0000     -5.229822  -1
  36578.0000      5.199335   1
  36593.0000     -5.118783  -1
  36606.0000      5.051086   1
  36620.0000     -5.017153  -1
  36633.0000      4.993740   1
  36647.0000     -5.028051  -1
  36660.0000      5.060730   1
  36674.0000     -5.129762  -1
  36687.0000      5.198327   1
  36702.0000     -5.246025  -1
  36714.0000      5.288159   1
  36729.0000     -5.291284  -1
  36741.0000      5.239137   1
  36756.0000     -5.199966  -1
  36769.0000      5.138330   1
  36783.0000     -5.058894  -1
  36796.0000      5.026279   1
  36810.0000     -4.986762  -1
  36823.0000      5.014570   1
  36838.0000     -5.047198  -1
  36850.0000      5.123541   1
  36865.0000     -5.219098  -1
  36877.0000      5.239596   1
  36892.0000     -5.298318  -1
  36905.0000      5.281222   1
  36919.0000     -5.216886  -1
  36932.0000      5.185853   1
  36947.0000     -5.069510  -1
  36959.0000      5.029158   1
  36974.0000     -4.981754  -1
  36987.0000      4.978996   1
  37001.0000     -5.030049  -1
  37014.0000      5.088071   1
  37028.0000     -5.170076  -1
  37041.0000      5.226594   1
  37055.0000     -5.268667  -1
  37068.0000      5.285275   1
  37083.0000     -5.243929  -1
  37095.0000      5.206364   1
  37110.0000     -5.148658  -1
  37123.0000      5.083221   1
  37137.0000     -5.024356  -1
  37150.0000      5.007280   1
  37164.0000     -4.992938  -1
  37177.0000      5.030748   1
  37191.0000     -5.092147  -1
  37204.0000      5.137391   1
  37218.0000     -5.227787  -1
  37232.0000      5.253849   1
  37246.0000     -5.261342  -1
  37259.0000      5.256359   1
  37273.0000     -5.193304  -1
  37286.0000      5.131373   1
  37300.0000     -5.049704  -1
  37313.0000      4.988275   1
