# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   beta(deg)
  18065.0000    351.452790     -2.763686
  18066.0000      3.296553     -1.822631
  18067.0000     15.107396     -0.806228
  18068.0000     26.974077      0.248727
  18069.0000     38.980104      1.303116
  18070.0000     51.198452      2.314086
  18071.0000     63.686183      3.234475
  18072.0000     76.479332      4.013757
  18073.0000     89.588998      4.600994
  18074.0000    103.000014      4.949797
  18075.0000    116.673477      5.024625
  18076.0000    130.553539      4.806927
  18077.0000    144.577304      4.299449
  18078.0000    158.685207      3.527455
  18079.0000    172.828819      2.536748
  18080.0000    186.973890      1.389351
  18081.0000    201.098234      0.158088
  18082.0000    215.185736     -1.079060
  18083.0000    229.218860     -2.244542
  18084.0000    243.172289     -3.266860
  18085.0000    257.009921     -4.086126
  18086.0000    270.686455     -4.658933
  18087.0000    284.153309     -4.961535
  18088.0000    297.367173     -4.990386
  18089.0000    310.298665     -4.759864
  18090.0000    322.938768     -4.297884
  18091.0000    335.301827     -3.640712
  18092.0000    347.425153     -2.828321
  18093.0000    359.366152     -1.901117
  18094.0000     11.198070     -0.898357
  18095.0000     23.005191      0.141940
  18096.0000     34.877790      1.181984
  18097.0000     46.906754      2.182628
  18098.0000     59.177488      3.101814
  18099.0000     71.762786      3.893748
  18100.0000     84.714745      4.509626
  18101.0000     98.056591      4.900708
  18102.0000    111.776399      5.024123
  18103.0000    125.825387      4.850790
  18104.0000    140.123128      4.373500
  18105.0000    154.569852      3.612263
  18106.0000    169.062971      2.614457
  18107.0000    183.512747      1.449339
  18108.0000    197.852406      0.198795
  18109.0000    212.040627     -1.052594
  18110.0000    226.057416     -2.225698
  18111.0000    239.896254     -3.252274
  18112.0000    253.555700     -4.078066
  18113.0000    267.032868     -4.664398
  18114.0000    280.320180     -4.988887
  18115.0000    293.405662     -5.045397
  18116.0000    306.276178     -4.843063
  18117.0000    318.922346     -4.404201
  18118.0000    331.343646     -3.761253
  18119.0000    343.552525     -2.953200
  18120.0000    355.576763     -2.022141
  18121.0000      7.460042     -1.010602
  18122.0000     19.260966      0.040041
  18123.0000     31.050938      1.089964
  18124.0000     42.911137      2.100309
  18125.0000     54.928596      3.031958
  18126.0000     67.191084      3.844191
  18127.0000     79.780371      4.493862
  18128.0000     92.763566      4.935963
  18129.0000    106.182846      5.126498
  18130.0000    120.045038      5.028368
  18131.0000    134.313988      4.620014
  18132.0000    148.909523      3.904887
  18133.0000    163.715779      2.918067
  18134.0000    178.598358      1.726177
  18135.0000    193.425628      0.419114
  18136.0000    208.087401     -0.903923
  18137.0000    222.505828     -2.148991
  18138.0000    236.637208     -3.237967
  18139.0000    250.466855     -4.113426
  18140.0000    264.000580     -4.738821
  18141.0000    277.255924     -5.096126
  18142.0000    290.255114     -5.182800
  18143.0000    303.020584     -5.009041
  18144.0000    315.573079     -4.595545
  18145.0000    327.931930     -3.971568
  18146.0000    340.116806     -3.173007
  18147.0000    352.150234     -2.240363
  18148.0000      4.060220     -1.216674
  18149.0000     15.882464     -0.145638
  18150.0000     27.661869      0.929794
  18151.0000     39.453154      1.968163
  18152.0000     51.320490      2.929532
  18153.0000     63.336008      3.774957
  18154.0000     75.576946      4.465711
  18155.0000     88.121047      4.962807
  18156.0000    101.039801      5.227545
  18157.0000    114.389313      5.223963
  18158.0000    128.199307      4.923983
  18159.0000    142.461996      4.315371
  18160.0000    157.124101      3.411117
  18161.0000    172.086048      2.256801
  18162.0000    187.211245      0.931363
  18163.0000    202.344804     -0.461714
  18164.0000    217.336826     -1.811165
  18165.0000    232.063249     -3.016499
  18166.0000    246.438689     -4.001460
  18167.0000    260.419560     -4.719019
  18168.0000    273.999334     -5.149096
  18169.0000    287.199495     -5.292533
  18170.0000    300.059508     -5.164617
  18171.0000    312.628002     -4.789976
  18172.0000    324.956145     -4.199293
  18173.0000    337.093414     -3.427486
  18174.0000    349.085485     -2.512749
  18175.0000      0.973852     -1.495895
  18176.0000     12.796697     -0.419636
  18177.0000     24.590608      0.672324
  18178.0000     36.392692      1.736333
  18179.0000     48.242728      2.729790
  18180.0000     60.184953      3.611915
  18181.0000     72.269138      4.344198
  18182.0000     84.550581      4.890603
  18183.0000     97.088615      5.217811
  18184.0000    109.943199      5.296024
  18185.0000    123.169217      5.100974
  18186.0000    136.808307      4.617816
  18187.0000    150.878665      3.847137
  18188.0000    165.364301      2.812323
  18189.0000    180.206633      1.565854
  18190.0000    195.302272      0.190624
  18191.0000    210.510357     -1.207271
  18192.0000    225.670027     -2.514440
  18193.0000    240.624334     -3.629878
  18194.0000    255.243558     -4.480720
  18195.0000    269.441069     -5.028653
  18196.0000    283.178420     -5.266905
  18197.0000    296.460850     -5.211805
  18198.0000    309.327103     -4.893519
  18199.0000    321.837624     -4.348837
  18200.0000    334.063909     -3.616857
  18201.0000    346.080208     -2.737119
  18202.0000    357.957750     -1.749308
  18203.0000      9.761138     -0.693677
  18204.0000     21.546501      0.388477
  18205.0000     33.361023      1.454712
  18206.0000     45.243617      2.461905
  18207.0000     57.226529      3.367289
  18208.0000     69.337640      4.129896
  18209.0000     81.603152      4.712146
  18210.0000     94.050189      5.081371
  18211.0000    106.708750      5.211184
  18212.0000    119.612381      5.082831
  18213.0000    132.796905      4.686871
  18214.0000    146.296679      4.025605
  18215.0000    160.138059      3.116493
  18216.0000    174.330316      1.996209
  18217.0000    188.855206      0.723962
  18218.0000    203.657774     -0.618340
  18219.0000    218.642320     -1.931781
  18220.0000    233.677496     -3.112940
  18221.0000    248.612105     -4.070568
  18222.0000    263.298578     -4.740554
  18223.0000    277.616879     -5.093397
  18224.0000    291.491125     -5.132300
  18225.0000    304.894983     -4.884623
  18226.0000    317.846992     -4.391419
  18227.0000    330.399978     -3.698784
  18228.0000    342.628912     -2.852534
  18229.0000    354.619983     -1.896015
  18230.0000      6.461966     -0.870055
  18231.0000     18.239846      0.185954
  18232.0000     30.030245      1.232723
  18233.0000     41.898176      2.230069
  18234.0000     53.894910      3.136707
  18235.0000     66.056999      3.911045
  18236.0000     78.406661      4.513040
  18237.0000     90.953764      4.906861
  18238.0000    103.699384      5.063923
  18239.0000    116.640487      4.965734
  18240.0000    129.774786      4.606123
  18241.0000    143.104530      3.992671
  18242.0000    156.637947      3.147521
  18243.0000    170.387393      2.107840
  18244.0000    184.363868      0.926031
  18245.0000    198.568372     -0.330731
  18246.0000    212.981706     -1.582733
  18247.0000    227.555563     -2.743022
  18248.0000    242.208733     -3.726449
  18249.0000    256.831832     -4.461232
  18250.0000    271.301409     -4.899784
  18251.0000    285.500126     -5.024807
  18252.0000    299.336595     -4.848416
  18253.0000    312.758627     -4.405289
  18254.0000    325.757161     -3.743136
  18255.0000    338.362099     -2.914006
  18256.0000    350.633514     -1.968426
  18257.0000      2.651592     -0.952716
  18258.0000     14.507391      0.091231
  18259.0000     26.295157      1.124713
  18260.0000     38.106057      2.110445
  18261.0000     50.022863      3.010980
  18262.0000     62.115197      3.787873
  18263.0000     74.435304      4.402070
  18264.0000     87.014753      4.815797
  18265.0000     99.862907      4.995968
  18266.0000    112.968104      4.918650
  18267.0000    126.302078      4.573646
  18268.0000    139.827201      3.968003
  18269.0000    153.504950      3.127439
  18270.0000    167.303281      2.095374
  18271.0000    181.200695      0.929988
  18272.0000    195.185769     -0.299828
  18273.0000    209.252236     -1.518928
  18274.0000    223.391000     -2.650591
  18275.0000    237.581399     -3.621729
  18276.0000    251.784570     -4.368868
  18277.0000    265.941631     -4.844552
  18278.0000    279.978249     -5.022858
  18279.0000    293.815045     -4.902233
  18280.0000    307.380959     -4.504343
  18281.0000    320.625535     -3.869082
  18282.0000    333.526852     -3.047339
  18283.0000    346.093851     -2.093768
  18284.0000    358.363903     -1.061311
  18285.0000     10.397488      0.001788
  18286.0000     22.271780      1.052669
  18287.0000     34.074288      2.052944
  18288.0000     45.896939      2.966976
  18289.0000     57.830449      3.760092
  18290.0000     69.958618      4.397356
  18291.0000     82.352267      4.843489
  18292.0000     95.062913      5.064455
  18293.0000    108.116922      5.031025
  18294.0000    121.511550      4.724169
  18295.0000    135.214642      4.141274
  18296.0000    149.169219      3.301385
  18297.0000    163.302764      2.247325
  18298.0000    177.539027      1.043335
  18299.0000    191.809026     -0.231513
  18300.0000    206.058144     -1.492235
  18301.0000    220.247907     -2.656735
  18302.0000    234.352988     -3.652763
  18303.0000    248.355364     -4.422513
  18304.0000    262.238037     -4.925310
  18305.0000    275.980418     -5.139036
  18306.0000    289.556707     -5.060562
  18307.0000    302.937614     -4.705050
  18308.0000    316.094750     -4.103791
  18309.0000    329.006300     -3.300523
  18310.0000    341.662385     -2.346684
  18311.0000    354.068897     -1.296472
  18312.0000      6.249230     -0.202666
  18313.0000     18.244032      0.886133
  18314.0000     30.109431      1.926642
  18315.0000     41.914302      2.880635
  18316.0000     53.736911      3.713768
  18317.0000     65.661056      4.394055
  18318.0000     77.771514      4.890605
  18319.0000     90.148528      5.173217
  18320.0000    102.861081      5.213458
  18321.0000    115.959085      4.987777
  18322.0000    129.465308      4.482846
  18323.0000    143.368731      3.702548
  18324.0000    157.621712      2.674754
  18325.0000    172.143091      1.454977
  18326.0000    186.827861      0.124016
  18327.0000    201.561595     -1.221250
  18328.0000    216.235866     -2.481601
  18329.0000    230.760588     -3.569213
  18330.0000    245.070714     -4.417255
  18331.0000    259.126986     -4.983711
  18332.0000    272.912249     -5.250431
  18333.0000    286.425528     -5.219595
  18334.0000    299.675924     -4.909541
  18335.0000    312.677679     -4.350999
  18336.0000    325.447069     -3.583929
  18337.0000    338.001205     -2.654749
  18338.0000    350.358398     -1.613670
  18339.0000      2.539586     -0.512081
  18340.0000     14.570248      0.599891
  18341.0000     26.482305      1.675355
  18342.0000     38.315619      2.671900
  18343.0000     50.118858      3.552007
  18344.0000     61.949570      4.282714
  18345.0000     73.873350      4.834808
  18346.0000     85.961954      5.181965
  18347.0000     98.290111      5.300364
  18348.0000    110.930741      5.169367
  18349.0000    123.948288      4.773852
  18350.0000    137.390153      4.108641
  18351.0000    151.276844      3.184834
  18352.0000    165.592513      2.036765
  18353.0000    180.278656      0.726758
  18354.0000    195.234316     -0.655966
  18355.0000    210.325154     -2.004713
  18356.0000    225.400938     -3.211786
  18357.0000    240.317398     -4.186461
  18358.0000    254.956185     -4.867771
  18359.0000    269.237466     -5.228359
  18360.0000    283.123044     -5.270435
  18361.0000    296.611497     -5.017724
  18362.0000    309.728827     -4.507232
  18363.0000    322.518079     -3.782975
  18364.0000    335.030258     -2.892076
  18365.0000    347.317608     -1.882687
  18366.0000    359.429426     -0.802929
  18367.0000     11.410146      0.299836
  18368.0000     23.299243      1.379788
  18369.0000     35.132492      2.393585
  18370.0000     46.944093      3.301335
  18371.0000     58.769217      4.067420
  18372.0000     70.646494      4.660994
  18373.0000     82.620035      5.056117
  18374.0000     94.740575      5.231669
  18375.0000    107.065349      5.171360
  18376.0000    119.656320      4.864290
  18377.0000    132.576292      4.306586
  18378.0000    145.882509      3.504541
  18379.0000    159.617515      2.479309
  18380.0000    173.797676      1.272363
  18381.0000    188.401071     -0.050364
  18382.0000    203.358186     -1.398927
  18383.0000    218.550275     -2.667451
  18384.0000    233.819580     -3.750028
  18385.0000    248.991671     -4.559872
  18386.0000    263.904168     -5.044125
  18387.0000    278.432262     -5.188564
  18388.0000    292.503003     -5.012115
  18389.0000    306.096193     -4.555751
  18390.0000    319.235290     -3.871225
  18391.0000    331.973884     -3.012870
  18392.0000    344.382281     -2.033155
  18393.0000    356.536595     -0.981137
  18394.0000      8.510983      0.097448
  18395.0000     20.372740      1.159537
  18396.0000     32.179744      2.164226
  18397.0000     43.979747      3.072743
  18398.0000     55.811188      3.848992
  18399.0000     67.705250      4.460510
  18400.0000     79.688834      4.879623
  18401.0000     91.788045      5.084526
  18402.0000    104.031642      5.060148
  18403.0000    116.453789      4.798808
  18404.0000    129.095444      4.300901
  18405.0000    142.003689      3.575969
  18406.0000    155.228361      2.644506
  18407.0000    168.815460      1.540613
  18408.0000    182.797124      0.315007
  18409.0000    197.178838     -0.962976
  18410.0000    211.926211     -2.206725
  18411.0000    226.955762     -3.319430
  18412.0000    242.135519     -4.207524
  18413.0000    257.299469     -4.797454
  18414.0000    272.274263     -5.049459
  18415.0000    286.909763     -4.962413
  18416.0000    301.102536     -4.568367
  18417.0000    314.805515     -3.920646
  18418.0000    328.024183     -3.081236
  18419.0000    340.804506     -2.111501
  18420.0000    353.218465     -1.067354
  18421.0000      5.351007      0.002009
  18422.0000     17.289941      1.053282
  18423.0000     29.118787      2.047490
  18424.0000     40.912038      2.948569
  18425.0000     52.732258      3.722596
  18426.0000     64.628730      4.337892
  18427.0000     76.637540      4.765990
  18428.0000     88.783146      4.983253
  18429.0000    101.081374      4.972832
  18430.0000    113.543532      4.726530
  18431.0000    126.180974      4.246274
  18432.0000    139.009177      3.545049
  18433.0000    152.050226      2.647407
  18434.0000    165.332710      1.589805
  18435.0000    178.888256      0.420931
  18436.0000    192.744372     -0.798141
  18437.0000    206.913962     -1.994758
  18438.0000    221.383101     -3.087766
  18439.0000    236.100316     -3.994213
  18440.0000    250.972068     -4.639936
  18441.0000    265.868868     -4.971985
  18442.0000    280.643072     -4.968682
  18443.0000    295.153938     -4.642887
  18444.0000    309.291448     -4.036983
  18445.0000    322.991221     -3.212033
  18446.0000    336.237693     -2.235790
  18447.0000    349.057881     -1.173432
  18448.0000      1.510340     -0.082561
  18449.0000     13.673388      0.988056
  18450.0000     25.634847      1.997400
  18451.0000     37.483984      2.910161
  18452.0000     49.305444      3.694749
  18453.0000     61.174659      4.321980
  18454.0000     73.154415      4.764790
  18455.0000     85.292471      4.999083
  18456.0000     97.620483      5.005675
  18457.0000    110.154586      4.772997
  18458.0000    122.897886      4.300021
  18459.0000    135.844724      3.598723
  18460.0000    148.985950      2.695431
  18461.0000    162.313951      1.630752
  18462.0000    175.825958      0.458119
  18463.0000    189.524398     -0.758672
  18464.0000    203.413694     -1.948607
  18465.0000    217.493766     -3.037235
  18466.0000    231.751516     -3.951433
  18467.0000    246.152606     -4.625525
  18468.0000    260.636578     -5.008660
  18469.0000    275.118222     -5.072200
  18470.0000    289.496421     -4.814879
  18471.0000    303.668826     -4.263446
  18472.0000    317.548101     -3.467922
  18473.0000    331.074832     -2.492842
  18474.0000    344.224025     -1.407411
  18475.0000    357.004950     -0.277416
  18476.0000      9.456210      0.839571
  18477.0000     21.638530      1.895691
  18478.0000     33.627230      2.851946
  18479.0000     45.505411      3.676170
  18480.0000     57.358104      4.340826
  18481.0000     69.267225      4.821340
  18482.0000     81.307021      5.095421
  18483.0000     93.539856      5.143654
  18484.0000    106.012461      4.951481
  18485.0000    118.753072      4.512411
  18486.0000    131.770174      3.831941
  18487.0000    145.053474      2.931215
  18488.0000    158.577328      1.849202
  18489.0000    172.306090      0.642294
  18490.0000    186.200103     -0.619084
  18491.0000    200.220681     -1.856336
  18492.0000    214.332761     -2.989777
  18493.0000    228.504679     -3.945613
  18494.0000    242.705578     -4.661913
  18495.0000    256.901721     -5.093301
  18496.0000    271.053411     -5.214373
  18497.0000    285.114035     -5.021743
  18498.0000    299.032037     -4.534292
  18499.0000    312.755666     -3.791111
  18500.0000    326.239297     -2.846991
  18501.0000    339.449714     -1.766069
  18502.0000    352.370843     -0.614913
  18503.0000      5.006157      0.543485
  18504.0000     17.378721      1.653742
  18505.0000     29.529394      2.669805
  18506.0000     41.513900      3.554708
  18507.0000     53.399340      4.279068
  18508.0000     65.260510      4.819117
  18509.0000     77.176078      5.154954
  18510.0000     89.224527      5.269549
  18511.0000    101.479658      5.148923
  18512.0000    114.005548      4.783789
  18513.0000    126.851038      4.172746
  18514.0000    140.044262      3.326738
  18515.0000    153.588157      2.273815
  18516.0000    167.458201      1.062567
  18517.0000    181.603578     -0.237798
  18518.0000    195.952292     -1.542176
  18519.0000    210.419653     -2.758864
  18520.0000    224.918414     -3.801210
  18521.0000    239.368256     -4.598275
  18522.0000    253.702604     -5.101820
  18523.0000    267.871745     -5.288707
  18524.0000    281.842441     -5.159598
  18525.0000    295.595121     -4.735525
  18526.0000    309.120108     -4.053728
  18527.0000    322.414150     -3.163428
  18528.0000    335.478077     -2.121712
  18529.0000    348.315913     -0.989461
  18530.0000      0.935280      0.172592
  18531.0000     13.348730      1.307401
  18532.0000     25.575469      2.364344
  18533.0000     37.642996      3.300824
  18534.0000     49.588288      4.082659
  18535.0000     61.458306      4.683427
  18536.0000     73.309738      5.083177
  18537.0000     85.207901      5.266998
  18538.0000     97.224765      5.223949
  18539.0000    109.435921      4.946835
  18540.0000    121.916267      4.433243
  18541.0000    134.734107      3.688123
  18542.0000    147.943551      2.727907
  18543.0000    161.575508      1.585556
  18544.0000    175.628447      0.314959
  18545.0000    190.061200     -1.007834
  18546.0000    204.790991     -2.289170
  18547.0000    219.699538     -3.429110
  18548.0000    234.647923     -4.337099
  18549.0000    249.497241     -4.946699
  18550.0000    264.129051     -5.224060
  18551.0000    278.459539     -5.168082
  18552.0000    292.444295     -4.804203
  18553.0000    306.074559     -4.175672
  18554.0000    319.368292     -3.335559
  18555.0000    332.359766     -2.341010
  18556.0000    345.090306     -1.249708
  18557.0000    357.601493     -0.117803
  18558.0000      9.931151      1.001494
  18559.0000     22.111906      2.059135
  18560.0000     34.171831      3.011465
  18561.0000     46.136584      3.821293
  18562.0000     58.032414      4.458613
  18563.0000     69.889397      4.900783
  18564.0000     81.744337      5.132149
  18565.0000     93.642884      5.143292
  18566.0000    105.640530      4.930243
  18567.0000    117.802207      4.494077
  18568.0000    130.200195      3.841353
  18569.0000    142.909919      2.985754
  18570.0000    156.003110      1.951132
  18571.0000    169.537881      0.775637
  18572.0000    183.545840     -0.484180
  18573.0000    198.017797     -1.751553
  18574.0000    212.891901     -2.932987
  18575.0000    228.050119     -3.929155
  18576.0000    243.328620     -4.651966
  18577.0000    258.542796     -5.042078
  18578.0000    273.520070     -5.079336
  18579.0000    288.128669     -4.782021
  18580.0000    302.292866     -4.196912
  18581.0000    315.992684     -3.386049
  18582.0000    329.252682     -2.415500
  18583.0000    342.126498     -1.348435
  18584.0000    354.682169     -0.242183
  18585.0000      6.990670      0.852192
  18586.0000     19.118158      1.889288
  18587.0000     31.121544      2.828729
  18588.0000     43.046801      3.634971
  18589.0000     54.929491      4.277661
  18590.0000     66.797053      4.732338
  18591.0000     78.672368      4.981181
  18592.0000     90.578045      5.013528
  18593.0000    102.540766      4.826003
  18594.0000    114.595028      4.422310
  18595.0000    126.785648      3.812941
  18596.0000    139.168498      3.015175
  18597.0000    151.808948      2.053762
  18598.0000    164.777445      0.962534
  18599.0000    178.141561     -0.213164
  18600.0000    191.954024     -1.413954
  18601.0000    206.237139     -2.565482
  18602.0000    220.966062     -3.581445
  18603.0000    236.056386     -4.372806
  18604.0000    251.363717     -4.863011
  18605.0000    266.700856     -5.004869
  18606.0000    281.870586     -4.791684
  18607.0000    296.702806     -4.257003
  18608.0000    311.081886     -3.463570
  18609.0000    324.956293     -2.487584
  18610.0000    338.332126     -1.405065
  18611.0000    351.257799     -0.283747
  18612.0000      3.807013      0.819647
  18613.0000     16.064227      1.858706
  18614.0000     28.113965      2.795235
  18615.0000     40.033723      3.597166
  18616.0000     51.889775      4.237188
  18617.0000     63.735264      4.692334
  18618.0000     75.610180      4.944434
  18619.0000     87.543060      4.981155
  18620.0000     99.554171      4.797245
  18621.0000    111.659823      4.395601
  18622.0000    123.877179      3.787874
  18623.0000    136.228782      2.994575
  18624.0000    148.745878      2.044812
  18625.0000    161.469727      0.976008
  18626.0000    174.450145     -0.166128
  18627.0000    187.740666     -1.327309
  18628.0000    201.389894     -2.444470
  18629.0000    215.429134     -3.446679
  18630.0000    229.857680     -4.258698
  18631.0000    244.629223     -4.808588
  18632.0000    259.645064     -5.039370
  18633.0000    274.760050     -4.921958
  18634.0000    289.803236     -4.464140
  18635.0000    304.608125     -3.710618
  18636.0000    319.041767     -2.733347
  18637.0000    333.022832     -1.616433
  18638.0000    346.525212     -0.441888
  18639.0000    359.570297      0.719467
  18640.0000     12.213813      1.811254
  18641.0000     24.532167      2.790598
  18642.0000     36.610937      3.625230
  18643.0000     48.536201      4.290377
  18644.0000     60.388417      4.766412
  18645.0000     72.238304      5.037650
  18646.0000     84.144280      5.092360
  18647.0000     96.151300      4.923795
  18648.0000    108.291104      4.531921
  18649.0000    120.583929      3.925376
  18650.0000    133.041595      3.123110
  18651.0000    145.671551      2.155248
  18652.0000    158.481132      1.062885
  18653.0000    171.481043     -0.103126
  18654.0000    184.687028     -1.284141
  18655.0000    198.118903     -2.416104
  18656.0000    211.796495     -3.432211
  18657.0000    225.732625     -4.266132
  18658.0000    239.924065     -4.856369
  18659.0000    254.342496     -5.152267
  18660.0000    268.928486     -5.121494
  18661.0000    283.591767     -4.757426
  18662.0000    298.219705     -4.083697
  18663.0000    312.692876     -3.153124
  18664.0000    326.903429     -2.040194
  18665.0000    340.770701     -0.829212
  18666.0000    354.250100      0.397860
  18667.0000      7.334406      1.570256
  18668.0000     20.049282      2.632441
  18669.0000     32.445743      3.543954
  18670.0000     44.591953      4.276769
  18671.0000     56.565731      4.811880
  18672.0000     68.448292      5.136317
  18673.0000     80.319151      5.241225
  18674.0000     92.251976      5.121239
  18675.0000    104.311140      4.775168
  18676.0000    116.548912      4.207796
  18677.0000    129.003410      3.432436
  18678.0000    141.697575      2.473620
  18679.0000    154.639459      1.369106
  18680.0000    167.823909      0.170330
  18681.0000    181.235459     -1.059318
  18682.0000    194.851811     -2.248456
  18683.0000    208.647080     -3.323327
  18684.0000    222.593950     -4.214058
  18685.0000    236.664230     -4.860573
  18686.0000    250.827747     -5.217570
  18687.0000    265.050164     -5.258401
  18688.0000    279.290717     -4.977845
  18689.0000    293.501047     -4.393548
  18690.0000    307.626134     -3.545525
  18691.0000    321.607655     -2.493048
  18692.0000    335.389376     -1.308725
  18693.0000    348.923425     -0.070546
  18694.0000      2.176092      1.146420
  18695.0000     15.131976      2.276770
  18696.0000     27.795885      3.268646
  18697.0000     40.192507      4.084558
  18698.0000     52.364338      4.699832
  18699.0000     64.368501      5.099837
  18700.0000     76.273024      5.277054
  18701.0000     88.152945      5.228792
  18702.0000    100.086360      4.955976
  18703.0000    112.150349      4.463251
  18704.0000    124.416617      3.760394
  18705.0000    136.946745      2.864895
  18706.0000    149.787094      1.805222
  18707.0000    162.963759      0.623898
  18708.0000    176.478387     -0.620923
  18709.0000    190.306002     -1.856844
  18710.0000    204.396085     -3.002484
  18711.0000    218.677634     -3.976258
  18712.0000    233.067842     -4.706741
  18713.0000    247.482683     -5.141777
  18714.0000    261.846812     -5.253994
  18715.0000    276.100354     -5.041930
  18716.0000    290.201308     -4.527611
  18717.0000    304.123876     -3.752158
  18718.0000    317.854168     -2.770791
  18719.0000    331.385176     -1.647894
  18720.0000    344.712615     -0.452250
  18721.0000    357.832660      0.747641
  18722.0000     10.741870      1.887997
  18723.0000     23.438994      2.913540
  18724.0000     35.927920      3.780097
  18725.0000     48.220868      4.455625
  18726.0000     60.341032      4.919702
  18727.0000     72.324146      5.161860
  18728.0000     84.218805      5.179383
  18729.0000     96.085586      4.975220
  18730.0000    107.995123      4.556553
  18731.0000    120.025218      3.934387
  18732.0000    132.256887      3.124376
  18733.0000    144.769089      2.148908
  18734.0000    157.631801      1.040213
  18735.0000    170.897315     -0.156228
  18736.0000    184.590261     -1.379309
  18737.0000    198.698032     -2.552894
  18738.0000    213.164683     -3.591247
  18739.0000    227.892069     -4.409757
  18740.0000    242.750787     -4.938767
  18741.0000    257.599818     -5.135924
  18742.0000    272.309414     -4.992419
  18743.0000    286.779801     -4.531316
  18744.0000    300.950398     -3.799914
  18745.0000    314.798796     -2.859995
  18746.0000    328.332520     -1.779237
  18747.0000    341.577855     -0.625236
  18748.0000    354.569217      0.538059
  18749.0000      7.341057      1.652372
  18750.0000     19.923046      2.666468
  18751.0000     32.338452      3.537286
  18752.0000     44.605226      4.230916
  18753.0000     56.739002      4.723191
  18754.0000     68.757105      4.999664
  18755.0000     80.682649      5.054895
  18756.0000     92.547988      4.891187
  18757.0000    104.396995      4.517112
  18758.0000    116.285948      3.946241
  18759.0000    128.282917      3.196510
  18760.0000    140.465560      2.290513
  18761.0000    152.917055      1.256894
  18762.0000    165.719689      0.132748
  18763.0000    178.945531     -1.033487
  18764.0000    192.643980     -2.179785
  18765.0000    206.827176     -3.230832
  18766.0000    221.456461     -4.103091
  18767.0000    236.435551     -4.715842
  18768.0000    251.616629     -5.006521
  18769.0000    266.821822     -4.945078
  18770.0000    281.874976     -4.540903
  18771.0000    296.632419     -3.839114
  18772.0000    311.001935     -2.908630
  18773.0000    324.946058     -1.827985
  18774.0000    338.473098     -0.674013
  18775.0000    351.622449      0.484571
  18776.0000      4.449736      1.589397
  18777.0000     17.014842      2.592245
  18778.0000     29.373750      3.454011
  18779.0000     41.574046      4.143811
  18780.0000     53.653542      4.638565
  18781.0000     65.641388      4.922980
  18782.0000     77.561004      4.989648
  18783.0000     89.434146      4.838978
  18784.0000    101.285331      4.478776
  18785.0000    113.145900      3.923499
  18786.0000    125.057132      3.193404
  18787.0000    137.071953      2.313891
  18788.0000    149.254907      1.315387
  18789.0000    161.680066      0.233989
  18790.0000    174.426373     -0.887135
  18791.0000    187.569810     -1.995952
  18792.0000    201.171825     -3.030288
  18793.0000    215.264295     -3.918661
  18794.0000    229.833174     -4.585175
  18795.0000    244.805896     -4.959792
  18796.0000    260.049743     -4.992875
  18797.0000    275.386804     -4.669249
  18798.0000    290.624206     -4.015044
  18799.0000    305.589612     -3.093064
  18800.0000    320.158698     -1.988595
  18801.0000    334.266459     -0.792390
  18802.0000    347.903008      0.412614
  18803.0000      1.100169      1.558059
  18804.0000     13.915644      2.591335
  18805.0000     26.419060      3.473581
  18806.0000     38.681553      4.176777
  18807.0000     50.768983      4.681255
  18808.0000     62.738218      4.974161
  18809.0000     74.635903      5.048867
  18810.0000     86.499212      4.905049
  18811.0000     98.358134      4.549061
  18812.0000    110.238848      3.994247
  18813.0000    122.167635      3.260967
  18814.0000    134.174713      2.376285
  18815.0000    146.297367      1.373436
  18816.0000    158.581770      0.291334
  18817.0000    171.082950     -0.825663
  18818.0000    183.862347     -1.927622
  18819.0000    196.982432     -2.958764
  18820.0000    210.497925     -3.857718
  18821.0000    224.443681     -4.559419
  18822.0000    238.820593     -5.000049
  18823.0000    253.582881     -5.125886
  18824.0000    268.632214     -4.905194
  18825.0000    283.824049     -4.339562
  18826.0000    298.987778     -3.469257
  18827.0000    313.955597     -2.368536
  18828.0000    328.590159     -1.131777
  18829.0000    342.802020      0.143859
  18830.0000    356.553736      1.372563
  18831.0000      9.853333      2.487219
  18832.0000     22.742419      3.440318
  18833.0000     35.283518      4.200982
  18834.0000     47.549190      4.750740
  18835.0000     59.613828      5.079773
  18836.0000     71.548033      5.184403
  18837.0000     83.415139      5.065916
  18838.0000     95.269482      4.730502
  18839.0000    107.156100      4.189915
  18840.0000    119.111666      3.462430
  18841.0000    131.166402      2.573683
  18842.0000    143.346703      1.557068
  18843.0000    155.677992      0.453505
  18844.0000    168.187260     -0.689389
  18845.0000    180.904614     -1.818588
  18846.0000    193.863208     -2.877198
  18847.0000    207.096967     -3.806218
  18848.0000    220.635793     -4.546728
  18849.0000    234.498319     -5.043072
  18850.0000    248.683061     -5.247666
  18851.0000    263.159853     -5.127749
  18852.0000    277.864466     -4.673314
  18853.0000    292.699547     -3.903963
  18854.0000    307.543627     -2.871334
  18855.0000    322.267033     -1.654453
  18856.0000    336.750508     -0.348194
  18857.0000    350.901190      0.951565
  18858.0000      4.662078      2.160968
  18859.0000     18.014014      3.215788
  18860.0000     30.971756      4.072962
