# 月行九道 — Ecliptic trajectory (λ, β)
# DE440 1900–2100, 1-day steps
# Frame: fixed J2000 mean ecliptic approximation
#
# day          lambda(deg)   beta(deg)
  32021.0000    274.317272     -5.241656
  32022.0000    288.868646     -5.037632
  32023.0000    303.661414     -4.499312
  32024.0000    318.587287     -3.652683
  32025.0000    333.513608     -2.556776
  32026.0000    348.301836     -1.297336
  32027.0000      2.827986      0.026555
  32028.0000     16.999025      1.318318
  32029.0000     30.761441      2.496636
  32030.0000     44.101622      3.501851
  32031.0000     57.040297      4.296113
  32032.0000     69.624071      4.859593
  32033.0000     81.916514      5.185400
  32034.0000     93.990279      5.275083
  32035.0000    105.920757      5.135547
  32036.0000    117.781292      4.777573
  32037.0000    129.639710      4.215692
  32038.0000    141.555922      3.469037
  32039.0000    153.580441      2.562706
  32040.0000    165.753734      1.529134
  32041.0000    178.106396      0.408948
  32042.0000    190.660071     -0.749123
  32043.0000    203.428978     -1.889547
  32044.0000    216.421709     -2.952472
  32045.0000    229.642842     -3.877118
  32046.0000    243.093828     -4.605649
  32047.0000    256.772661     -5.087195
  32048.0000    270.672077     -5.281887
  32049.0000    284.776425     -5.164942
  32050.0000    299.057836     -4.730780
  32051.0000    313.472856     -3.996662
  32052.0000    327.960976     -3.004689
  32053.0000    342.446350     -1.820554
  32054.0000    356.843286     -0.527846
  32055.0000     11.064940      0.781778
  32056.0000     25.033512      2.020314
  32057.0000     38.689641      3.113705
  32058.0000     51.998969      4.007973
  32059.0000     64.954809      4.670372
  32060.0000     77.577071      5.086630
  32061.0000     89.908446      5.256251
  32062.0000    102.009146      5.187749
  32063.0000    113.951290      4.894960
  32064.0000    125.813589      4.394922
  32065.0000    137.676537      3.707289
  32066.0000    149.618061      2.855049
  32067.0000    161.709405      1.866156
  32068.0000    174.011126      0.775543
  32069.0000    186.569233     -0.373116
  32070.0000    199.411779     -1.526734
  32071.0000    212.546538     -2.623985
  32072.0000    225.960553     -3.598842
  32073.0000    239.622228     -4.386295
  32074.0000    253.486097     -4.929285
  32075.0000    267.499542     -5.185350
  32076.0000    281.609897     -5.131523
  32077.0000    295.770077     -4.766736
  32078.0000    309.941262     -4.111798
  32079.0000    324.092227     -3.207565
  32080.0000    338.195987     -2.111857
  32081.0000    352.225322     -0.895308
  32082.0000      6.148992      0.363963
  32083.0000     19.930236      1.586844
  32084.0000     33.528422      2.700282
  32085.0000     46.903638      3.643685
  32086.0000     60.023074      4.373274
  32087.0000     72.867418      4.863509
  32088.0000     85.435640      5.105635
  32089.0000     97.747251      5.104272
  32090.0000    109.841956      4.873320
  32091.0000    121.777306      4.432303
  32092.0000    133.625101      3.803867
  32093.0000    145.467168      3.012682
  32094.0000    157.390741      2.085737
  32095.0000    169.483377      1.053767
  32096.0000    181.827063     -0.046573
  32097.0000    194.491245     -1.170430
  32098.0000    207.524807     -2.263295
  32099.0000    220.947843     -3.261600
  32100.0000    234.745082     -4.096531
  32101.0000    248.863718     -4.701459
  32102.0000    263.218207     -5.021891
  32103.0000    277.702653     -5.025161
  32104.0000    292.208201     -4.706546
  32105.0000    306.640204     -4.089758
  32106.0000    320.929894     -3.222232
  32107.0000    335.037831     -2.167557
  32108.0000    348.949860     -0.997685
  32109.0000      2.668494      0.213467
  32110.0000     16.203142      1.394747
  32111.0000     29.561928      2.481333
  32112.0000     42.746728      3.417697
  32113.0000     55.752050      4.160151
  32114.0000     68.567468      4.678708
  32115.0000     81.182550      4.957798
  32116.0000     93.592801      4.995544
  32117.0000    105.805081      4.801707
  32118.0000    117.841429      4.394822
  32119.0000    129.740817      3.799231
  32120.0000    141.558954      3.042674
  32121.0000    153.366519      2.154890
  32122.0000    165.246180      1.167396
  32123.0000    177.288486      0.114396
  32124.0000    189.586363     -0.965420
  32125.0000    202.227678     -2.026706
  32126.0000    215.285377     -3.015761
  32127.0000    228.805280     -3.870590
  32128.0000    242.793104     -4.524312
  32129.0000    257.204342     -4.913001
  32130.0000    271.942264     -4.987401
  32131.0000    286.868379     -4.725263
  32132.0000    301.825075     -4.139223
  32133.0000    316.663814     -3.276208
  32134.0000    331.268908     -2.208441
  32135.0000    345.569546     -1.020211
  32136.0000    359.538937      0.204415
  32137.0000     13.184519      1.389775
  32138.0000     26.534712      2.472397
  32139.0000     39.626438      3.401782
  32140.0000     52.495705      4.139869
  32141.0000     65.172021      4.660323
  32142.0000     77.676510      4.948040
  32143.0000     90.023145      4.998778
  32144.0000    102.222212      4.818582
  32145.0000    114.284968      4.422716
  32146.0000    126.228414      3.834064
  32147.0000    138.079335      3.081200
  32148.0000    149.877051      2.196511
  32149.0000    161.674655      1.214779
  32150.0000    173.538736      0.172524
  32151.0000    185.547576     -0.891762
  32152.0000    197.787643     -1.936577
  32153.0000    210.347942     -2.915916
  32154.0000    223.311555     -3.778009
  32155.0000    236.743908     -4.465390
  32156.0000    250.678191     -4.917798
  32157.0000    265.100369     -5.079270
  32158.0000    279.938833     -4.909521
  32159.0000    295.065171     -4.397039
  32160.0000    310.310250     -3.568442
  32161.0000    325.493065     -2.488430
  32162.0000    340.452688     -1.248779
  32163.0000    355.071918      0.049165
  32164.0000      9.286394      1.311075
  32165.0000     23.080346      2.460012
  32166.0000     36.474561      3.439670
  32167.0000     49.512339      4.212733
  32168.0000     62.247144      4.757249
  32169.0000     74.733508      5.063076
  32170.0000     87.021379      5.129328
  32171.0000     99.153510      4.962904
  32172.0000    111.165281      4.577756
  32173.0000    123.086355      3.994470
  32174.0000    134.943539      3.239748
  32175.0000    146.764223      2.345619
  32176.0000    158.579814      1.348379
  32177.0000    170.428648      0.287456
  32178.0000    182.357963     -0.795536
  32179.0000    194.424588     -1.857320
  32180.0000    206.694041     -2.852975
  32181.0000    219.237629     -3.735583
  32182.0000    232.127056     -4.455993
  32183.0000    245.426068     -4.963486
  32184.0000    259.179058     -5.208475
  32185.0000    273.397652     -5.148335
  32186.0000    288.048135     -4.756692
  32187.0000    303.044509     -4.034524
  32188.0000    318.252325     -3.018923
  32189.0000    333.505508     -1.784063
  32190.0000    348.632677     -0.431347
  32191.0000      3.484554      0.928676
  32192.0000     17.953694      2.195333
  32193.0000     31.982170      3.290730
  32194.0000     45.558332      4.163889
  32195.0000     58.706943      4.788015
  32196.0000     71.477194      5.154621
  32197.0000     83.931654      5.267565
  32198.0000     96.137572      5.138600
  32199.0000    108.160801      4.784758
  32200.0000    120.062065      4.227275
  32201.0000    131.895164      3.491480
  32202.0000    143.706678      2.607106
  32203.0000    155.536844      1.608561
  32204.0000    167.421267      0.534849
  32205.0000    179.393135     -0.570988
  32206.0000    191.485557     -1.662847
  32207.0000    203.733596     -2.692806
  32208.0000    216.175541     -3.612396
  32209.0000    228.852913     -4.373835
  32210.0000    241.808740     -4.931307
  32211.0000    255.083694     -5.242691
  32212.0000    268.709892     -5.272359
  32213.0000    282.702673     -4.995650
  32214.0000    297.051452     -4.405189
  32215.0000    311.711845     -3.518080
  32216.0000    326.602130     -2.381457
  32217.0000    341.606917     -1.072784
  32218.0000    356.589156      0.307803
  32219.0000     11.408491      1.652426
  32220.0000     25.941187      2.862863
  32221.0000     40.096078      3.864067
  32222.0000     53.822857      4.609841
  32223.0000     67.112170      5.080915
  32224.0000     79.989607      5.278582
  32225.0000     92.506649      5.217411
  32226.0000    104.731223      4.919329
  32227.0000    116.739451      4.409915
  32228.0000    128.609149      3.716750
  32229.0000    140.415074      2.869296
  32230.0000    152.225595      1.899666
  32231.0000    164.100485      0.843684
  32232.0000    176.089626     -0.258271
  32233.0000    188.232527     -1.361054
  32234.0000    200.558633     -2.415468
  32235.0000    213.088420     -3.369974
  32236.0000    225.835154     -4.173251
  32237.0000    238.807033     -4.777293
  32238.0000    252.009230     -5.140650
  32239.0000    265.445196     -5.231562
  32240.0000    279.116577     -5.030940
  32241.0000    293.021283     -4.535312
  32242.0000    307.149616     -3.759779
  32243.0000    321.479029     -2.740580
  32244.0000    335.968773     -1.536194
  32245.0000    350.556398     -0.225323
  32246.0000      5.158271      1.099602
  32247.0000     19.675604      2.343265
  32248.0000     34.005751      3.420289
  32249.0000     48.056330      4.266113
  32250.0000     61.758329      4.842592
  32251.0000     75.074693      5.137369
  32252.0000     88.002800      5.158672
  32253.0000    100.571514      4.928335
  32254.0000    112.834849      4.475473
  32255.0000    124.864396      3.832095
  32256.0000    136.742038      3.030900
  32257.0000    148.553616      2.104884
  32258.0000    160.383607      1.088179
  32259.0000    172.310533      0.017509
  32260.0000    184.402817     -1.066326
  32261.0000    196.714968     -2.117558
  32262.0000    209.284274     -3.085701
  32263.0000    222.128549     -3.917432
  32264.0000    235.245668     -4.560199
  32265.0000    248.615596     -4.967212
  32266.0000    262.205038     -5.102903
  32267.0000    275.974002     -4.947700
  32268.0000    289.882684     -4.501130
  32269.0000    303.896703     -3.782840
  32270.0000    317.989105     -2.831750
  32271.0000    332.138544     -1.703818
  32272.0000    346.324324     -0.468720
  32273.0000      0.520010      0.794648
  32274.0000     14.687946      2.004128
  32275.0000     28.777036      3.081653
  32276.0000     42.725304      3.961103
  32277.0000     56.467217      4.594923
  32278.0000     69.943931      4.957717
  32279.0000     83.113483      5.045902
  32280.0000     95.958098      4.873950
  32281.0000    108.487175      4.468811
  32282.0000    120.736131      3.864319
  32283.0000    132.762372      3.096893
  32284.0000    144.639866      2.203076
  32285.0000    156.453410      1.218817
  32286.0000    168.293055      0.180123
  32287.0000    180.248637     -0.875466
  32288.0000    192.404108     -1.907161
  32289.0000    204.831344     -2.869609
  32290.0000    217.583433     -3.712763
  32291.0000    230.688099     -4.383683
  32292.0000    244.142702     -4.830814
  32293.0000    257.912851     -5.010554
  32294.0000    271.936417     -4.894889
  32295.0000    286.133270     -4.477927
  32296.0000    300.418714     -3.779107
  32297.0000    314.716755     -2.841938
  32298.0000    328.969216     -1.728869
  32299.0000    343.138471     -0.514120
  32300.0000    357.204102      0.723588
  32301.0000     11.155671      1.907272
  32302.0000     24.984497      2.966729
  32303.0000     38.677104      3.842683
  32304.0000     52.212149      4.490219
  32305.0000     65.561525      4.881278
  32306.0000     78.695125      5.005668
  32307.0000     91.587677      4.870156
  32308.0000    104.225648      4.495696
  32309.0000    116.612446      3.913427
  32310.0000    128.771020      3.160417
  32311.0000    140.743855      2.276074
  32312.0000    152.590964      1.299803
  32313.0000    164.386622      0.270078
  32314.0000    176.215350     -0.775241
  32315.0000    188.167307     -1.797699
  32316.0000    200.332849     -2.756657
  32317.0000    212.795865     -3.607919
  32318.0000    225.625569     -4.303410
  32319.0000    238.866985     -4.792822
  32320.0000    252.531442     -5.028083
  32321.0000    266.589714     -4.970849
  32322.0000    280.971250     -4.601785
  32323.0000    295.572037     -3.928807
  32324.0000    310.270636     -2.990669
  32325.0000    324.948062     -1.853627
  32326.0000    339.505146     -0.601950
  32327.0000    353.872395      0.674281
  32328.0000      8.011036      1.890094
  32329.0000     21.907311      2.972901
  32330.0000     35.563579      3.865951
  32331.0000     48.989478      4.529115
  32332.0000     62.195272      4.938342
  32333.0000     75.188316      5.084632
  32334.0000     87.972660      4.972784
  32335.0000    100.551168      4.619793
  32336.0000    112.929116      4.052734
  32337.0000    125.118175      3.306173
  32338.0000    137.139850      2.419367
  32339.0000    149.027776      1.433687
  32340.0000    160.828687      0.390681
  32341.0000    172.602114     -0.668977
  32342.0000    184.418947     -1.705579
  32343.0000    196.358928     -2.679690
  32344.0000    208.506905     -3.551009
  32345.0000    220.947498     -4.277304
  32346.0000    233.757732     -4.814150
  32347.0000    246.997433     -5.116422
  32348.0000    260.697964     -5.142490
  32349.0000    274.851277     -4.861634
  32350.0000    289.402804     -4.263830
  32351.0000    304.252360     -3.369052
  32352.0000    319.265502     -2.231657
  32353.0000    334.293712     -0.936193
  32354.0000    349.197512      0.415313
  32355.0000      3.865223      1.720101
  32356.0000     18.222663      2.889244
  32357.0000     32.233374      3.855964
  32358.0000     45.892202      4.577370
  32359.0000     59.215972      5.031838
  32360.0000     72.234271      5.214761
  32361.0000     84.982062      5.134498
  32362.0000     97.494791      4.809293
  32363.0000    109.805926      4.265128
  32364.0000    121.946543      3.534164
  32365.0000    133.946414      2.653364
  32366.0000    145.835998      1.663095
  32367.0000    157.648784      0.605675
  32368.0000    169.423523     -0.475992
  32369.0000    181.205966     -1.539465
  32370.0000    193.049845     -2.543339
  32371.0000    205.016849     -3.447287
  32372.0000    217.175343     -4.211714
  32373.0000    229.597502     -4.797349
  32374.0000    242.354444     -5.165374
  32375.0000    255.509006     -5.278840
  32376.0000    269.106134     -5.106256
  32377.0000    283.161695     -4.627911
  32378.0000    297.651860     -3.844538
  32379.0000    312.506597     -2.786105
  32380.0000    327.611223     -1.516613
  32381.0000    342.818223     -0.130558
  32382.0000    357.967771      1.260332
  32383.0000     12.911401      2.546213
  32384.0000     27.531855      3.636732
  32385.0000     41.754149      4.471025
  32386.0000     55.546852      5.018672
  32387.0000     68.915942      5.274421
  32388.0000     81.894916      5.250707
  32389.0000     94.534390      4.970953
  32390.0000    106.893171      4.464922
  32391.0000    119.031623      3.766108
  32392.0000    131.007365      2.910606
  32393.0000    142.873024      1.936745
  32394.0000    154.675623      0.884928
  32395.0000    166.457223     -0.202694
  32396.0000    178.256438     -1.282866
  32397.0000    190.110466     -2.312133
  32398.0000    202.057258     -3.247857
  32399.0000    214.137427     -4.049149
  32400.0000    226.395479     -4.677626
  32401.0000    238.879921     -5.098057
  32402.0000    251.641788     -5.279192
  32403.0000    264.731150     -5.195280
  32404.0000    278.191275     -4.828888
  32405.0000    292.050445     -4.175468
  32406.0000    306.312110     -3.249514
  32407.0000    320.945149     -2.090917
  32408.0000    335.877255     -0.768595
  32409.0000    350.995108      0.622268
  32410.0000      6.154056      1.971499
  32411.0000     21.196937      3.171736
  32412.0000     35.977601      4.136489
  32413.0000     50.382091      4.811570
  32414.0000     64.341456      5.176756
  32415.0000     77.834070      5.239629
  32416.0000     90.879438      5.026135
  32417.0000    103.527500      4.571853
  32418.0000    115.847147      3.915954
  32419.0000    127.916217      3.098070
  32420.0000    139.813817      2.157338
  32421.0000    151.614941      1.132743
  32422.0000    163.386975      0.063917
  32423.0000    175.187714     -1.008177
  32424.0000    187.064610     -2.041091
  32425.0000    199.055120     -2.991467
  32426.0000    211.188066     -3.816319
  32427.0000    223.485873     -4.474870
  32428.0000    235.967406     -4.930625
  32429.0000    248.650903     -5.153423
  32430.0000    261.556331     -5.121296
  32431.0000    274.706394     -4.822247
  32432.0000    288.125440     -4.256195
  32433.0000    301.835719     -3.437404
  32434.0000    315.850821     -2.397383
  32435.0000    330.166833     -1.187581
  32436.0000    344.752801      0.119731
  32437.0000    359.543421      1.434604
  32438.0000     14.437702      2.658216
  32439.0000     29.306759      3.696642
  32440.0000     44.010858      4.475754
  32441.0000     58.421570      4.951812
  32442.0000     72.442025      5.114014
  32443.0000     86.019108      4.979321
  32444.0000     99.145503      4.583071
  32445.0000    111.853592      3.969512
  32446.0000    124.205175      3.184855
  32447.0000    136.280501      2.273531
  32448.0000    148.168664      1.277124
  32449.0000    159.959969      0.234987
  32450.0000    171.740080     -0.814355
  32451.0000    183.585496     -1.831793
  32452.0000    195.559983     -2.776746
  32453.0000    207.711910     -3.607243
  32454.0000    220.072708     -4.281222
  32455.0000    232.656935     -4.759048
  32456.0000    245.464358     -5.006942
  32457.0000    258.484101     -5.000690
  32458.0000    271.700293     -4.728899
  32459.0000    285.097952     -4.195194
  32460.0000    298.667486     -3.419168
  32461.0000    312.406306     -2.436266
  32462.0000    326.316654     -1.296975
  32463.0000    340.399653     -0.065399
  32464.0000    354.646617      1.183161
  32465.0000      9.029761      2.366490
  32466.0000     23.495413      3.402347
  32467.0000     37.963037      4.217704
  32468.0000     52.332262      4.758480
  32469.0000     66.497201      4.996724
  32470.0000     80.364138      4.932614
  32471.0000     93.866983      4.590694
  32472.0000    106.976205      4.012216
  32473.0000    119.700061      3.246604
  32474.0000    132.079841      2.344565
  32475.0000    144.181995      1.353961
  32476.0000    156.089608      0.318376
  32477.0000    167.894611     -0.722400
  32478.0000    179.691068     -1.730840
  32479.0000    191.569294     -2.669885
  32480.0000    203.610367     -3.501545
  32481.0000    215.880765     -4.186467
  32482.0000    228.427276     -4.684967
  32483.0000    241.272916     -4.959828
  32484.0000    254.415074     -4.980770
  32485.0000    267.827150     -4.729871
  32486.0000    281.464310     -4.206577
  32487.0000    295.272572     -3.430760
  32488.0000    309.198977     -2.442745
  32489.0000    323.199893     -1.300274
  32490.0000    337.245033     -0.073386
  32491.0000    351.316274      1.161454
  32492.0000      5.402059      2.327003
  32493.0000     19.489409      3.350445
  32494.0000     33.556163      4.168363
  32495.0000     47.566063      4.731641
  32496.0000     61.468601      5.009847
  32497.0000     75.204176      4.994069
  32498.0000     88.713295      4.697082
  32499.0000    101.947155      4.150369
  32500.0000    114.876567      3.398663
  32501.0000    127.497183      2.493516
  32502.0000    139.830536      1.487556
  32503.0000    151.921727      0.430541
  32504.0000    163.835107     -0.632456
  32505.0000    175.649169     -1.661046
  32506.0000    187.451312     -2.618325
  32507.0000    199.332611     -3.469151
  32508.0000    211.382350     -4.178565
  32509.0000    223.681953     -4.710971
  32510.0000    236.298091     -5.030715
  32511.0000    249.275284     -5.104641
  32512.0000    262.629090     -4.906879
  32513.0000    276.341799     -4.425426
  32514.0000    290.362844     -3.668999
  32515.0000    304.615280     -2.671676
  32516.0000    319.007628     -1.492881
  32517.0000    333.448028     -0.211764
  32518.0000    347.856581      1.082620
  32519.0000      2.172594      2.302274
  32520.0000     16.355760      3.369348
  32521.0000     30.382443      4.221865
  32522.0000     44.239473      4.816272
  32523.0000     57.917881      5.127875
  32524.0000     71.408386      5.150172
  32525.0000     84.699561      4.893574
  32526.0000     97.778720      4.383483
  32527.0000    110.634869      3.657563
  32528.0000    123.262653      2.762198
  32529.0000    135.666200      1.748473
  32530.0000    147.861997      0.668312
  32531.0000    159.880422     -0.428617
  32532.0000    171.765898     -1.496789
  32533.0000    183.575895     -2.495420
  32534.0000    195.379048     -3.387985
  32535.0000    207.252502     -4.141060
  32536.0000    219.278450     -4.723007
  32537.0000    231.539589     -5.103093
  32538.0000    244.113188     -5.251668
  32539.0000    257.063528     -5.142091
  32540.0000    270.433004     -4.754934
  32541.0000    284.233006     -4.084490
  32542.0000    298.436778     -3.146471
  32543.0000    312.977173     -1.984310
  32544.0000    327.751723     -0.670498
  32545.0000    342.635337      0.699706
  32546.0000    357.497946      2.021631
  32547.0000     12.222278      3.197354
  32548.0000     26.717010      4.148980
  32549.0000     40.922759      4.825377
  32550.0000     54.811163      5.202283
  32551.0000     68.379238      5.278210
  32552.0000     81.641725      5.068990
  32553.0000     94.623667      4.602845
  32554.0000    107.354537      3.916666
  32555.0000    119.864459      3.053336
  32556.0000    132.182484      2.059653
  32557.0000    144.336567      0.984443
  32558.0000    156.354765     -0.123306
  32559.0000    168.267110     -1.216232
  32560.0000    180.107696     -2.250075
  32561.0000    191.916558     -3.184654
  32562.0000    203.741034     -3.984191
  32563.0000    215.636355     -4.617072
  32564.0000    227.665249     -5.055270
  32565.0000    239.896299     -5.273844
  32566.0000    252.400750     -5.251037
  32567.0000    265.247379     -4.969607
  32568.0000    278.495139     -4.419950
  32569.0000    292.183614     -3.605328
  32570.0000    306.322150     -2.548643
  32571.0000    320.879765     -1.298849
  32572.0000    335.779303      0.066453
  32573.0000    350.899714      1.445937
  32574.0000      6.088773      2.728242
  32575.0000     21.184736      3.810966
  32576.0000     36.041124      4.617759
  32577.0000     50.547020      5.107144
  32578.0000     64.637407      5.271477
  32579.0000     78.292711      5.129231
  32580.0000     91.530574      4.715379
  32581.0000    104.394267      4.073325
  32582.0000    116.941298      3.249670
  32583.0000    129.234177      2.291526
  32584.0000    141.333943      1.245507
  32585.0000    153.296308      0.157442
  32586.0000    165.169985     -0.927811
  32587.0000    176.996737     -1.966818
  32588.0000    188.812740     -2.918335
  32589.0000    200.650844     -3.744284
  32590.0000    212.543335     -4.410685
  32591.0000    224.524760     -4.888389
  32592.0000    236.634333     -5.153510
  32593.0000    248.917449     -5.187698
  32594.0000    261.425823     -4.978531
  32595.0000    274.215736     -4.520515
  32596.0000    287.343883     -3.817144
  32597.0000    300.860363     -2.884349
  32598.0000    314.798677     -1.755115
  32599.0000    329.163440     -0.484042
  32600.0000    343.918053      0.850657
  32601.0000    358.976559      2.150961
  32602.0000     14.204986      3.310719
  32603.0000     29.435868      4.233452
  32604.0000     44.494321      4.850104
  32605.0000     59.227835      5.129353
  32606.0000     73.529423      5.077004
  32607.0000     87.347471      4.726797
  32608.0000    100.682355      4.128260
  32609.0000    113.574721      3.336379
  32610.0000    126.091163      2.405149
  32611.0000    138.311188      1.384792
  32612.0000    150.317150      0.321422
  32613.0000    162.187270     -0.742149
  32614.0000    173.991240     -1.765396
  32615.0000    185.787873     -2.709459
  32616.0000    197.624372     -3.537188
  32617.0000    209.537025     -4.213884
  32618.0000    221.553180     -4.708579
  32619.0000    233.694295     -4.995584
  32620.0000    245.979690     -5.055984
  32621.0000    258.430404     -4.878887
  32622.0000    271.072392     -4.462380
  32623.0000    283.938216     -3.814387
  32624.0000    297.066405     -2.953742
  32625.0000    310.497790     -1.911762
  32626.0000    324.268331     -0.734225
  32627.0000    338.398545      0.516924
  32628.0000    352.880689      1.763736
  32629.0000      7.666706      2.916380
  32630.0000     22.661802      3.882745
  32631.0000     37.728975      4.582680
  32632.0000     52.706829      4.962652
  32633.0000     67.436890      5.004879
  32634.0000     81.791206      4.727094
  32635.0000     95.690727      4.173875
  32636.0000    109.110231      3.404287
  32637.0000    122.071908      2.480799
  32638.0000    134.632933      1.462180
  32639.0000    146.872020      0.400518
  32640.0000    158.877807     -0.658831
  32641.0000    170.739970     -1.675820
  32642.0000    182.542838     -2.613940
  32643.0000    194.360938     -3.438857
  32644.0000    206.256004     -4.117865
  32645.0000    218.275283     -4.620335
  32646.0000    230.451203     -4.919155
  32647.0000    242.802632     -4.992905
  32648.0000    255.337808     -4.828376
  32649.0000    268.058677     -4.422892
  32650.0000    280.965933     -3.786002
  32651.0000    294.063603     -2.940287
  32652.0000    307.361886     -1.921369
  32653.0000    320.877107     -0.777342
  32654.0000    334.628066      0.432175
  32655.0000    348.628736      1.637561
  32656.0000      2.878195      2.761976
  32657.0000     17.349912      3.726380
  32658.0000     31.983853      4.457434
  32659.0000     46.685527      4.897574
  32660.0000     61.334775      5.014701
  32661.0000     75.803522      4.807865
  32662.0000     89.977389      4.306273
  32663.0000    103.774036      3.561896
  32664.0000    117.153027      2.638759
  32665.0000    130.116249      1.602802
  32666.0000    142.701412      0.514935
  32667.0000    154.972380     -0.572111
  32668.0000    167.009275     -1.613928
  32669.0000    178.899879     -2.572874
  32670.0000    190.732698     -3.415978
  32671.0000    202.591428     -4.113120
  32672.0000    214.550402     -4.636043
  32673.0000    226.670802     -4.958489
  32674.0000    238.997681     -5.057621
  32675.0000    251.558203     -4.916631
  32676.0000    264.361656     -4.528157
  32677.0000    277.401680     -3.897777
  32678.0000    290.660644     -3.046657
  32679.0000    304.115387     -2.012501
  32680.0000    317.742879     -0.848384
  32681.0000    331.524143      0.380362
  32682.0000    345.445144      1.600568
  32683.0000    359.494214      2.736275
  32684.0000     13.656606      3.714027
  32685.0000     27.907742      4.468389
  32686.0000     42.207472      4.947704
  32687.0000     56.497776      5.119700
  32688.0000     70.705652      4.975808
  32689.0000     84.751262      4.532685
  32690.0000     98.559384      3.829846
  32691.0000    112.070894      2.923589
  32692.0000    125.251164      1.878843
  32693.0000    138.093760      0.761198
  32694.0000    150.619637     -0.369005
  32695.0000    162.873190     -1.459756
  32696.0000    174.916791     -2.467892
  32697.0000    186.825030     -3.357881
  32698.0000    198.679286     -4.099848
  32699.0000    210.562744     -4.667634
  32700.0000    222.555698     -5.037514
  32701.0000    234.730891     -5.187988
  32702.0000    247.148823     -5.100964
  32703.0000    259.853216     -4.764451
  32704.0000    272.867232     -4.176555
  32705.0000    286.191327     -3.350055
  32706.0000    299.803642     -2.316285
  32707.0000    313.663371     -1.126695
  32708.0000    327.716693      0.149176
  32709.0000    341.903943      1.429535
  32710.0000    356.166252      2.628829
  32711.0000     10.450102      3.666828
  32712.0000     24.709122      4.476326
  32713.0000     38.903418      5.008378
  32714.0000     52.997482      5.235011
  32715.0000     66.957988      5.149893
  32716.0000     80.752610      4.767428
  32717.0000     94.350456      4.120489
  32718.0000    107.724107      3.256809
  32719.0000    120.852687      2.234195
  32720.0000    133.725136      1.115084
  32721.0000    146.342902     -0.038720
  32722.0000    158.721545     -1.170275
  32723.0000    170.891095     -2.230115
  32724.0000    182.895293     -3.177127
  32725.0000    194.789966     -3.978006
  32726.0000    206.640789     -4.605836
  32727.0000    218.520552     -5.038432
  32728.0000    230.505953     -5.256995
  32729.0000    242.673744     -5.245619
  32730.0000    255.096060     -4.992040
  32731.0000    267.834794     -4.489963
  32732.0000    280.935161     -3.743009
  32733.0000    294.419024     -2.769817
  32734.0000    308.279187     -1.609001
  32735.0000    322.476316     -0.321839
  32736.0000    336.940208      1.009664
  32737.0000    351.576347      2.290589
  32738.0000      6.277176      3.425578
  32739.0000     20.935759      4.332388
  32740.0000     35.458517      4.952240
  32741.0000     49.774008      5.254394
  32742.0000     63.836293      5.235105
  32743.0000     77.623296      4.913031
  32744.0000     91.131863      4.323487
  32745.0000    104.371626      3.513128
  32746.0000    117.359382      2.535603
  32747.0000    130.115002      1.448066
  32748.0000    142.659255      0.308194
  32749.0000    155.013401     -0.828479
  32750.0000    167.200159     -1.910876
  32751.0000    179.245480     -2.894127
  32752.0000    191.180581     -3.740565
  32753.0000    203.043765     -4.419859
  32754.0000    214.881663     -4.908426
  32755.0000    226.749669     -5.188406
  32756.0000    238.711423     -5.246612
  32757.0000    250.837151     -5.073936
  32758.0000    263.200678     -4.665661
  32759.0000    275.874759     -4.023111
  32760.0000    288.924427     -3.156869
  32761.0000    302.398213     -2.091432
  32762.0000    316.317691     -0.870312
  32763.0000    330.666964      0.440456
  32764.0000    345.385118      1.753348
  32765.0000      0.365721      2.967391
  32766.0000     15.466613      3.982951
  32767.0000     30.529830      4.719032
  32768.0000     45.406682      5.126518
  32769.0000     59.979958      5.192572
  32770.0000     74.176617      4.936123
  32771.0000     87.968994      4.398295
  32772.0000    101.367215      3.632346
  32773.0000    114.407447      2.696005
  32774.0000    127.139988      1.646840
  32775.0000    139.619530      0.540029
  32776.0000    151.898445     -0.572569
  32777.0000    164.023032     -1.642896
  32778.0000    176.032326     -2.627251
  32779.0000    187.958947     -3.487031
  32780.0000    199.831419     -4.189516
  32781.0000    211.677395     -4.708490
  32782.0000    223.527171     -5.024479
  32783.0000    235.416917     -5.124571
  32784.0000    247.391118     -5.001970
  32785.0000    259.503794     -4.655576
  32786.0000    271.818129     -4.090020
  32787.0000    284.404102     -3.316576
  32788.0000    297.333620     -2.355287
  32789.0000    310.672572     -1.238318
  32790.0000    324.469453     -0.013961
  32791.0000    338.741082      1.250314
  32792.0000    353.457822      2.468397
  32793.0000      8.533281      3.542546
  32794.0000     23.825197      4.377726
  32795.0000     39.152182      4.899934
  32796.0000     54.324285      5.071258
  32797.0000     69.177312      4.894902
  32798.0000     83.598288      4.408824
  32799.0000     97.534734      3.672589
  32800.0000    110.988933      2.753890
  32801.0000    124.003630      1.718980
  32802.0000    136.645803      0.627889
  32803.0000    148.992631     -0.466755
  32804.0000    161.121131     -1.519026
  32805.0000    173.101412     -2.488488
  32806.0000    184.992953     -3.339303
  32807.0000    196.843311     -4.040001
  32808.0000    208.688836     -4.563877
  32809.0000    220.557032     -4.889831
  32810.0000    232.470196     -5.003278
  32811.0000    244.449811     -4.896873
  32812.0000    256.521025     -4.570852
  32813.0000    268.716487     -4.033058
  32814.0000    281.078818     -3.298886
  32815.0000    293.661052     -2.391514
